"Date","HomeTeam","AwayTeam","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Stadium","daily.summary","daily.icon","daily.moonPhase","daily.precipIntensity","daily.precipIntensityMax","daily.precipProbability","daily.precipType","daily.temperatureHigh","daily.temperatureLow","daily.apparentTemperatureHigh","daily.apparentTemperatureLow","daily.dewPoint","daily.humidity","daily.pressure","daily.windSpeed","daily.windGust","daily.windBearing","daily.cloudCover","daily.uvIndex","daily.visibility","daily.temperatureMin","daily.temperatureMax","daily.apparentTemperatureMin","daily.apparentTemperatureMax"
"2009-08-15","Aston Villa","Wigan","A",0,1,"A",11,14,5,7,15,14,4,6,2,2,0,0,"Villa Park","Mostly cloudy until evening.","partly-cloudy-day",0.81,0,0,0,"",73.06,56.77,73.06,56.77,59.4,0.8,1011.46,7.75,28.9,219,0.67,4,6.22,62.29,73.06,62.54,73.06
"2009-08-15","Blackburn","Man City","A",0,1,"A",17,8,9,5,12,9,5,4,2,1,0,0,"Ewood Park","Partly cloudy throughout the day.","partly-cloudy-day",0.81,0.002,0.012,0.77,"rain",68.86,56.32,69,56.32,58.78,0.83,1008.73,8.24,19.91,224,0.47,5,6.04,60.8,68.86,60.8,69
"2009-08-15","Bolton","Sunderland","A",0,1,"A",11,20,3,13,16,10,4,7,2,1,0,0,"University of Bolton Stadium","Partly cloudy throughout the day.","partly-cloudy-day",0.81,0.001,0.0096,0.73,"rain",70.59,55.97,70.71,55.97,59.28,0.83,1009.13,7.43,16.65,224,0.48,5,6.06,61.21,70.59,61.21,70.71
"2009-08-15","Chelsea","Hull","H",1,1,"D",26,7,12,3,13,15,12,4,1,2,0,0,"Stamford Bridge","Mostly cloudy until evening.","partly-cloudy-day",0.81,0,0,0,"",72.69,58.79,72.69,58.79,58.37,0.77,1014.13,7.5,12.52,226,0.6,5,6.21,61.11,72.69,61.11,72.69
"2009-08-15","Everton","Arsenal","A",0,3,"A",8,15,5,9,11,13,4,9,0,0,0,0,"Goodison Park","Partly cloudy throughout the day.","partly-cloudy-day",0.81,5e-04,0.0051,0.69,"rain",70.77,55.93,70.96,55.93,59.51,0.81,1009.12,7.76,15.53,225,0.46,5,6,61.57,70.77,61.57,70.96
"2009-08-15","Portsmouth","Fulham","A",0,1,"A",16,9,4,3,11,18,6,4,3,2,0,0,"Fratton Park","Mostly cloudy until evening.","partly-cloudy-day",0.81,0,0,0,"",67.9,57.37,67.97,57.37,59.17,0.84,1014.94,7.85,15.35,238,0.67,4,6.22,61.81,67.9,61.81,67.97
"2009-08-15","Stoke","Burnley","H",2,0,"H",12,9,5,5,15,10,3,6,2,2,0,0,"bet365 Stadium","Partly cloudy throughout the day.","partly-cloudy-day",0.81,0,0,0,"",72.06,54.78,72.06,54.78,58.09,0.77,1010.07,8.24,21.23,230,0.57,5,6.2,61.58,72.06,61.58,72.06
"2009-08-15","Wolves","West Ham","A",0,1,"A",19,16,11,13,9,5,8,6,0,0,0,0,"Molineux Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.81,0,0,0,"",72.77,56.5,72.77,56.5,58.99,0.8,1011.24,6.87,27.04,229,0.65,4,6.22,61.9,72.77,62.15,72.77
"2009-08-16","Man United","Birmingham","H",1,0,"H",26,6,17,4,13,7,13,2,1,1,0,0,"Old Trafford","Mostly cloudy throughout the day.","partly-cloudy-day",0.85,0,0,0,"",66.06,57.9,66.06,57.9,53.55,0.76,1013.17,5.11,14.28,241,0.5,5,6.22,56.71,66.06,56.71,66.06
"2009-08-16","Tottenham","Liverpool","H",1,0,"H",17,6,11,3,14,16,6,5,3,3,0,0,"White Hart Lane","Partly cloudy throughout the day.","partly-cloudy-day",0.85,0,0,0,"",76.51,56.81,76.51,56.81,56.37,0.71,1015.31,6.26,9.98,252,0.41,5,6.21,58.66,76.51,58.66,76.51
"2009-08-18","Sunderland","Chelsea","A",1,0,"H",4,20,3,9,14,10,1,14,2,2,0,0,"Stadium of Light","Partly cloudy until evening.","partly-cloudy-day",0.93,9e-04,0.0112,0.72,"rain",66.94,60.8,66.94,60.8,53.97,0.77,1015.22,3.47,11.72,200,0.32,5,6.07,53.92,66.94,53.92,66.94
"2009-08-18","Wigan","Wolves","A",0,1,"A",18,9,5,3,8,21,4,4,0,3,0,0,"DW Stadium","Partly cloudy until evening.","partly-cloudy-day",0.93,0,0,0,"",70.67,61.28,70.67,61.28,54.57,0.75,1016.12,3.71,9.55,182,0.48,4,6.22,54.31,70.67,54.31,70.67
"2009-08-19","Birmingham","Portsmouth","H",0,0,"D",9,9,5,4,11,20,4,5,0,5,0,0,"St Andrew's","Partly cloudy until afternoon.","partly-cloudy-day",0.97,0,0,0,"",77.58,61.54,77.58,61.74,57.93,0.75,1014.47,6.11,15.57,197,0.46,5,6.19,57.39,77.58,57.39,77.58
"2009-08-19","Burnley","Man United","H",1,0,"H",8,18,2,9,8,12,1,12,2,1,0,0,"Turf Moor","Partly cloudy throughout the day.","partly-cloudy-day",0.97,0,0,0,"",74.52,64.32,74.55,64.47,58.07,0.73,1013.04,6.18,16.99,189,0.4,5,6.2,60.52,74.52,60.52,74.55
"2009-08-19","Hull","Tottenham","A",1,3,"A",9,18,7,12,23,13,6,5,3,2,0,0,"KCOM Stadium","Partly cloudy until afternoon.","partly-cloudy-day",0.97,0,0,0,"",80.91,62.28,81.4,62.69,58.23,0.71,1013.32,9.83,19.51,202,0.15,6,5.92,57.88,80.91,57.88,81.4
"2009-08-19","Liverpool","Stoke","H",2,0,"H",18,6,13,3,10,9,11,5,0,1,0,0,"Anfield","Partly cloudy throughout the day.","partly-cloudy-day",0.97,0,0,0,"",74.17,65.28,74.32,65.55,59.58,0.75,1011.7,6.63,12.11,163,0.38,5,6.21,61.06,74.17,61.06,74.32
"2009-08-22","Arsenal","Portsmouth","H",2,1,"H",19,9,16,4,9,10,8,4,1,0,0,0,"Emirates Stadium","Partly cloudy until evening.","partly-cloudy-day",0.08,0,0,0,"",71.25,60.17,71.25,60.17,50.72,0.68,1022.91,3.57,8.11,212,0.22,5,6.2,52.13,71.25,52.13,71.25
"2009-08-22","Birmingham","Stoke","D",0,0,"D",8,13,6,3,8,13,3,3,0,3,0,0,"St Andrew's","Partly cloudy until evening.","partly-cloudy-day",0.08,0,0,0,"",70.23,57.64,70.23,57.64,50.93,0.75,1021.48,3.38,8.25,207,0.32,5,6.22,47.81,70.23,47.81,70.23
"2009-08-22","Hull","Bolton","H",0,0,"D",12,20,5,10,19,19,4,12,3,2,0,0,"KCOM Stadium","Partly cloudy until evening.","partly-cloudy-day",0.08,0,0,0,"",71.54,58.57,71.54,58.57,48.03,0.66,1020.09,5.99,14.5,236,0.19,5,6.22,50.04,71.54,50.04,71.54
"2009-08-22","Man City","Wolves","H",1,0,"H",16,10,11,2,7,11,5,6,0,1,0,0,"City of Manchester Stadium","Partly cloudy in the afternoon.","partly-cloudy-day",0.08,0,0,0,"",69.52,59.43,69.52,59.43,49.18,0.68,1020.43,2.9,8.83,209,0.24,5,6.22,50.99,69.52,50.99,69.52
"2009-08-22","Sunderland","Blackburn","H",1,1,"D",8,18,5,5,12,14,0,10,2,1,0,0,"Stadium of Light","Partly cloudy until afternoon.","partly-cloudy-day",0.08,1e-04,0.0021,0.21,"rain",67.38,57.94,67.38,57.94,47.11,0.66,1017.88,5.5,13.83,241,0.31,5,6.64,52.31,67.38,52.31,67.38
"2009-08-22","Wigan","Man United","A",0,0,"D",16,16,7,13,11,8,3,5,2,2,0,0,"DW Stadium","Partly cloudy until afternoon.","partly-cloudy-day",0.08,0,0,0,"",70.22,59.84,70.22,59.84,50.13,0.69,1020.02,2.45,8.16,214,0.28,5,6.22,51.41,70.22,51.41,70.22
"2009-08-23","Burnley","Everton","H",1,0,"H",8,17,4,11,11,13,3,7,1,0,0,0,"Turf Moor","Light rain starting in the evening.","rain",0.11,0.0025,0.0399,1,"rain",69.36,57.87,69.36,57.87,56.65,0.78,1012.63,5.88,14.32,176,0.5,5,5.87,59.15,69.36,59.15,69.36
"2009-08-23","Fulham","Chelsea","A",0,1,"A",4,12,1,4,11,10,4,7,0,0,0,0,"Craven Cottage","Partly cloudy in the morning.","partly-cloudy-night",0.11,0,0,0,"",79.44,56.14,79.44,56.14,52.98,0.6,1015.9,4.86,11.06,178,0.26,6,6.21,59.52,79.44,59.52,79.44
"2009-08-23","West Ham","Tottenham","A",0,0,"D",17,17,8,10,13,11,4,8,2,1,0,0,"Upton Park","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0.11,0,0,0,"",80.65,57.95,80.65,57.95,52.05,0.55,1015.93,5.6,12.51,179,0.24,5,6.21,60.8,80.65,60.8,80.65
"2009-08-24","Liverpool","Aston Villa","A",0,2,"A",21,7,12,4,15,11,10,4,3,2,0,0,"Anfield","Partly cloudy until evening.","partly-cloudy-day",0.15,5e-04,0.0046,0.4,"rain",63.69,53.39,63.69,53.39,54.87,0.81,1004.86,2.09,7.16,198,0.3,5,6.18,56.48,63.69,56.48,63.69
"2009-08-29","Blackburn","West Ham","D",0,0,"D",19,11,9,5,13,18,5,2,1,3,0,0,"Ewood Park","Partly cloudy throughout the day.","partly-cloudy-day",0.31,0,0,0,"",60.4,52.86,60.4,52.86,48.07,0.74,1017.81,6.85,19.79,263,0.42,5,6.13,53.06,60.4,53.06,60.4
"2009-08-29","Bolton","Liverpool","A",1,1,"D",8,26,5,14,14,7,5,11,3,1,1,0,"University of Bolton Stadium","Partly cloudy throughout the day.","partly-cloudy-day",0.31,0,0,0,"",60.87,52.62,60.87,52.62,49.37,0.77,1017.89,6.89,17.96,263,0.41,5,6.18,52.99,60.87,52.99,60.87
"2009-08-29","Chelsea","Burnley","H",1,0,"H",27,3,17,0,7,5,10,1,0,1,0,0,"Stamford Bridge","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0.31,0,0,0,"",66.84,51.63,66.84,51.63,45.56,0.63,1020.63,7.08,11.35,263,0.18,5,6.21,50.26,66.84,50.26,66.84
"2009-08-29","Man United","Arsenal","H",0,1,"A",10,9,4,3,21,15,6,5,3,6,0,0,"Old Trafford","Partly cloudy throughout the day.","partly-cloudy-day",0.31,1e-04,0.0015,0.15,"rain",61.98,53.36,61.98,53.36,48.38,0.73,1018.02,6.51,19.09,265,0.43,5,6.22,53.05,61.98,53.05,61.98
"2009-08-29","Stoke","Sunderland","H",1,0,"H",13,9,7,6,9,8,10,10,0,2,0,0,"bet365 Stadium","Partly cloudy throughout the day.","partly-cloudy-day",0.31,2e-04,0.0055,0.54,"rain",61.4,52.53,61.4,52.53,46.73,0.74,1018.46,7.54,19.16,262,0.46,4,6.22,49.6,61.4,46.92,61.4
"2009-08-29","Tottenham","Birmingham","H",0,0,"D",20,11,14,6,12,10,7,3,2,2,0,0,"White Hart Lane","Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",0.31,0,0,0,"",66.96,51.43,66.96,51.43,45.39,0.63,1020.55,8.33,11.76,264,0.18,5,6.21,51.04,66.96,51.04,66.96
"2009-08-29","Wolves","Hull","D",0,1,"A",24,5,17,4,11,15,8,2,0,2,0,0,"Molineux Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.31,0,0,0,"",63.24,49.96,63.24,49.96,45.27,0.7,1019.37,5.72,14.85,259,0.4,4,6.22,48.53,63.24,46.75,63.24
"2009-08-30","Aston Villa","Fulham","H",1,0,"H",9,6,4,3,9,9,9,4,1,2,0,0,"Villa Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.34,0.001,0.0187,0.94,"rain",61.25,61.28,61.25,61.54,53.23,0.87,1016.58,5.93,16.86,194,0.73,4,5.79,49.14,62.44,49.14,62.9
"2009-08-30","Everton","Wigan","H",0,0,"D",26,12,14,7,11,24,12,5,1,5,0,0,"Goodison Park","Light rain starting in the evening.","rain",0.34,0.0058,0.0388,1,"rain",63.62,62.34,63.62,62.69,55.04,0.86,1013.72,5.4,12.7,183,0.5,4,5.96,53.15,63.62,53.15,63.83
"2009-08-30","Portsmouth","Man City","A",0,1,"A",11,12,6,8,12,7,3,11,2,1,0,0,"Fratton Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.34,0,0,0,"",63.11,61.98,63.11,62,53.15,0.82,1019.56,6.14,16.29,224,0.51,4,5.61,50.2,63.11,50.2,63.11
"2009-09-12","Blackburn","Wolves","H",1,0,"H",13,9,10,5,13,16,10,6,1,2,0,0,"Ewood Park","Clear throughout the day.","clear-day",0.77,0,0,0,"",65.93,47,65.93,47,50.14,0.79,1032.4,1.65,11.12,300,0.17,4,5.42,48.33,65.93,48.33,65.93
"2009-09-12","Liverpool","Burnley","H",2,0,"H",27,6,16,3,8,10,7,5,0,2,0,0,"Anfield","Foggy in the morning.","fog",0.77,0,0,0,"",67.34,49.08,67.34,49.08,50.97,0.79,1032.71,1.94,10.42,303,0.23,4,5.09,49.67,67.34,49.67,67.34
"2009-09-12","Man City","Arsenal","H",1,0,"H",10,19,6,9,13,12,3,12,3,2,0,0,"City of Manchester Stadium","Foggy in the morning.","fog",0.77,0,0,0,"",69,48.39,69,48.39,49.72,0.73,1032.37,1.53,11.46,305,0.24,4,5.04,49.68,69,49.68,69
"2009-09-12","Portsmouth","Bolton","A",1,2,"A",21,14,11,6,17,17,7,5,2,0,0,0,"Fratton Park","Partly cloudy in the afternoon.","partly-cloudy-day",0.77,0,0,0,"",71.39,48.48,71.39,46.65,51.56,0.72,1029.86,6.02,14,46,0.21,4,6.48,53.88,71.39,53.88,71.39
"2009-09-12","Stoke","Chelsea","A",1,1,"D",4,18,2,10,13,11,4,14,3,3,0,0,"bet365 Stadium","Foggy in the morning.","fog",0.77,0,0,0,"",68.49,48.64,68.49,48.64,47.99,0.71,1032.49,2.1,12.46,319,0.2,4,4.83,47.83,68.49,47.83,68.49
"2009-09-12","Sunderland","Hull","H",1,1,"D",7,6,4,5,18,15,7,8,2,2,0,0,"Stadium of Light","Mostly cloudy overnight.","partly-cloudy-night",0.77,0,0,0,"",72.81,47.92,72.81,47.92,48.48,0.72,1031.21,1.99,9.06,270,0.19,0,7.22,48.33,72.81,46.46,72.81
"2009-09-12","Tottenham","Man United","A",1,2,"A",11,17,7,13,16,13,3,9,3,2,0,1,"White Hart Lane","Partly cloudy in the afternoon.","partly-cloudy-day",0.77,0,0,0,"",70.36,52.09,70.36,52.09,50.53,0.69,1030.78,5.05,8.68,39,0.28,4,6.2,54.34,70.36,54.34,70.36
"2009-09-12","Wigan","West Ham","H",0,0,"D",12,12,6,5,13,11,6,7,2,1,0,0,"DW Stadium","Partly cloudy in the morning.","partly-cloudy-day",0.77,0,0,0,"",68.23,48.98,68.23,48.98,50.97,0.77,1032.59,1.62,10.9,307,0.2,4,5.27,49.45,68.23,49.45,68.23
"2009-09-13","Birmingham","Aston Villa","A",0,0,"D",11,12,7,5,10,20,7,1,1,2,0,0,"St Andrew's","Mostly cloudy starting in the afternoon.","partly-cloudy-night",0.8,0,0,0,"",63.31,52.75,63.31,52.75,47.99,0.77,1029.64,4.37,13.29,22,0.48,4,5.96,45.7,63.31,45.7,63.31
"2009-09-13","Fulham","Everton","H",0,1,"A",14,6,8,6,6,10,5,3,1,0,0,0,"Craven Cottage","Mostly cloudy throughout the day.","partly-cloudy-day",0.8,0,0,0,"",62.78,55.32,62.78,55.32,48.57,0.76,1027.95,4.75,10.02,14,0.54,3,6.2,49.97,62.78,49.97,62.78
"2009-09-19","Arsenal","Wigan","H",1,0,"H",23,8,11,5,6,18,6,4,2,2,0,0,"Emirates Stadium","Partly cloudy throughout the day.","partly-cloudy-day",0.03,0,0,0,"",72.72,57.47,72.72,57.47,55.52,0.77,1015.74,1.77,5.41,41,0.5,4,5.47,54.96,72.72,54.96,72.72
"2009-09-19","Aston Villa","Portsmouth","H",2,0,"H",7,17,5,12,17,12,7,5,2,0,0,0,"Villa Park","Mostly cloudy starting in the evening.","partly-cloudy-night",0.03,0,0,0,"",69.27,53.72,69.27,53.72,51.14,0.73,1016.62,0.85,8.1,12,0.35,4,6.05,53.63,69.27,53.63,69.27
"2009-09-19","Bolton","Stoke","D",0,0,"D",11,10,5,6,6,11,4,6,2,2,0,0,"University of Bolton Stadium","Partly cloudy throughout the day.","partly-cloudy-day",0.03,0,0,0,"",63.2,48.08,63.2,48.08,51.95,0.81,1016.79,0.49,8.73,234,0.51,3,6.01,55.12,63.2,55.12,63.2
"2009-09-19","Burnley","Sunderland","H",1,1,"D",10,8,3,5,4,15,4,4,0,3,0,0,"Turf Moor","Foggy in the morning.","fog",0.03,0,0,0,"",63.53,46.74,63.53,46.74,51.55,0.84,1017.06,0.7,8.99,237,0.51,3,4.53,51.43,63.53,51.43,63.53
"2009-09-19","Hull","Birmingham","A",0,0,"D",16,14,11,9,15,13,10,8,0,2,0,0,"KCOM Stadium","Foggy in the morning.","fog",0.03,0,0,0,"",67.06,50.64,67.06,50.64,53.07,0.87,1016.69,0.89,13.32,296,0.32,3,4.27,48.79,67.06,48.79,67.06
"2009-09-19","West Ham","Liverpool","A",2,2,"D",8,19,5,15,13,17,4,4,3,3,0,0,"Upton Park","Partly cloudy throughout the day.","partly-cloudy-day",0.03,0,0,0,"",72.94,57.85,72.94,57.85,55.73,0.77,1015.7,1.58,5.59,43,0.49,4,5.35,55.42,72.94,55.42,72.94
"2009-09-20","Chelsea","Tottenham","H",1,0,"H",25,9,15,4,7,9,11,3,0,2,0,0,"Stamford Bridge","Partly cloudy throughout the day.","partly-cloudy-day",0.06,3e-04,0.0083,0.22,"rain",66.83,54.14,66.83,54.14,53.3,0.73,1022.03,2.76,6.3,19,0.54,3,5.56,57.68,66.83,57.68,66.83
"2009-09-20","Everton","Blackburn","H",1,0,"H",18,7,11,4,15,18,6,2,1,2,0,0,"Goodison Park","Partly cloudy in the morning.","partly-cloudy-night",0.06,0,0,0,"",62.95,49.61,62.95,49.61,47.58,0.76,1023.39,1.32,7.72,272,0.34,3,6.22,48.81,62.95,48.81,62.95
"2009-09-20","Man United","Man City","H",1,1,"D",21,10,11,6,15,14,11,1,2,2,0,0,"Old Trafford","Clear throughout the day.","clear-day",0.06,0,0,0,"",63.82,49.22,63.82,49.17,46.45,0.72,1023.14,1.18,8.4,287,0.29,3,6.22,49.47,63.82,49.47,63.82
"2009-09-20","Wolves","Fulham","H",1,0,"H",12,3,4,1,14,11,3,3,1,1,0,0,"Molineux Stadium","Partly cloudy until evening.","partly-cloudy-day",0.06,0,0,0,"",63.99,48.02,63.99,48.02,46.91,0.7,1023.07,1.39,5.63,324,0.4,4,6.14,51.7,63.99,51.7,63.99
"2009-09-26","Birmingham","Bolton","A",0,1,"A",12,10,6,4,9,17,8,4,2,1,0,0,"St Andrew's","Mostly cloudy until afternoon.","partly-cloudy-day",0.26,0,0,0,"",64.13,48.6,64.13,48.6,48.25,0.77,1027.25,0.97,6.48,287,0.8,3,6.22,48.9,64.13,48.9,64.13
"2009-09-26","Blackburn","Aston Villa","H",1,1,"D",15,10,7,5,14,11,6,5,2,3,1,0,"Ewood Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.26,0,0,0,"",60.03,52.7,60.03,52.7,50.38,0.82,1026.67,3.25,11.26,291,0.75,3,6.22,53.48,60.03,53.48,60.03
"2009-09-26","Fulham","Arsenal","A",0,0,"D",18,14,12,4,14,11,4,6,4,0,0,0,"Craven Cottage","Partly cloudy until afternoon.","partly-cloudy-day",0.26,0,0,0,"",66.36,46.41,66.36,46.41,46.65,0.73,1027.33,0.58,3.88,309,0.19,3,6.21,46.07,66.36,46.07,66.36
"2009-09-26","Liverpool","Hull","H",2,1,"H",22,7,14,3,10,3,13,2,1,4,0,0,"Anfield","Mostly cloudy throughout the day.","partly-cloudy-day",0.26,0,0,0,"",60.38,53.1,60.38,53.1,50.31,0.78,1027.25,3.64,9.43,283,0.69,3,6.22,54.34,60.38,54.34,60.38
"2009-09-26","Portsmouth","Everton","A",0,1,"A",16,12,12,8,14,17,5,6,0,3,0,0,"Fratton Park","Clear throughout the day.","clear-day",0.26,0,0,0,"",64.73,45.96,64.73,44.91,47.82,0.79,1027.22,0.74,10.38,332,0.11,3,6.46,45.46,64.73,45.46,64.73
"2009-09-26","Stoke","Man United","A",0,0,"D",2,13,1,7,9,8,2,7,1,1,0,0,"bet365 Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.26,0,0,0,"",60.8,52.64,60.8,52.64,48.95,0.78,1027.12,3.29,10.96,283,0.7,3,6.22,52.64,60.8,52.64,60.8
"2009-09-26","Tottenham","Burnley","H",2,0,"H",18,10,12,7,10,14,2,7,1,1,0,0,"White Hart Lane","Partly cloudy until afternoon.","partly-cloudy-day",0.26,0,0,0,"",66.62,48.19,66.62,48.19,46.37,0.7,1027.33,0.85,4.29,301,0.19,3,6.2,47.22,66.62,47.22,66.62
"2009-09-26","Wigan","Chelsea","H",1,0,"H",15,14,9,8,11,11,4,7,1,2,0,1,"DW Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.26,0,0,0,"",61.07,54.11,61.07,54.11,50.27,0.78,1027.09,2.98,9.97,287,0.72,3,6.22,53.88,61.07,53.88,61.07
"2009-09-27","Sunderland","Wolves","H",1,0,"H",10,15,8,11,18,11,7,8,1,3,0,0,"Stadium of Light","Partly cloudy starting in the evening.","partly-cloudy-night",0.29,0,0,0,"",64.05,56.42,64.05,56.42,51.4,0.8,1024.68,7.35,16.16,254,0.42,3,6.22,52.43,64.05,52.43,64.05
"2009-09-28","Man City","West Ham","H",2,1,"H",20,12,12,8,18,14,11,5,1,1,0,0,"City of Manchester Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.32,0,0,0,"",62.36,56.19,62.36,56.19,54.28,0.86,1025.64,5.15,13.19,279,0.76,2,5.82,56.72,62.36,56.72,62.36
"2009-10-03","Bolton","Tottenham","D",1,1,"D",12,17,9,9,15,16,5,6,2,1,0,0,"University of Bolton Stadium","Partly cloudy throughout the day.","partly-cloudy-day",0.47,0,6e-04,0,"",58.28,46.47,58.28,44.08,48.38,0.78,1004.85,10.62,31.33,262,0.5,2,6.1,51.62,58.28,51.62,58.28
"2009-10-03","Burnley","Birmingham","H",0,0,"D",15,10,13,6,17,11,8,4,0,3,0,0,"Turf Moor","Partly cloudy until evening.","partly-cloudy-day",0.47,7e-04,0.0168,0.42,"rain",57.1,45.05,57.1,44.46,47.77,0.78,1001.59,12.97,33.68,261,0.55,2,6.12,50.24,57.1,50.24,57.1
"2009-10-03","Hull","Wigan","H",0,0,"D",11,13,6,5,14,8,4,2,0,2,0,0,"KCOM Stadium","Mostly cloudy until evening and windy until afternoon.","wind",0.47,3e-04,0.0027,0.36,"rain",61.24,47.29,61.24,42.95,48.6,0.71,1001.3,17.27,44.86,251,0.67,2,6.05,53.12,61.24,53.12,61.24
"2009-10-03","Man United","Sunderland","D",0,1,"A",17,4,9,3,11,15,14,1,2,3,0,1,"Old Trafford","Mostly cloudy until evening.","partly-cloudy-day",0.47,1e-04,0.0016,0.13,"rain",59.27,46.25,59.27,44.77,47.91,0.75,1004.53,10.2,26.25,264,0.57,2,6.17,52.08,59.27,52.08,59.27
"2009-10-03","Wolves","Portsmouth","A",0,1,"A",11,12,5,8,8,12,8,6,1,2,0,0,"Molineux Stadium","Mostly cloudy until evening.","partly-cloudy-day",0.47,0,3e-04,0,"",58.92,44.59,58.92,43.47,48.28,0.77,1007.07,8.24,21.74,251,0.6,2,6.2,50.2,58.92,50.2,58.92
"2009-10-04","Arsenal","Blackburn","H",3,2,"H",24,7,18,7,9,10,8,1,1,1,0,0,"Emirates Stadium","Partly cloudy throughout the day.","partly-cloudy-day",0.49,0,0,0,"",60.75,53.3,60.75,53.3,44.62,0.68,1012.06,5.78,9.58,264,0.54,3,6.2,49.99,60.75,47.53,60.75
"2009-10-04","Chelsea","Liverpool","H",0,0,"D",12,12,8,3,14,17,5,8,1,1,0,0,"Stamford Bridge","Partly cloudy throughout the day.","partly-cloudy-day",0.49,1e-04,0.0026,0.05,"rain",61.18,53.42,61.18,53.42,45.15,0.68,1012.08,5.35,9.01,263,0.55,3,6.2,50.03,61.18,50.03,61.18
"2009-10-04","Everton","Stoke","D",0,0,"D",24,8,17,6,5,15,11,4,1,3,0,0,"Goodison Park","Partly cloudy until afternoon.","partly-cloudy-day",0.49,0,0,0,"",56.33,40.69,56.33,40.69,43.15,0.73,1010.4,5.29,10.44,279,0.32,2,6.22,46.53,56.33,45.35,56.33
"2009-10-04","West Ham","Fulham","D",1,0,"H",20,10,10,6,12,9,8,4,3,2,0,1,"Upton Park","Mostly cloudy starting in the afternoon.","partly-cloudy-night",0.49,0,0,0,"",61.15,53.72,61.15,53.72,44.57,0.67,1011.98,5.69,9.82,264,0.48,3,6.2,50.74,61.15,50.74,61.15
"2009-10-05","Aston Villa","Man City","D",1,0,"H",12,9,6,7,10,8,6,6,1,2,0,0,"Villa Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.54,0,0,0,"",59.12,53.31,59.12,53.31,44.53,0.76,1010.42,1.11,6.87,87,0.78,2,6.22,45.4,59.12,45.4,59.12
"2009-10-17","Arsenal","Birmingham","H",2,1,"H",20,3,12,2,8,16,7,3,1,2,0,0,"Emirates Stadium","Mostly cloudy until evening.","partly-cloudy-day",0.97,0,0,0,"",54.16,38.49,54.16,38.49,39.94,0.7,1030.38,5.45,8.66,348,0.65,2,6.2,44.35,54.16,43.32,54.16
"2009-10-17","Aston Villa","Chelsea","H",1,1,"D",7,21,5,13,19,13,6,9,2,1,0,0,"Villa Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.97,0,0,0,"",53.06,41.57,53.06,41.57,39.39,0.72,1031.81,3.24,12.38,358,0.87,2,6.22,43.69,53.06,41.43,53.06
"2009-10-17","Everton","Wolves","D",0,0,"D",13,12,5,6,6,15,6,5,1,3,0,1,"Goodison Park","Partly cloudy throughout the day.","partly-cloudy-day",0.97,0,0,0,"",54.68,39.75,54.68,39.75,39.88,0.75,1032.64,0.82,4.99,331,0.44,2,6.22,42.84,54.68,42.84,54.68
"2009-10-17","Man United","Bolton","H",2,0,"H",13,15,7,7,15,8,13,1,0,1,0,0,"Old Trafford","Mostly cloudy throughout the day.","partly-cloudy-day",0.97,0,0,0,"",54.43,40.17,54.43,40.17,39.97,0.73,1032.31,1.11,6.21,342,0.67,2,6.22,43.12,54.43,43.12,54.43
"2009-10-17","Portsmouth","Tottenham","A",0,2,"A",23,9,13,4,14,13,10,9,3,3,1,1,"Fratton Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.97,0,0,0,"",54.73,35.93,54.73,35.93,40.18,0.74,1030.6,4.34,13.54,4,0.53,2,6.22,44.23,54.73,41.65,54.73
"2009-10-17","Stoke","West Ham","H",1,1,"D",11,12,4,11,16,13,5,6,3,3,0,0,"bet365 Stadium","Mostly cloudy throughout the day.","partly-cloudy-day",0.97,0,0,0,"",52.61,40.64,52.61,40.64,39.5,0.77,1032.4,1.83,7.65,349,0.68,2,6.22,40.59,52.61,40.59,52.61
"2009-10-17","Sunderland","Liverpool","H",1,0,"H",13,15,7,6,20,17,1,7,2,1,0,0,"Stadium of Light","Mostly cloudy until evening.","partly-cloudy-day",0.97,0,0,0,"",52.94,36.24,52.94,36.24,42.42,0.81,1031.76,2.72,9.63,328,0.55,1,6.22,41.33,52.94,41.33,52.94
"2009-10-18","Blackburn","Burnley","H",3,1,"H",12,9,6,5,18,14,3,2,3,3,0,0,"Ewood Park","Mostly cloudy throughout the day.","partly-cloudy-day",0.02,0,0,0,"",49.63,47.77,49.45,45.73,41.18,0.88,1022.65,2.35,10.66,180,0.61,2,5.57,38.83,49.66,38.83,49.45
