"daily.time","daily.summary","daily.icon","daily.sunriseTime","daily.sunsetTime","daily.moonPhase","daily.precipIntensity","daily.precipIntensityMax","daily.precipProbability","daily.temperatureHigh","daily.temperatureHighTime","daily.temperatureLow","daily.temperatureLowTime","daily.apparentTemperatureHigh","daily.apparentTemperatureHighTime","daily.apparentTemperatureLow","daily.apparentTemperatureLowTime","daily.dewPoint","daily.humidity","daily.pressure","daily.windSpeed","daily.windGust","daily.windGustTime","daily.windBearing","daily.cloudCover","daily.uvIndex","daily.uvIndexTime","daily.visibility","daily.temperatureMin","daily.temperatureMinTime","daily.temperatureMax","daily.temperatureMaxTime","daily.apparentTemperatureMin","daily.apparentTemperatureMinTime","daily.apparentTemperatureMax","daily.apparentTemperatureMaxTime","id","location","home.team","latitude","longitude","daily.precipIntensityMaxTime","daily.precipType","daily.precipAccumulation"
2016-12-31,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-12-31 08:28:50,2016-12-31 16:03:38,0.07,0,0,0,49.64,1483192800,40.64,1483257600,48.64,1483185600,35.77,1483257600,43.92,0.87,1027.07,3.9,12.26,1483225200,229,0.75,0,1483142400,6.21,43.5,2016-12-31 08:00:00,49.64,2016-12-31 14:00:00,43.5,2016-12-31 08:00:00,48.64,2016-12-31 12:00:00,"1617-11","Liverpool","Liverpool",53.43083333,-2.96083333,,,
2016-12-27,"Partly cloudy until evening.","partly-cloudy-day",2016-12-27 08:28:52,2016-12-27 15:59:51,0.94,0,0,0,42.13,1482847200,30.51,1482901200,42.13,1482847200,27.1,1482912000,34.79,0.89,1042.31,1.58,6.4,1482796800,206,0.29,0,1482796800,6.22,32.41,2016-12-27 23:00:00,42.13,2016-12-27 14:00:00,32.41,2016-12-27 23:00:00,42.13,2016-12-27 14:00:00,"1617-12","Liverpool","Liverpool",53.43083333,-2.96083333,,,
2016-12-11,"Partly cloudy throughout the day.","partly-cloudy-day",2016-12-11 08:19:26,2016-12-11 15:54:06,0.41,0,0,0,48.63,1481457600,36.72,1481518800,47.88,1481472000,33.24,1481529600,43.92,0.91,1022.79,4.18,9.36,1481439600,260,0.43,0,1481414400,6.22,41.11,2016-12-11 23:00:00,48.63,2016-12-11 12:00:00,41.11,2016-12-11 23:00:00,47.88,2016-12-11 16:00:00,"1617-13","Liverpool","Liverpool",53.43083333,-2.96083333,,,
2016-11-26,"Foggy in the morning.","fog",2016-11-26 07:59:00,2016-11-26 16:02:37,0.91,0,0,0,38.7,1480172400,32.92,1480190400,38.7,1480172400,32.92,1480190400,30.45,0.95,1023.69,0.32,2.01,1480168800,114,0.49,1,1480161600,3.07,26.43,2016-11-26 08:00:00,38.7,2016-11-26 15:00:00,26.43,2016-11-26 08:00:00,38.7,2016-11-26 15:00:00,"1617-14","Liverpool","Liverpool",53.43083333,-2.96083333,,,
2016-11-06,"Partly cloudy throughout the day.","partly-cloudy-day",2016-11-06 07:22:39,2016-11-06 16:30:55,0.21,0,0,0,45.22,1478437200,37.29,1478498400,41.23,1478437200,34.55,1478491200,35.08,0.77,1010.65,6.76,14.76,1478430000,347,0.33,1,1478426400,6.2,39.15,2016-11-06 23:00:00,45.22,2016-11-06 13:00:00,34.95,2016-11-06 04:00:00,41.23,2016-11-06 13:00:00,"1617-15","Liverpool","Liverpool",53.43083333,-2.96083333,,,
2016-10-22,"Partly cloudy until evening.","partly-cloudy-day",2016-10-22 07:53:53,2016-10-22 18:00:50,0.73,0,0,0,54.63,1477144800,39.78,1477184400,54.63,1477144800,39.78,1477184400,41.7,0.86,1018.85,2.14,8.69,1477134000,60,0.27,2,1477137600,6.08,37.89,2016-10-22 06:00:00,54.63,2016-10-22 15:00:00,37.89,2016-10-22 06:00:00,54.63,2016-10-22 15:00:00,"1617-16","Liverpool","Liverpool",53.43083333,-2.96083333,,,
2016-10-17,"Partly cloudy until evening.","partly-cloudy-day",2016-10-17 07:44:31,2016-10-17 18:11:52,0.55,4e-04,0.0044,0.57,59.01,1476709200,47.59,1476774000,59.01,1476709200,43.12,1476774000,48.73,0.84,1012.91,5.52,12.01,1476705600,200,0.34,2,1476702000,6.2,50.02,2016-10-17 23:00:00,59.01,2016-10-17 14:00:00,50.02,2016-10-17 23:00:00,59.01,2016-10-17 14:00:00,"1617-17","Liverpool","Liverpool",53.43083333,-2.96083333,2016-10-17 08:00:00,"rain",
2016-09-24,"Rain overnight.","rain",2016-09-24 07:03:17,2016-09-24 19:06:38,0.78,0,0,0,66.79,1474729200,55.7,1474786800,66.79,1474729200,55.7,1474786800,53.73,0.79,1010.81,8.49,17.72,1474729200,161,0.48,3,1474714800,6.32,53.42,2016-09-24 03:00:00,66.79,2016-09-24 16:00:00,53.42,2016-09-24 03:00:00,66.79,2016-09-24 16:00:00,"1617-18","Liverpool","Liverpool",53.43083333,-2.96083333,,,
2016-09-10,"Partly cloudy until afternoon.","partly-cloudy-day",2016-09-10 06:39:06,2016-09-10 19:41:05,0.28,0.003,0.0426,1,63.26,1473523200,50.37,1473573600,63.26,1473523200,50.37,1473573600,52.14,0.8,1011.29,2.64,8.45,1473462000,287,0.44,4,1473508800,6,53.2,2016-09-10 07:00:00,63.26,2016-09-10 17:00:00,53.2,2016-09-10 07:00:00,63.26,2016-09-10 17:00:00,"1617-19","Liverpool","Liverpool",53.43083333,-2.96083333,2016-09-10 01:00:00,"rain",
2017-05-13,"Partly cloudy throughout the day.","partly-cloudy-day",2017-05-13 05:12:28,2017-05-13 20:52:44,0.58,0,4e-04,0,62.61,1494691200,51.2,1494741600,62.61,1494691200,51.2,1494741600,47.26,0.74,1005.21,4.96,13.35,1494637200,196,0.46,5,1494673200,6.22,51.47,2017-05-13 05:00:00,62.61,2017-05-13 17:00:00,51.47,2017-05-13 05:00:00,62.61,2017-05-13 17:00:00,"1617-20","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2017-05-13 14:00:00,,
2017-04-30,"Mostly cloudy overnight.","partly-cloudy-night",2017-04-30 05:35:44,2017-04-30 20:30:46,0.15,0,0,0,61.34,1493560800,48.29,1493614800,61.34,1493560800,47.55,1493614800,40.97,0.62,1002.49,8.49,19.5,1493560800,106,0.27,6,1493550000,6.16,47.23,2017-04-30 06:00:00,61.34,2017-04-30 15:00:00,43.01,2017-04-30 06:00:00,61.34,2017-04-30 15:00:00,"1617-21","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,,,
2017-04-26,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-04-26 05:43:44,2017-04-26 20:23:47,0.01,1e-04,0.0012,0.28,47.91,1493218800,33,1493269200,46.59,1493222400,33,1493269200,33.79,0.74,1019.15,3.67,11.78,1493211600,351,0.6,5,1493204400,6.21,35.95,2017-04-26 00:00:00,47.91,2017-04-26 16:00:00,33.52,2017-04-26 06:00:00,46.59,2017-04-26 17:00:00,"1617-22","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2017-04-26 03:00:00,"rain",
2017-04-17,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-04-17 06:02:52,2017-04-17 20:08:00,0.69,5e-04,0.0077,0.4,50.2,1492441200,36.5,1492491600,50.2,1492441200,35.48,1492488000,40.61,0.82,1023.42,1.98,10.57,1492383600,25,0.72,4,1492426800,5.94,41,2017-04-17 23:00:00,50.2,2017-04-17 16:00:00,41,2017-04-17 23:00:00,50.2,2017-04-17 16:00:00,"1617-23","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2017-04-17 05:00:00,"rain",
2017-04-08,"Clear throughout the day.","clear-day",2017-04-08 06:23:10,2017-04-08 19:52:13,0.41,0,0,0,67.65,1491663600,43.67,1491714000,67.65,1491663600,43.67,1491714000,41.7,0.7,1022.99,2.45,9.08,1491652800,181,0,5,1491649200,5.44,36.37,2017-04-08 07:00:00,67.65,2017-04-08 16:00:00,36.37,2017-04-08 07:00:00,67.65,2017-04-08 16:00:00,"1617-24","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,,,
2017-03-19,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-03-19 06:10:15,2017-03-19 18:17:22,0.72,0,0,0,58.08,1489928400,50.37,1489989600,58.08,1489928400,50.37,1489989600,48.72,0.82,1005.95,7.5,22.48,1489928400,237,0.73,3,1489921200,6.08,51.66,2017-03-19 04:00:00,58.08,2017-03-19 13:00:00,51.66,2017-03-19 04:00:00,58.08,2017-03-19 13:00:00,"1617-25","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,,,
2017-02-11,"Foggy until evening.","fog",2017-02-11 07:29:48,2017-02-11 17:11:08,0.52,0.0016,0.0073,0.77,35.8,1486839600,35.57,1486886400,31.93,1486836000,28.36,1486886400,32.51,0.92,1024.64,4.63,10.88,1486778400,9,0.82,1,1486807200,3.1,32.57,2017-02-11 08:00:00,36.3,2017-02-11 23:00:00,27.43,2017-02-11 04:00:00,32,2017-02-11 21:00:00,"1617-26","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2017-02-11 22:00:00,"rain",
2017-01-31,"Light rain overnight.","rain",2017-01-31 07:49:05,2017-01-31 16:50:04,0.12,0.0026,0.0145,0.85,46.59,1485889200,46.62,1485936000,43.44,1485889200,44.31,1485892800,42.9,0.97,1010.92,7.16,13.07,1485867600,135,0.92,1,1485860400,3.08,40.51,2017-01-31 03:00:00,48.47,2017-01-31 23:00:00,35.37,2017-01-31 03:00:00,45.51,2017-01-31 23:00:00,"1617-27","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2017-01-31 23:00:00,"rain",
2017-01-21,"Foggy in the morning.","fog",2017-01-21 08:03:02,2017-01-21 16:31:42,0.8,0,0,0,38.38,1485010800,27.89,1485064800,35.19,1485014400,27.89,1485064800,32.91,0.93,1028.52,3.45,10.37,1485007200,79,0.74,1,1484996400,3.94,31.09,2017-01-21 06:00:00,38.38,2017-01-21 15:00:00,29.97,2017-01-21 01:00:00,35.95,2017-01-21 21:00:00,"1617-28","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,,,
2017-01-02,"Partly cloudy overnight.","partly-cloudy-night",2017-01-02 08:16:55,2017-01-02 16:03:25,0.14,1e-04,8e-04,0.26,38.75,1483365600,29.94,1483405200,35.79,1483362000,29.94,1483405200,31.2,0.89,1029.67,2.54,8.12,1483369200,319,,0,1483315200,6.22,30.56,2017-01-02 23:00:00,38.75,2017-01-02 14:00:00,28.51,2017-01-02 08:00:00,35.79,2017-01-02 13:00:00,"1617-29","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2017-01-02 11:00:00,"snow",0
2016-12-17,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-12-17 08:13:00,2016-12-17 15:52:10,0.63,0,0,0,48.51,1481983200,40.3,1482048000,48.51,1481983200,40.3,1482048000,42.77,0.96,1037.04,0.7,3.8,1482012000,212,0.59,0,1481932800,3.91,41.41,2016-12-17 03:00:00,48.51,2016-12-17 14:00:00,41.41,2016-12-17 03:00:00,48.51,2016-12-17 14:00:00,"1617-30","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,,,
2016-12-14,"Partly cloudy in the morning.","partly-cloudy-night",2016-12-14 08:10:39,2016-12-14 15:51:41,0.52,1e-04,0.0017,0.28,53.78,1481720400,42.7,1481763600,53.78,1481720400,40.77,1481763600,45.97,0.89,1018.16,4.13,9.82,1481724000,159,0.51,0,1481673600,5.5,42.93,2016-12-14 22:00:00,53.78,2016-12-14 13:00:00,41.5,2016-12-14 23:00:00,53.78,2016-12-14 13:00:00,"1617-31","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2016-12-14 19:00:00,"rain",
2016-12-05,"Foggy starting in the evening.","fog",2016-12-05 08:00:58,2016-12-05 15:53:25,0.19,0,3e-04,0,39.57,1480946400,32.39,1480982400,39.57,1480946400,29.88,1481000400,32.14,0.93,1024.84,1.33,4.46,1480896000,72,0.12,0,1480896000,3.31,30.3,2016-12-05 08:00:00,39.57,2016-12-05 14:00:00,30.3,2016-12-05 08:00:00,39.57,2016-12-05 14:00:00,"1617-32","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2016-12-05 11:00:00,,
2016-11-20,"Rain in the morning.","rain",2016-11-20 07:38:06,2016-11-20 16:06:04,0.72,0.0154,0.0789,0.96,42.16,1479650400,37.66,1479675600,41.34,1479657600,34.79,1479700800,38.2,0.93,988.71,3.55,15.62,1479618000,4,0.85,1,1479639600,5.66,37.66,2016-11-20 21:00:00,42.16,2016-11-20 14:00:00,33.69,2016-11-20 02:00:00,41.34,2016-11-20 16:00:00,"1617-33","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2016-11-20 05:00:00,"rain",
2016-10-29,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-10-29 07:57:57,2016-10-29 17:41:32,0.96,0,0,0,57.94,1477746000,52.81,1477810800,57.94,1477746000,52.81,1477810800,53.16,0.9,1034.35,0.88,5.73,1477749600,191,0.86,1,1477735200,5.61,54.56,2016-10-29 08:00:00,57.94,2016-10-29 14:00:00,54.56,2016-10-29 08:00:00,57.94,2016-10-29 14:00:00,"1617-34","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,,,
2016-10-16,"Light rain in the morning.","rain",2016-10-16 07:34:15,2016-10-16 18:08:35,0.51,0.004,0.0514,0.81,60.77,1476626400,50.21,1476687600,60.77,1476626400,50.21,1476687600,48.12,0.86,1009.99,4.69,12.61,1476608400,158,0.43,2,1476615600,6.08,46.37,2016-10-16 05:00:00,60.77,2016-10-16 15:00:00,44.43,2016-10-16 05:00:00,60.77,2016-10-16 15:00:00,"1617-35","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2016-10-16 10:00:00,"rain",
2016-09-24,"Partly cloudy starting in the afternoon.","partly-cloudy-night",2016-09-24 06:56:18,2016-09-24 18:59:40,0.78,0,0,0,69.06,1474725600,55.26,1474783200,69.06,1474725600,55.26,1474783200,52.66,0.77,1014.79,6.19,17.41,1474722000,170,0.29,3,1474714800,6.22,50.98,2016-09-24 02:00:00,69.06,2016-09-24 15:00:00,50.98,2016-09-24 02:00:00,69.06,2016-09-24 15:00:00,"1617-36","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,,,
2016-09-10,"Rain until afternoon.","rain",2016-09-10 06:33:01,2016-09-10 19:33:13,0.28,0.0115,0.0649,1,58.54,1473523200,47.5,1473570000,58.54,1473523200,47.5,1473570000,56.39,0.91,1011.37,0.77,15.04,1473462000,223,0.69,3,1473501600,4.94,53.65,2016-09-10 23:00:00,64.93,2016-09-10 02:00:00,53.65,2016-09-10 23:00:00,64.96,2016-09-10 02:00:00,"1617-37","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,2016-09-10 07:00:00,"rain",
2016-08-13,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-08-13 05:46:15,2016-08-13 20:35:51,0.33,0,0,0,71.11,1471096800,58.6,1471150800,71.11,1471096800,58.6,1471150800,53.67,0.69,1021.6,3.75,13.18,1471096800,271,0.56,5,1471086000,6.22,60.67,2016-08-13 04:00:00,71.11,2016-08-13 15:00:00,60.67,2016-08-13 04:00:00,71.11,2016-08-13 15:00:00,"1617-38","Middlesbrough","Middlesbrough",52.57833333,-1.21694444,,,
2017-05-13,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-05-13 05:14:32,2017-05-13 20:58:19,0.58,3e-04,0.0033,0.75,60.71,1494694800,49.33,1494741600,60.71,1494694800,46.69,1494738000,47.81,0.77,1003.82,3.91,11.04,1494676800,189,0.63,5,1494676800,6.13,51.34,2017-05-13 06:00:00,60.71,2017-05-13 18:00:00,51.34,2017-05-13 06:00:00,60.71,2017-05-13 18:00:00,"1617-39","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2017-05-13 07:00:00,"rain",
2017-04-29,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-04-29 05:40:13,2017-04-29 20:34:10,0.11,0,0,0,54.72,1493470800,47.69,1493528400,54.72,1493470800,44.72,1493528400,40.35,0.73,1013.3,1.84,10.02,1493470800,157,0.82,5,1493467200,6.22,43.67,2017-04-29 06:00:00,54.72,2017-04-29 14:00:00,43.67,2017-04-29 06:00:00,54.72,2017-04-29 14:00:00,"1617-40","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2017-04-15,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-04-15 06:10:16,2017-04-15 20:09:11,0.63,0,0,0,52.77,1492268400,41.63,1492318800,52.77,1492268400,41.63,1492318800,39.57,0.76,1017.8,3.91,15.19,1492268400,283,0.69,4,1492254000,6.22,41.27,2017-04-15 07:00:00,52.77,2017-04-15 16:00:00,41.27,2017-04-15 07:00:00,52.77,2017-04-15 16:00:00,"1617-41","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2017-04-08,"Clear throughout the day.","clear-day",2017-04-08 06:26:21,2017-04-08 19:56:42,0.41,0,0,0,66.18,1491663600,46.12,1491717600,66.18,1491663600,46.12,1491717600,40.45,0.72,1022.55,1.26,8.87,1491649200,178,0.03,5,1491649200,5.03,33.99,2017-04-08 06:00:00,66.18,2017-04-08 16:00:00,33.99,2017-04-08 06:00:00,66.18,2017-04-08 16:00:00,"1617-42","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2017-03-18,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-03-18 06:16:28,2017-03-18 18:19:26,0.69,0.0032,0.0121,0.68,55.39,1489838400,50.6,1489903200,55.39,1489838400,50.6,1489903200,49.74,0.9,1007.05,5.27,14.54,1489795200,266,0.81,3,1489838400,5.76,50.55,2017-03-18 04:00:00,55.39,2017-03-18 12:00:00,50.55,2017-03-18 04:00:00,55.39,2017-03-18 12:00:00,"1617-43","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2017-03-18 14:00:00,"rain",
2017-03-04,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-03-04 06:49:36,2017-03-04 17:53:58,0.21,2e-04,0.0021,0.2,49.15,1488636000,39.47,1488697200,46.89,1488632400,37,1488697200,40.68,0.85,986.3,3.22,12.75,1488632400,174,0.66,2,1488625200,6.22,41.72,2017-03-04 08:00:00,49.15,2017-03-04 14:00:00,39.42,2017-03-04 23:00:00,46.89,2017-03-04 13:00:00,"1617-44","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2017-03-04 00:00:00,"rain",
2017-02-11,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-02-11 07:34:44,2017-02-11 17:13:52,0.52,4e-04,0.0028,0.4,36.79,1486818000,35.64,1486882800,36.79,1486818000,29.71,1486882800,32.71,0.9,1026,2.25,9.64,1486789200,2,0.89,1,1486807200,5.23,33.52,2017-02-11 01:00:00,36.96,2017-02-11 22:00:00,30.12,2017-02-11 04:00:00,36.96,2017-02-11 22:00:00,"1617-45","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2017-02-11 12:00:00,"rain",
2017-02-01,"Light rain in the morning.","rain",2017-02-01 07:52:44,2017-02-01 16:54:23,0.15,0.0045,0.0191,0.98,49.88,1485961200,47.42,1485990000,48.14,1485954000,45.41,1485993600,45.95,0.94,1003.48,3.28,13.71,1485979200,159,0.7,1,1485946800,5.38,45.81,2017-02-01 07:00:00,49.88,2017-02-01 15:00:00,45.6,2017-02-01 21:00:00,48.14,2017-02-01 13:00:00,"1617-46","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2017-02-01 03:00:00,"rain",
2017-01-21,"Mostly cloudy throughout the day.","partly-cloudy-night",2017-01-21 08:08:37,2017-01-21 16:33:47,0.8,0,0,0,37.58,1485010800,30.66,1485068400,37.58,1485010800,30.66,1485068400,32.31,0.91,1028.67,2.17,8.95,1485000000,106,0.58,1,1485000000,4.43,30.12,2017-01-21 06:00:00,37.58,2017-01-21 15:00:00,27.02,2017-01-21 08:00:00,37.58,2017-01-21 15:00:00,"1617-47","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2017-01-03,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-01-03 08:22:39,2017-01-03 16:06:15,0.17,0,0,0,42.13,1483448400,41.84,1483473600,40.22,1483448400,38.34,1483473600,36.47,0.91,1026.82,3.57,12.27,1483462800,276,0.82,0,1483401600,6.22,30.9,2017-01-03 00:00:00,42.72,2017-01-03 23:00:00,30.9,2017-01-03 00:00:00,40.22,2017-01-03 13:00:00,"1617-48","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2016-12-17,"Foggy in the evening.","fog",2016-12-17 08:19:04,2016-12-17 15:53:45,0.63,0,0,0,46.27,1481983200,36.39,1482037200,46.27,1481983200,36.39,1482037200,41.31,0.94,1037,0.25,1.91,1482008400,219,0.78,0,1481932800,2.75,37.71,2016-12-17 23:00:00,46.27,2016-12-17 14:00:00,37.71,2016-12-17 23:00:00,46.27,2016-12-17 14:00:00,"1617-49","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2016-12-14,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-12-14 08:16:43,2016-12-14 15:53:18,0.52,0,0,0,52.41,1481724000,43.33,1481749200,52.41,1481724000,43.33,1481749200,45.45,0.88,1017.36,2.66,9.1,1481684400,157,0.6,0,1481673600,5.95,43.33,2016-12-14 21:00:00,52.41,2016-12-14 14:00:00,43.33,2016-12-14 21:00:00,52.41,2016-12-14 14:00:00,"1617-50","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
