"daily.time","daily.summary","daily.icon","daily.sunriseTime","daily.sunsetTime","daily.moonPhase","daily.precipIntensity","daily.precipIntensityMax","daily.precipIntensityMaxTime","daily.precipProbability","daily.temperatureHigh","daily.temperatureHighTime","daily.temperatureLow","daily.temperatureLowTime","daily.apparentTemperatureHigh","daily.apparentTemperatureHighTime","daily.apparentTemperatureLow","daily.apparentTemperatureLowTime","daily.dewPoint","daily.humidity","daily.pressure","daily.windSpeed","daily.windGust","daily.windGustTime","daily.windBearing","daily.cloudCover","daily.uvIndex","daily.uvIndexTime","daily.visibility","daily.temperatureMin","daily.temperatureMinTime","daily.temperatureMax","daily.temperatureMaxTime","daily.apparentTemperatureMin","daily.apparentTemperatureMinTime","daily.apparentTemperatureMax","daily.apparentTemperatureMaxTime","id","location","home.team","latitude","longitude","daily.precipType","daily.precipAccumulation"
2018-02-05,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-02-05 07:35:04,2018-02-05 16:58:44,0.68,0,0,,0,39.14,1517839200,32.8,1517904000,34.86,1517846400,32.27,1517860800,30.55,0.82,1026.4,4.15,10.76,1517839200,41,0.67,1,1517824800,6.22,32.28,2018-02-05 08:00:00,39.14,2018-02-05 14:00:00,28.37,2018-02-05 07:00:00,34.86,2018-02-05 16:00:00,"1718-349","Watford","Watford",51.65,-0.40166667,,
2018-01-13,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-01-13 08:03:48,2018-01-13 16:18:58,0.89,0,0,,0,44.84,1515848400,38.94,1515909600,42.07,1515844800,37.16,1515895200,37.87,0.85,1020.02,4.35,10.13,1515844800,133,0.92,1,1515844800,6,40.11,2018-01-13 23:00:00,44.84,2018-01-13 13:00:00,37.5,2018-01-13 21:00:00,42.07,2018-01-13 12:00:00,"1718-350","Watford","Watford",51.65,-0.40166667,,
2017-12-30,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-12-30 08:09:16,2017-12-30 16:01:33,0.4,0.0043,0.0249,2017-12-30 02:00:00,0.85,56.01,1514642400,48.09,1514674800,56.01,1514642400,46.33,1514674800,45.96,0.84,996.44,6.52,23.39,1514617200,243,0.65,1,1514635200,5.53,41.09,2017-12-30 01:00:00,56.01,2017-12-30 14:00:00,38.39,2017-12-30 01:00:00,56.01,2017-12-30 14:00:00,"1718-351","Watford","Watford",51.65,-0.40166667,"rain",
2017-12-26,"Rain starting in the evening.","rain",2017-12-26 08:08:51,2017-12-26 15:58:11,0.26,0.0158,0.0785,2017-12-26 20:00:00,0.91,44.39,1514300400,34.97,1514361600,42.92,1514300400,27.98,1514361600,38.53,0.9,993.52,3.81,12.35,1514257200,215,0.57,0,1514246400,5.93,37.42,2017-12-26 08:00:00,44.69,2017-12-26 23:00:00,33.02,2017-12-26 09:00:00,43.13,2017-12-26 23:00:00,"1718-352","Watford","Watford",51.65,-0.40166667,"rain",
2017-12-16,"Mostly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-night",2017-12-16 08:03:58,2017-12-16 15:53:30,0.95,4e-04,0.0054,2017-12-16 17:00:00,0.34,40.03,1513436400,31.3,1513479600,40.01,1513440000,31.3,1513479600,32.84,0.88,1017.86,2.65,8.46,1513382400,298,0.31,0,1513382400,6.22,31.17,2017-12-16 06:00:00,40.03,2017-12-16 15:00:00,31.17,2017-12-16 06:00:00,40.01,2017-12-16 16:00:00,"1718-353","Watford","Watford",51.65,-0.40166667,"rain",
2017-12-02,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-12-02 07:48:55,2017-12-02 15:56:21,0.45,0,0,,0,42.23,1512223200,42.03,1512244800,42.09,1512219600,41.92,1512266400,36.06,0.87,1027.04,1.37,4.77,1512172800,274,0.75,1,1512212400,5.06,36.3,2017-12-02 07:00:00,43.16,2017-12-02 23:00:00,36.3,2017-12-02 07:00:00,43.16,2017-12-02 23:00:00,"1718-354","Watford","Watford",51.65,-0.40166667,,
2017-11-28,"Partly cloudy throughout the day.","partly-cloudy-day",2017-11-28 07:43:14,2017-11-28 15:59:06,0.31,2e-04,0.0027,2017-11-28 08:00:00,0.25,43.18,1511874000,34.53,1511938800,40.95,1511884800,30.65,1511938800,34.94,0.84,1008.75,2.81,9.81,1511874000,303,0.48,1,1511866800,6.21,36.76,2017-11-28 23:00:00,43.18,2017-11-28 13:00:00,34.02,2017-11-28 23:00:00,40.95,2017-11-28 16:00:00,"1718-355","Watford","Watford",51.65,-0.40166667,"rain",
2017-11-19,"Partly cloudy throughout the day.","partly-cloudy-night",2017-11-19 07:28:57,2017-11-19 16:08:05,0.04,0,0,,0,45.62,1511100000,38.53,1511125200,45.62,1511100000,38.53,1511125200,36.32,0.85,1023.44,1.37,5.41,1511100000,287,0.38,1,1511089200,6.21,35.88,2017-11-19 08:00:00,45.62,2017-11-19 14:00:00,35.88,2017-11-19 08:00:00,45.62,2017-11-19 14:00:00,"1718-356","Watford","Watford",51.65,-0.40166667,,
2017-10-28,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",2017-10-28 07:50:06,2017-10-28 17:43:00,0.27,1e-04,7e-04,2017-10-28 09:00:00,0.17,60.28,1509202800,54.66,1509224400,60.28,1509202800,54.66,1509224400,46.37,0.88,1026.88,3.8,12.74,1509206400,270,0.22,2,1509192000,5.8,40.9,2017-10-28 06:00:00,60.28,2017-10-28 16:00:00,40.9,2017-10-28 06:00:00,60.28,2017-10-28 16:00:00,"1718-357","Watford","Watford",51.65,-0.40166667,"rain",
2017-10-14,"Mostly cloudy until evening.","partly-cloudy-day",2017-10-14 07:25:39,2017-10-14 18:11:38,0.82,0,0,,0,66.86,1507986000,53.61,1508047200,66.86,1507986000,53.61,1508047200,57.62,0.86,1023.69,3.63,9.37,1507939200,218,0.75,2,1507978800,6.14,56.19,2017-10-14 23:00:00,66.86,2017-10-14 14:00:00,56.19,2017-10-14 23:00:00,66.86,2017-10-14 14:00:00,"1718-358","Watford","Watford",51.65,-0.40166667,,
2017-09-16,"Partly cloudy throughout the day.","partly-cloudy-day",2017-09-16 06:39:51,2017-09-16 19:15:39,0.87,0.0015,0.0107,2017-09-16 18:00:00,0.44,58.18,1505570400,47.5,1505613600,58.18,1505570400,47.5,1505613600,47.77,0.89,1011.95,1.42,7.54,1505570400,330,0.46,3,1505556000,5.89,45.26,2017-09-16 07:00:00,58.18,2017-09-16 15:00:00,45.26,2017-09-16 07:00:00,58.18,2017-09-16 15:00:00,"1718-359","Watford","Watford",51.65,-0.40166667,"rain",
2017-08-26,"Partly cloudy until evening.","partly-cloudy-day",2017-08-26 06:06:21,2017-08-26 20:03:22,0.16,0,0,,0,75.31,1503759600,58.97,1503795600,75.31,1503759600,58.97,1503795600,56.04,0.74,1016.28,0.63,6.1,1503752400,313,0.42,5,1503745200,6.22,55.81,2017-08-26 03:00:00,75.31,2017-08-26 16:00:00,55.81,2017-08-26 03:00:00,75.31,2017-08-26 16:00:00,"1718-360","Watford","Watford",51.65,-0.40166667,,
2017-08-12,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-08-12 05:43:50,2017-08-12 20:32:09,0.66,0,3e-04,2017-08-12 08:00:00,0,69.98,1502557200,51.67,1502600400,69.98,1502557200,51.67,1502600400,56.06,0.74,1015.7,3.91,11.51,1502535600,274,0.72,5,1502539200,6.22,61.27,2017-08-12 06:00:00,69.98,2017-08-12 18:00:00,61.46,2017-08-12 06:00:00,69.98,2017-08-12 18:00:00,"1718-361","Watford","Watford",51.65,-0.40166667,,
2018-05-13,"Partly cloudy until evening.","partly-cloudy-day",2018-05-13 05:13:18,2018-05-13 20:44:24,0.92,0,7e-04,2018-05-13 00:00:00,0,63.25,1526227200,46.53,1526274000,63.25,1526227200,46.53,1526274000,45.61,0.74,1014.8,1.3,7.22,1526227200,302,0.43,7,1526209200,5.56,46.52,2018-05-13 05:00:00,63.25,2018-05-13 17:00:00,46.52,2018-05-13 05:00:00,63.25,2018-05-13 17:00:00,"1718-362","London","Tottenham",51.55583333,-0.27972222,,
2018-05-09,"Partly cloudy throughout the day.","partly-cloudy-day",2018-05-09 05:19:41,2018-05-09 20:38:05,0.79,0,0,,0,68.92,1525874400,49.29,1525932000,68.92,1525874400,47.19,1525932000,46.97,0.69,1009.18,2.61,9.78,1525888800,250,0.24,6,1525867200,6.17,46.67,2018-05-09 06:00:00,68.92,2018-05-09 15:00:00,46.67,2018-05-09 06:00:00,68.92,2018-05-09 15:00:00,"1718-363","London","Tottenham",51.55583333,-0.27972222,,
2018-04-30,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-04-30 05:35:40,2018-04-30 20:23:22,0.52,0.006,0.0174,2018-04-30 11:00:00,0.56,48.17,1525104000,36.08,1525150800,45.63,1525111200,36.08,1525150800,37.21,0.77,1006.36,6.85,22.18,1525068000,356,0.7,4,1525082400,6.16,41.51,2018-04-30 06:00:00,48.17,2018-04-30 17:00:00,35.96,2018-04-30 07:00:00,45.87,2018-04-30 21:00:00,"1718-364","London","Tottenham",51.55583333,-0.27972222,"rain",
2018-04-14,"Mostly cloudy until evening.","partly-cloudy-day",2018-04-14 06:08:19,2018-04-14 19:56:34,0.94,0,0,,0,65.21,1523718000,48.22,1523768400,65.21,1523718000,48.22,1523768400,46.43,0.76,1015.85,1.67,8.08,1523728800,147,0.5,5,1523703600,4.46,46.04,2018-04-14 07:00:00,65.21,2018-04-14 16:00:00,46.04,2018-04-14 07:00:00,65.21,2018-04-14 16:00:00,"1718-365","London","Tottenham",51.55583333,-0.27972222,,
2018-03-03,"Foggy throughout the day.","fog",2018-03-03 06:43:14,2018-03-03 17:45:43,0.56,0.0041,0.016,2018-03-03 12:00:00,0.68,37.91,1520085600,37.21,1520107200,33.1,1520085600,32.41,1520107200,33.83,0.93,992.16,5.28,12.86,1520092800,86,0.9,2,1520074800,1.22,32.14,2018-03-03 00:00:00,38.44,2018-03-03 22:00:00,27.01,2018-03-03 00:00:00,35.57,2018-03-03 23:00:00,"1718-366","London","Tottenham",51.55583333,-0.27972222,"rain",
2018-02-10,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-02-10 07:25:38,2018-02-10 17:07:45,0.84,0.0033,0.0145,2018-02-10 15:00:00,0.74,46.25,1518289200,38.89,1518336000,42.15,1518289200,33.56,1518336000,36.3,0.89,1011.26,5.16,17.26,1518274800,209,0.56,1,1518256800,5.31,29.22,2018-02-10 05:00:00,49.04,2018-02-10 23:00:00,29.22,2018-02-10 05:00:00,45.37,2018-02-10 23:00:00,"1718-367","London","Tottenham",51.55583333,-0.27972222,"rain",
2018-01-31,"Mostly cloudy until afternoon.","partly-cloudy-day",2018-01-31 07:42:12,2018-01-31 16:49:22,0.5,0.002,0.0139,2018-01-31 12:00:00,0.68,47.09,1517382000,36.62,1517446800,43.05,1517389200,32.28,1517446800,38.63,0.82,1005.42,7.32,18.7,1517392800,251,0.48,1,1517396400,6.09,36.73,2018-01-31 23:00:00,49.65,2018-01-31 01:00:00,32.31,2018-01-31 23:00:00,46.1,2018-01-31 00:00:00,"1718-368","London","Tottenham",51.55583333,-0.27972222,"rain",
2018-01-13,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-01-13 08:02:53,2018-01-13 16:18:54,0.89,0,0,,0,45,1515848400,39.26,1515909600,42.36,1515844800,37.84,1515895200,37.83,0.84,1020.14,4.22,10.42,1515844800,133,0.92,1,1515844800,5.96,40.36,2018-01-13 23:00:00,45,2018-01-13 13:00:00,38.21,2018-01-13 23:00:00,42.36,2018-01-13 12:00:00,"1718-369","London","Tottenham",51.55583333,-0.27972222,,
2018-01-04,"Rain in the morning.","rain",2018-01-04 08:07:35,2018-01-04 16:06:50,0.59,0.0084,0.0543,2018-01-04 06:00:00,0.72,53.56,1515070800,42.02,1515114000,53.56,1515070800,40.13,1515121200,41.51,0.83,994.63,5.76,26.27,1515078000,250,0.54,1,1515067200,5.52,43.39,2018-01-04 06:00:00,53.56,2018-01-04 13:00:00,40.67,2018-01-04 19:00:00,53.56,2018-01-04 13:00:00,"1718-370","London","Tottenham",51.55583333,-0.27972222,"rain",
2017-12-26,"Rain starting in the evening.","rain",2017-12-26 08:07:53,2017-12-26 15:58:10,0.26,0.0151,0.072,2017-12-26 21:00:00,0.88,45.08,1514296800,35.46,1514361600,43.45,1514300400,28.64,1514361600,38.66,0.88,993.63,3.98,12.83,1514257200,216,0.55,0,1514246400,5.93,37.76,2017-12-26 08:00:00,45.18,2017-12-26 23:00:00,33.27,2017-12-26 08:00:00,43.54,2017-12-26 23:00:00,"1718-371","London","Tottenham",51.55583333,-0.27972222,"rain",
2017-12-13,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-12-13 08:00:31,2017-12-13 15:53:10,0.85,0.0107,0.0328,2017-12-13 16:00:00,0.84,47.63,1513177200,37.41,1513213200,44.15,1513177200,31.38,1513213200,40.35,0.91,996.56,5.15,18.07,1513180800,241,0.64,0,1513123200,5.74,38.28,2017-12-13 22:00:00,47.63,2017-12-13 15:00:00,32.12,2017-12-13 23:00:00,44.15,2017-12-13 15:00:00,"1718-372","London","Tottenham",51.55583333,-0.27972222,"rain",
2017-12-09,"Partly cloudy starting in the afternoon.","partly-cloudy-night",2017-12-09 07:56:32,2017-12-09 15:53:32,0.72,0,0,,0,38.5,1512824400,32.33,1512860400,37.29,1512831600,29.3,1512892800,28.86,0.83,1015.05,3,8.51,1512777600,264,0.22,1,1512820800,6.22,29.82,2017-12-09 08:00:00,38.5,2017-12-09 13:00:00,26.24,2017-12-09 05:00:00,37.29,2017-12-09 15:00:00,"1718-373","London","Tottenham",51.55583333,-0.27972222,,
2017-11-25,"Partly cloudy in the morning.","partly-cloudy-night",2017-11-25 07:37:47,2017-11-25 16:01:36,0.22,1e-04,8e-04,2017-11-25 11:00:00,0.14,44.12,1511618400,35.4,1511683200,40.18,1511618400,31.79,1511676000,32.1,0.83,1016.45,3.4,13.49,1511614800,274,0.25,1,1511607600,5.94,30.58,2017-11-25 02:00:00,44.12,2017-11-25 14:00:00,30.58,2017-11-25 02:00:00,40.18,2017-11-25 14:00:00,"1718-374","London","Tottenham",51.55583333,-0.27972222,"rain",
2017-11-05,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2017-11-05 07:03:42,2017-11-05 16:28:18,0.55,0,4e-04,2017-11-05 03:00:00,0,49.4,1509890400,31.97,1509951600,47.47,1509890400,31.97,1509951600,38.21,0.83,1014.74,3.3,10.91,1509894000,290,0.25,1,1509876000,6.19,37.93,2017-11-05 07:00:00,49.4,2017-11-05 14:00:00,35.39,2017-11-05 07:00:00,47.47,2017-11-05 14:00:00,"1718-375","London","Tottenham",51.55583333,-0.27972222,,
2017-10-22,"Partly cloudy starting in the afternoon.","partly-cloudy-night",2017-10-22 07:38:49,2017-10-22 17:54:31,0.09,0,0,,0,56,1508680800,49.77,1508706000,56,1508680800,48.64,1508706000,44.21,0.75,1012.39,6.46,18.09,1508680800,269,0.5,2,1508670000,6.22,48.73,2017-10-22 08:00:00,56,2017-10-22 15:00:00,45.67,2017-10-22 08:00:00,56,2017-10-22 15:00:00,"1718-376","London","Tottenham",51.55583333,-0.27972222,,
2017-10-14,"Foggy overnight.","fog",2017-10-14 07:25:02,2017-10-14 18:11:17,0.82,0,0,,0,67.06,1507982400,53.32,1508040000,67.06,1507982400,53.32,1508040000,57.68,0.85,1023.78,3.61,9.3,1507939200,217,0.78,2,1507978800,6.05,56.4,2017-10-14 23:00:00,67.06,2017-10-14 13:00:00,56.4,2017-10-14 23:00:00,67.06,2017-10-14 13:00:00,"1718-377","London","Tottenham",51.55583333,-0.27972222,,
2017-09-16,"Partly cloudy throughout the day.","partly-cloudy-day",2017-09-16 06:39:25,2017-09-16 19:15:07,0.87,0.0012,0.0059,2017-09-16 19:00:00,0.42,58.4,1505570400,47.7,1505613600,58.4,1505570400,47.7,1505613600,47.86,0.87,1011.87,1.49,7.82,1505563200,324,0.43,4,1505563200,5.93,45.45,2017-09-16 07:00:00,58.4,2017-09-16 15:00:00,45.45,2017-09-16 07:00:00,58.4,2017-09-16 15:00:00,"1718-378","London","Tottenham",51.55583333,-0.27972222,"rain",
2017-08-27,"Partly cloudy in the morning.","partly-cloudy-day",2017-08-27 06:07:39,2017-08-27 20:00:31,0.19,0,0,,0,78.23,1503849600,57.19,1503896400,78.23,1503849600,57.19,1503896400,55.98,0.69,1018.3,0.89,6.42,1503835200,16,0.2,5,1503831600,6.21,59.16,2017-08-27 06:00:00,78.23,2017-08-27 17:00:00,59.16,2017-08-27 06:00:00,78.23,2017-08-27 17:00:00,"1718-379","London","Tottenham",51.55583333,-0.27972222,,
2017-08-20,"Light rain overnight.","rain",2017-08-20 05:56:26,2017-08-20 20:15:24,0.96,0.0037,0.0324,2017-08-20 23:00:00,0.78,69.22,1503237600,56.75,1503270000,69.22,1503237600,56.75,1503270000,51.11,0.76,1023.13,2.73,9.04,1503230400,243,0.33,5,1503234000,6.12,49.49,2017-08-20 06:00:00,69.22,2017-08-20 15:00:00,49.49,2017-08-20 06:00:00,69.22,2017-08-20 15:00:00,"1718-380","London","Tottenham",51.55583333,-0.27972222,"rain",
