"daily.time","daily.summary","daily.icon","daily.sunriseTime","daily.sunsetTime","daily.moonPhase","daily.precipIntensity","daily.precipIntensityMax","daily.precipIntensityMaxTime","daily.precipProbability","daily.temperatureHigh","daily.temperatureHighTime","daily.temperatureLow","daily.temperatureLowTime","daily.apparentTemperatureHigh","daily.apparentTemperatureHighTime","daily.apparentTemperatureLow","daily.apparentTemperatureLowTime","daily.dewPoint","daily.humidity","daily.pressure","daily.windSpeed","daily.windGust","daily.windGustTime","daily.windBearing","daily.cloudCover","daily.uvIndex","daily.uvIndexTime","daily.visibility","daily.temperatureMin","daily.temperatureMinTime","daily.temperatureMax","daily.temperatureMaxTime","daily.apparentTemperatureMin","daily.apparentTemperatureMinTime","daily.apparentTemperatureMax","daily.apparentTemperatureMaxTime","id","location","home.team","latitude","longitude","daily.precipType","daily.precipAccumulation"
2018-05-13,"Partly cloudy in the morning.","partly-cloudy-night",2018-05-13 05:16:09,2018-05-13 21:03:00,0.92,0,5e-04,2018-05-13 03:00:00,0,61.07,1526223600,39.84,1526270400,61.07,1526223600,39.84,1526270400,43.21,0.7,1015.51,3.85,10.44,1526212800,300,0.25,7,1526212800,6.22,45.58,2018-05-13 06:00:00,61.07,2018-05-13 16:00:00,45.58,2018-05-13 06:00:00,61.07,2018-05-13 16:00:00,"1718-01","Liverpool","Liverpool",53.43083333,-2.96083333,,
2018-04-28,"Partly cloudy throughout the day.","partly-cloudy-day",2018-04-28 05:44:29,2018-04-28 20:36:31,0.45,0.0012,0.0163,2018-04-28 20:00:00,0.38,52.96,1524927600,37.9,1524978000,52.96,1524927600,37.9,1524978000,38.92,0.78,1012.27,1.7,8.72,1524920400,30,0.51,5,1524920400,6.22,38.95,2018-04-28 05:00:00,52.96,2018-04-28 16:00:00,38.95,2018-04-28 05:00:00,52.96,2018-04-28 16:00:00,"1718-02","Liverpool","Liverpool",53.43083333,-2.96083333,"rain",
2018-04-14,"Mostly cloudy until afternoon.","partly-cloudy-day",2018-04-14 06:15:18,2018-04-14 20:11:01,0.94,0,0,,0,62.19,1523721600,47.88,1523764800,62.19,1523721600,45.91,1523764800,44.17,0.75,1014.51,3.02,9.26,1523725200,154,0.61,4,1523703600,5.57,46.22,2018-04-14 00:00:00,62.19,2018-04-14 17:00:00,45.32,2018-04-14 03:00:00,62.19,2018-04-14 17:00:00,"1718-03","Liverpool","Liverpool",53.43083333,-2.96083333,,
2018-03-17,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-03-17 06:22:38,2018-03-17 18:20:18,0.01,0,2e-04,2018-03-17 12:00:00,0,35.33,1521288000,29.16,1521345600,26.79,1521288000,18.14,1521349200,26.5,0.74,1012.39,10.85,24.03,1521298800,70,0.67,3,1521288000,6.09,29.51,2018-03-17 23:00:00,39.27,2018-03-17 00:00:00,19.94,2018-03-17 20:00:00,33.21,2018-03-17 00:00:00,"1718-04","Liverpool","Liverpool",53.43083333,-2.96083333,,
2018-03-03,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-03-03 06:56:08,2018-03-03 17:54:16,0.56,0,0,,0,35.65,1520089200,32.8,1520114400,29.84,1520089200,26.5,1520110800,26.95,0.79,994.36,7.52,17.71,1520035200,86,0.82,2,1520074800,4.39,30.55,2018-03-03 06:00:00,35.65,2018-03-03 15:00:00,22.61,2018-03-03 05:00:00,29.84,2018-03-03 15:00:00,"1718-05","Liverpool","Liverpool",53.43083333,-2.96083333,,
2018-02-24,"Mostly cloudy in the morning.","partly-cloudy-day",2018-02-24 07:12:08,2018-02-24 17:40:51,0.3,0,0,,0,43.25,1519484400,30.35,1519542000,38.37,1519484400,26.64,1519545600,25.81,0.66,1023.39,6.49,13.82,1519466400,113,0.4,2,1519473600,6.21,32.43,2018-02-24 08:00:00,43.25,2018-02-24 15:00:00,26.59,2018-02-24 01:00:00,38.37,2018-02-24 15:00:00,"1718-06","Liverpool","Liverpool",53.43083333,-2.96083333,,
2018-02-04,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",2018-02-04 07:52:40,2018-02-04 17:01:24,0.64,0,0,,0,41.51,1517752800,33.92,1517781600,39.26,1517763600,32.42,1517778000,32.67,0.86,1028.18,2.76,9.14,1517745600,18,0.5,1,1517742000,6.22,31.85,2018-02-04 08:00:00,41.51,2018-02-04 14:00:00,31.85,2018-02-04 08:00:00,39.26,2018-02-04 17:00:00,"1718-07","Liverpool","Liverpool",53.43083333,-2.96083333,,
2018-01-14,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-01-14 08:21:32,2018-01-14 16:22:27,0.92,6e-04,0.008,2018-01-14 23:00:00,0.96,41.5,1515938400,39.11,1515960000,36.13,1515938400,33.19,1515960000,35.49,0.84,1014.84,6.97,15.99,1515967200,153,0.74,0,1515888000,5.53,38.48,2018-01-14 06:00:00,41.5,2018-01-14 14:00:00,33.19,2018-01-14 20:00:00,37.44,2018-01-14 00:00:00,"1718-08","Liverpool","Liverpool",53.43083333,-2.96083333,"rain",
2017-12-30,"Light rain overnight.","rain",2017-12-30 08:28:56,2017-12-30 16:02:22,0.4,0.0075,0.092,2017-12-30 02:00:00,1,50.49,1514638800,44.95,1514678400,50.49,1514638800,40.48,1514678400,40.37,0.83,991.49,4.65,17.6,1514638800,231,0.54,0,1514592000,5.75,35.83,2017-12-30 03:00:00,50.49,2017-12-30 13:00:00,30.73,2017-12-30 03:00:00,50.49,2017-12-30 13:00:00,"1718-09","Liverpool","Liverpool",53.43083333,-2.96083333,"rain",
2017-12-26,"Partly cloudy until evening.","partly-cloudy-day",2017-12-26 08:28:40,2017-12-26 15:58:51,0.26,0.0015,0.021,2017-12-26 00:00:00,1,43.26,1514296800,36.46,1514343600,43.26,1514296800,29.44,1514343600,35.82,0.86,991.26,2.75,13.01,1514268000,259,0.49,0,1514246400,5.92,37.35,2017-12-26 18:00:00,43.26,2017-12-26 14:00:00,32.8,2017-12-26 06:00:00,43.26,2017-12-26 14:00:00,"1718-10","Liverpool","Liverpool",53.43083333,-2.96083333,"rain",
2017-12-13,"Light rain in the afternoon.","rain",2017-12-13 08:21:11,2017-12-13 15:53:57,0.85,0.0054,0.046,2017-12-13 13:00:00,1,43.26,1513162800,37.69,1513195200,38.76,1513166400,31.72,1513195200,37.46,0.89,992.53,5.78,17.14,1513198800,246,0.62,0,1513123200,6.12,37.69,2017-12-13 20:00:00,43.26,2017-12-13 11:00:00,31.72,2017-12-13 20:00:00,40.32,2017-12-13 05:00:00,"1718-11","Liverpool","Liverpool",53.43083333,-2.96083333,"rain",
2017-12-10,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-12-10 08:18:07,2017-12-10 15:54:18,0.75,1e-04,0.0012,2017-12-10 14:00:00,0.29,33.88,1512910800,26.49,1512979200,32.92,1512925200,24.02,1512975600,30.05,0.9,984.68,2.6,8.16,1512896400,56,0.62,0,1512864000,5.47,31.59,2017-12-10 03:00:00,33.88,2017-12-10 13:00:00,26.5,2017-12-10 09:00:00,33.81,2017-12-10 00:00:00,"1718-12","Liverpool","Liverpool",53.43083333,-2.96083333,"snow",0.02
2017-11-25,"Light rain in the morning and overnight.","rain",2017-11-25 07:56:57,2017-11-25 16:03:53,0.22,0.0114,0.0386,2017-11-25 10:00:00,0.97,42.24,1511622000,39.01,1511647200,37.54,1511622000,34.69,1511654400,34.86,0.84,1014.79,5.6,14.33,1511600400,284,0.61,1,1511611200,6.13,36.54,2017-11-25 02:00:00,42.24,2017-11-25 15:00:00,33.49,2017-11-25 06:00:00,37.54,2017-11-25 15:00:00,"1718-13","Liverpool","Liverpool",53.43083333,-2.96083333,"rain",
2017-11-18,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-11-18 07:44:44,2017-11-18 16:12:18,0.01,0,0,,0,49.41,1511006400,38.96,1511078400,46.8,1511002800,38.96,1511078400,40.37,0.79,1021.7,5.39,11.7,1511006400,285,0.64,1,1511002800,6.22,44.31,2017-11-18 00:00:00,49.41,2017-11-18 12:00:00,41.46,2017-11-18 00:00:00,46.8,2017-11-18 11:00:00,"1718-14","Liverpool","Liverpool",53.43083333,-2.96083333,,
2017-10-28,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-10-28 08:04:50,2017-10-28 17:48:44,0.27,0,5e-04,2017-10-28 17:00:00,0,56.64,1509192000,51.29,1509264000,56.64,1509192000,51.29,1509264000,50.4,0.89,1025.77,8.04,19.49,1509220800,273,0.76,1,1509184800,6.14,45.39,2017-10-28 02:00:00,56.96,2017-10-28 23:00:00,43.51,2017-10-28 02:00:00,56.96,2017-10-28 23:00:00,"1718-15","Liverpool","Liverpool",53.43083333,-2.96083333,,
2017-10-14,"Mostly cloudy until afternoon.","partly-cloudy-day",2017-10-14 07:38:31,2017-10-14 18:19:15,0.82,0,0,,0,66.48,1507986000,54.6,1508040000,66.48,1507986000,54.6,1508040000,57.58,0.83,1018.8,6.45,11.8,1507975200,205,0.56,2,1507978800,6.22,58.22,2017-10-14 23:00:00,66.48,2017-10-14 14:00:00,58.22,2017-10-14 23:00:00,66.48,2017-10-14 14:00:00,"1718-16","Liverpool","Liverpool",53.43083333,-2.96083333,,
2017-09-16,"Partly cloudy until evening.","partly-cloudy-day",2017-09-16 06:49:01,2017-09-16 19:26:57,0.87,4e-04,0.0034,2017-09-16 04:00:00,0.47,58.54,1505574000,45.33,1505606400,58.54,1505574000,45.33,1505606400,46.9,0.81,1013.32,2.99,9.51,1505574000,336,0.42,3,1505559600,6.22,46.54,2017-09-16 23:00:00,58.54,2017-09-16 16:00:00,46.54,2017-09-16 23:00:00,58.54,2017-09-16 16:00:00,"1718-17","Liverpool","Liverpool",53.43083333,-2.96083333,"rain",
2017-08-27,"Partly cloudy until afternoon.","partly-cloudy-day",2017-08-27 06:14:28,2017-08-27 20:15:08,0.19,0,0,,0,72.97,1503846000,57.69,1503896400,72.97,1503846000,57.69,1503896400,54.21,0.79,1018.2,1.29,7.93,1503846000,177,0.26,5,1503835200,6.22,50.78,2017-08-27 05:00:00,72.97,2017-08-27 16:00:00,50.78,2017-08-27 05:00:00,72.97,2017-08-27 16:00:00,"1718-18","Liverpool","Liverpool",53.43083333,-2.96083333,,
2017-08-19,"Partly cloudy throughout the day.","partly-cloudy-day",2017-08-19 06:00:31,2017-08-19 20:33:13,0.92,0.0025,0.0246,2017-08-19 02:00:00,0.96,61.65,1503154800,53.95,1503205200,61.65,1503154800,53.95,1503205200,51.27,0.79,1014.24,7.87,14.86,1503136800,269,0.6,5,1503144000,6.15,53.92,2017-08-19 00:00:00,61.65,2017-08-19 16:00:00,53.92,2017-08-19 00:00:00,61.65,2017-08-19 16:00:00,"1718-19","Liverpool","Liverpool",53.43083333,-2.96083333,"rain",
2018-05-05,"Clear throughout the day.","clear-day",2018-05-05 05:29:01,2018-05-05 20:44:18,0.67,0,0,,0,72.84,1525536000,47.9,1525582800,72.84,1525536000,47.9,1525582800,50.68,0.75,1024.91,1.39,8.41,1525521600,197,0.13,7,1525521600,6.08,46.13,2018-05-05 06:00:00,72.84,2018-05-05 17:00:00,46.13,2018-05-05 06:00:00,72.84,2018-05-05 17:00:00,"1718-20","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,
2018-04-22,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-04-22 05:55:20,2018-04-22 20:21:16,0.23,5e-04,0.0056,2018-04-22 12:00:00,0.63,59.95,1524384000,48.08,1524459600,59.95,1524384000,46.33,1524466800,49.23,0.75,1008.74,3.4,11.94,1524409200,222,0.34,5,1524394800,6.04,49.13,2018-04-22 23:00:00,61.51,2018-04-22 00:00:00,47.97,2018-04-22 23:00:00,61.51,2018-04-22 00:00:00,"1718-21","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2018-04-07,"Light rain until afternoon.","rain",2018-04-07 06:29:16,2018-04-07 19:54:30,0.73,0.003,0.0359,2018-04-07 11:00:00,0.89,52.85,1523109600,39.75,1523167200,52.85,1523109600,39.75,1523167200,45.02,0.87,1005.33,0.63,6.63,1523116800,305,0.62,4,1523098800,5.74,45.1,2018-04-07 07:00:00,52.85,2018-04-07 15:00:00,45.1,2018-04-07 07:00:00,52.85,2018-04-07 15:00:00,"1718-22","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2018-03-17,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-03-17 06:19:27,2018-03-17 18:17:12,0.01,0,0,,0,33.7,1521284400,27.41,1521349200,26.31,1521284400,12.51,1521349200,26.96,0.8,1010.85,8.9,19.67,1521288000,64,0.76,3,1521288000,5.41,28.24,2018-03-17 21:00:00,37.94,2018-03-17 00:00:00,19.29,2018-03-17 22:00:00,32.23,2018-03-17 00:00:00,"1718-23","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,
2018-03-12,"Light rain in the morning and afternoon.","rain",2018-03-12 06:31:24,2018-03-12 18:08:11,0.84,0.0087,0.0193,2018-03-12 02:00:00,0.97,44.51,1520866800,39.94,1520920800,42.78,1520859600,39.25,1520888400,41.38,0.94,991.19,3.23,9.81,1520866800,19,0.87,2,1520848800,4.87,40.82,2018-03-12 22:00:00,45.35,2018-03-12 00:00:00,39.12,2018-03-12 18:00:00,44.12,2018-03-12 00:00:00,"1718-24","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2018-02-10,"Light rain in the morning.","rain",2018-02-10 07:37:07,2018-02-10 17:11:26,0.84,0.0041,0.0203,2018-02-10 11:00:00,0.95,46.69,1518285600,36.05,1518336000,45.5,1518285600,30.24,1518332400,37.18,0.9,1005.82,4.3,19.64,1518303600,193,0.61,1,1518256800,6.07,30.82,2018-02-10 02:00:00,46.88,2018-02-10 22:00:00,29.54,2018-02-10 08:00:00,45.5,2018-02-10 18:00:00,"1718-25","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2018-01-31,"Partly cloudy throughout the day.","partly-cloudy-day",2018-01-31 07:54:45,2018-01-31 16:52:00,0.5,0.003,0.0203,2018-01-31 07:00:00,0.97,40.89,1517400000,35.59,1517443200,35.53,1517400000,31.8,1517443200,35.06,0.84,1001.55,6.44,16.97,1517407200,253,0.63,1,1517396400,5.96,35.69,2018-01-31 23:00:00,43.92,2018-01-31 05:00:00,31.94,2018-01-31 23:00:00,39.34,2018-01-31 03:00:00,"1718-26","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2018-01-20,"Mixed precipitation in the afternoon.","snow",2018-01-20 08:10:06,2018-01-20 16:31:35,0.11,0.0022,0.0122,2018-01-20 14:00:00,0.94,35.97,1516464000,32.74,1516503600,35.97,1516464000,32.74,1516503600,32.49,0.92,1003.49,0.5,5.28,1516406400,195,0.66,1,1516449600,4.74,33.56,2018-01-20 05:00:00,35.97,2018-01-20 16:00:00,33.56,2018-01-20 05:00:00,35.97,2018-01-20 16:00:00,"1718-27","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"snow",0.156
2018-01-01,"Light rain in the evening.","rain",2018-01-01 08:23:09,2018-01-01 16:03:43,0.48,0.0041,0.0326,2018-01-01 18:00:00,0.98,42.86,1514815200,35.57,1514872800,40.35,1514811600,35.57,1514872800,37.04,0.86,995.88,4.65,21.31,1514833200,253,0.54,0,1514764800,6.07,38.5,2018-01-01 01:00:00,42.86,2018-01-01 14:00:00,34.46,2018-01-01 02:00:00,40.35,2018-01-01 13:00:00,"1718-28","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2017-12-23,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-12-23 08:22:11,2017-12-23 15:56:09,0.16,0,0,,0,48.91,1514041200,45.6,1514062800,48.91,1514041200,43.69,1514073600,44.57,0.94,1031.64,2.13,10.48,1514062800,234,0.74,0,1513987200,4.97,44.88,2017-12-23 09:00:00,48.91,2017-12-23 15:00:00,44.01,2017-12-23 21:00:00,48.91,2017-12-23 15:00:00,"1718-29","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,
2017-12-16,"Mostly cloudy throughout the day.","partly-cloudy-night",2017-12-16 08:18:09,2017-12-16 15:53:30,0.95,0.0012,0.0078,2017-12-16 13:00:00,0.77,38.63,1513432800,31.15,1513476000,38.63,1513432800,31.15,1513476000,31.37,0.92,1018.22,0.78,5.14,1513414800,281,0.5,0,1513382400,4.92,29.75,2017-12-16 05:00:00,38.63,2017-12-16 14:00:00,29.75,2017-12-16 05:00:00,38.63,2017-12-16 14:00:00,"1718-30","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2017-12-02,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-12-02 08:02:29,2017-12-02 15:56:58,0.45,7e-04,0.0033,2017-12-02 06:00:00,0.58,44.99,1512226800,44.11,1512244800,44.99,1512226800,42.54,1512248400,39.22,0.92,1026.55,1.2,7.23,1512255600,279,0.82,0,1512172800,4.48,35.69,2017-12-02 01:00:00,44.99,2017-12-02 15:00:00,35.69,2017-12-02 01:00:00,44.99,2017-12-02 15:00:00,"1718-31","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2017-11-29,"Partly cloudy in the morning.","partly-cloudy-night",2017-11-29 07:58:04,2017-11-29 15:59:10,0.35,0,0,,0,40.85,1511960400,28.07,1512018000,37.82,1511967600,25.81,1512025200,31.66,0.84,1013.67,3.86,12.93,1511960400,323,0.33,1,1511956800,6.22,30.56,2017-11-29 23:00:00,40.85,2017-11-29 13:00:00,30.56,2017-11-29 23:00:00,37.82,2017-11-29 15:00:00,"1718-32","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,
2017-11-04,"Light rain in the morning.","rain",2017-11-04 07:13:49,2017-11-04 16:33:16,0.52,0.01,0.0406,2017-11-04 02:00:00,0.94,49.66,1509796800,38.92,1509854400,49.02,1509793200,38.92,1509854400,43.69,0.88,1004.49,1.83,11.67,1509796800,269,0.69,1,1509789600,4.68,40.88,2017-11-04 23:00:00,49.66,2017-11-04 12:00:00,40.88,2017-11-04 23:00:00,49.47,2017-11-04 04:00:00,"1718-33","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2017-10-21,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-10-21 07:47:29,2017-10-21 18:01:18,0.06,0.003,0.0194,2017-10-21 18:00:00,0.81,54.18,1508587200,48.06,1508655600,54.18,1508587200,44.47,1508655600,49.59,0.88,994.91,5.37,20.15,1508598000,188,0.59,1,1508576400,5.8,51.85,2017-10-21 08:00:00,54.18,2017-10-21 13:00:00,51.85,2017-10-21 08:00:00,54.18,2017-10-21 13:00:00,"1718-34","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2017-09-30,"Light rain starting in the afternoon.","rain",2017-09-30 07:10:01,2017-09-30 18:49:35,0.32,0.0058,0.0226,2017-09-30 16:00:00,0.97,57.53,1506776400,54.33,1506801600,57.53,1506776400,54.33,1506801600,49.55,0.91,1013.96,3.64,8.69,1506776400,177,0.52,3,1506772800,5.45,46.8,2017-09-30 05:00:00,57.53,2017-09-30 14:00:00,44.75,2017-09-30 06:00:00,57.53,2017-09-30 14:00:00,"1718-35","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2017-09-23,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-09-23 06:58:01,2017-09-23 19:06:31,0.11,0,0,,0,62.76,1506178800,51.15,1506225600,62.76,1506178800,51.15,1506225600,53.55,0.87,1019.26,3.26,9.06,1506178800,165,0.55,3,1506164400,6.22,52.62,2017-09-23 05:00:00,62.76,2017-09-23 16:00:00,52.62,2017-09-23 05:00:00,62.76,2017-09-23 16:00:00,"1718-36","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,
2017-09-09,"Light rain until afternoon.","rain",2017-09-09 06:34:20,2017-09-09 19:40:28,0.61,0.0087,0.0455,2017-09-09 11:00:00,0.88,59.36,1504965600,48.22,1505012400,59.36,1504965600,48.22,1505012400,50.31,0.9,996.79,1.62,10.87,1504958400,270,0.53,4,1504962000,6.05,50.08,2017-09-09 23:00:00,59.36,2017-09-09 15:00:00,50.08,2017-09-09 23:00:00,59.36,2017-09-09 15:00:00,"1718-37","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2017-08-19,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-08-19 05:58:37,2017-08-19 20:28:51,0.92,0.001,0.0056,2017-08-19 03:00:00,0.59,60.53,1503147600,51.01,1503205200,60.53,1503147600,51.01,1503205200,50.06,0.81,1014.7,3.4,14.47,1503158400,259,0.71,4,1503140400,6.22,49.92,2017-08-19 00:00:00,60.53,2017-08-19 14:00:00,49.92,2017-08-19 00:00:00,60.53,2017-08-19 14:00:00,"1718-38","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,"rain",
2018-05-09,"Light rain overnight.","rain",2018-05-09 05:19:50,2018-05-09 20:53:18,0.79,8e-04,0.0104,2018-05-09 19:00:00,0.67,60.14,1525867200,44.8,1525928400,60.14,1525867200,44.7,1525932000,45.72,0.79,1008.21,2.26,11.68,1525874400,210,0.34,6,1525867200,5.95,45.29,2018-05-09 05:00:00,60.14,2018-05-09 13:00:00,45.29,2018-05-09 05:00:00,60.14,2018-05-09 13:00:00,"1718-39","Manchester","Man City",53.48305556,-2.20027778,"rain",
2017-08-21,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-08-21 06:00:50,2017-08-21 20:25:53,0.99,1e-04,8e-04,2017-08-21 22:00:00,0.15,64.9,1503324000,61.09,1503370800,64.9,1503324000,61.33,1503370800,56.34,0.88,1020.79,1.83,7.6,1503324000,147,0.8,4,1503313200,6.12,54.14,2017-08-21 05:00:00,64.9,2017-08-21 15:00:00,54.14,2017-08-21 05:00:00,64.9,2017-08-21 15:00:00,"1718-40","Manchester","Man City",53.48305556,-2.20027778,"rain",
2017-12-23,"Foggy in the morning.","fog",2017-12-23 08:25:05,2017-12-23 15:53:28,0.16,5e-04,0.0028,2017-12-23 00:00:00,0.66,47.06,1514012400,45.19,1514062800,47.06,1514012400,43.95,1514059200,44.76,0.93,1031.13,2.13,8.3,1514048400,247,0.77,0,1513987200,3.48,45.19,2017-12-23 21:00:00,47.39,2017-12-23 04:00:00,43.95,2017-12-23 20:00:00,47.39,2017-12-23 04:00:00,"1718-41","Manchester","Man City",53.48305556,-2.20027778,"rain",
2018-05-06,"Clear throughout the day.","clear-day",2018-05-06 05:25:22,2018-05-06 20:48:01,0.7,0,0,,0,76.62,1525618800,51.25,1525669200,76.62,1525618800,51.25,1525669200,52.14,0.68,1022.39,0.99,8.85,1525618800,187,0.06,6,1525604400,5.94,50.48,2018-05-06 06:00:00,76.62,2018-05-06 16:00:00,50.48,2018-05-06 06:00:00,76.62,2018-05-06 16:00:00,"1718-42","Manchester","Man City",53.48305556,-2.20027778,,
2018-04-22,"Mostly cloudy until evening.","partly-cloudy-day",2018-04-22 05:54:06,2018-04-22 20:22:42,0.23,0.002,0.0228,2018-04-22 12:00:00,0.79,61.17,1524384000,48.97,1524463200,61.17,1524384000,46.5,1524463200,49.72,0.75,1008.32,2.82,10.88,1524369600,223,0.29,5,1524394800,6.09,50.37,2018-04-22 23:00:00,63.09,2018-04-22 00:00:00,50.37,2018-04-22 23:00:00,63.09,2018-04-22 00:00:00,"1718-43","Manchester","Man City",53.48305556,-2.20027778,"rain",
2018-04-07,"Light rain until afternoon.","rain",2018-04-07 06:28:37,2018-04-07 19:55:20,0.73,0.0046,0.0379,2018-04-07 11:00:00,0.91,53.1,1523109600,41.19,1523167200,53.1,1523109600,41.19,1523167200,45.59,0.86,1005.39,0.61,6.61,1523098800,306,0.37,4,1523098800,5.91,46.37,2018-04-07 23:00:00,53.1,2018-04-07 15:00:00,46.37,2018-04-07 23:00:00,53.1,2018-04-07 15:00:00,"1718-44","Manchester","Man City",53.48305556,-2.20027778,"rain",
2018-03-04,"Light rain in the evening.","rain",2018-03-04 06:50:49,2018-03-04 17:53:03,0.59,0.0041,0.0293,2018-03-04 18:00:00,1,41.18,1520175600,37.11,1520229600,40.77,1520179200,37.11,1520229600,34.08,0.89,989.22,3.04,9.92,1520121600,91,0.73,2,1520161200,4.62,32.13,2018-03-04 00:00:00,41.18,2018-03-04 15:00:00,27.35,2018-03-04 00:00:00,40.77,2018-03-04 16:00:00,"1718-45","Manchester","Man City",53.48305556,-2.20027778,"rain",
2018-02-10,"Light rain until afternoon, starting again in the evening.","rain",2018-02-10 07:38:38,2018-02-10 17:10:07,0.84,0.0083,0.0449,2018-02-10 23:00:00,1,47.25,1518278400,36.84,1518336000,47.08,1518282000,31.99,1518332400,37.59,0.89,1004.81,4.26,24.15,1518303600,195,0.61,1,1518256800,5.99,32.12,2018-02-10 02:00:00,47.49,2018-02-10 22:00:00,31.49,2018-02-10 06:00:00,47.08,2018-02-10 17:00:00,"1718-46","Manchester","Man City",53.48305556,-2.20027778,"rain",
2018-01-31,"Mostly cloudy throughout the day.","partly-cloudy-day",2018-01-31 07:56:39,2018-01-31 16:50:18,0.5,0.0073,0.0247,2018-01-31 07:00:00,0.7,40.04,1517400000,34.75,1517439600,34.32,1517396400,32.97,1517446800,35.19,0.85,1000.56,6.32,17.89,1517407200,253,0.71,1,1517396400,5.88,34.75,2018-01-31 23:00:00,43.73,2018-01-31 05:00:00,32.32,2018-01-31 13:00:00,39.54,2018-01-31 03:00:00,"1718-47","Manchester","Man City",53.48305556,-2.20027778,"rain",
2018-01-20,"Foggy overnight.","fog",2018-01-20 08:12:24,2018-01-20 16:29:29,0.11,0.0018,0.0102,2018-01-20 14:00:00,0.83,37.12,1516460400,33.97,1516496400,37.12,1516460400,33.97,1516496400,32.81,0.9,1003.26,0.78,4.97,1516406400,222,0.54,1,1516449600,5.46,34.17,2018-01-20 23:00:00,37.12,2018-01-20 15:00:00,34.17,2018-01-20 23:00:00,37.12,2018-01-20 15:00:00,"1718-48","Manchester","Man City",53.48305556,-2.20027778,"rain",
2018-01-02,"Rain starting in the evening.","rain",2018-01-02 08:25:45,2018-01-02 16:02:14,0.52,0.0125,0.0671,2018-01-02 19:00:00,1,46.56,1514912400,43.96,1514955600,44.35,1514908800,36.29,1514955600,39.29,0.87,999.69,3.99,21.64,1514926800,209,0.64,0,1514851200,5.72,37.62,2018-01-02 06:00:00,48.25,2018-01-02 22:00:00,35.97,2018-01-02 10:00:00,44.35,2018-01-02 16:00:00,"1718-49","Manchester","Man City",53.48305556,-2.20027778,"rain",
2017-12-16,"Foggy starting in the afternoon.","fog",2017-12-16 08:21:01,2017-12-16 15:50:50,0.95,8e-04,0.0085,2017-12-16 14:00:00,0.52,36.85,1513432800,32.64,1513468800,36.85,1513432800,32.64,1513468800,30.92,0.91,1017.96,0.75,3.16,1513414800,293,0.58,0,1513382400,3.84,29.21,2017-12-16 07:00:00,36.85,2017-12-16 14:00:00,29.21,2017-12-16 07:00:00,36.85,2017-12-16 14:00:00,"1718-50","Manchester","Man City",53.48305556,-2.20027778,"rain",
2017-12-03,"Mostly cloudy throughout the day.","partly-cloudy-day",2017-12-03 08:06:32,2017-12-03 15:53:53,0.49,6e-04,0.0031,2017-12-03 04:00:00,0.41,49.35,1512306000,41.16,1512352800,49.35,1512306000,41.16,1512352800,43.11,0.9,1027.25,2.87,7.74,1512277200,300,0.78,0,1512259200,5.29,41.42,2017-12-03 20:00:00,49.35,2017-12-03 13:00:00,41.42,2017-12-03 20:00:00,49.35,2017-12-03 13:00:00,"1718-51","Manchester","Man City",53.48305556,-2.20027778,"rain",
