"daily.time","daily.summary","daily.icon","daily.sunriseTime","daily.sunsetTime","daily.moonPhase","daily.precipIntensity","daily.precipIntensityMax","daily.precipIntensityMaxTime","daily.precipProbability","daily.precipType","daily.temperatureHigh","daily.temperatureHighTime","daily.temperatureLow","daily.temperatureLowTime","daily.apparentTemperatureHigh","daily.apparentTemperatureHighTime","daily.apparentTemperatureLow","daily.apparentTemperatureLowTime","daily.dewPoint","daily.humidity","daily.pressure","daily.windSpeed","daily.windGust","daily.windGustTime","daily.windBearing","daily.cloudCover","daily.uvIndex","daily.uvIndexTime","daily.visibility","daily.temperatureMin","daily.temperatureMinTime","daily.temperatureMax","daily.temperatureMaxTime","daily.apparentTemperatureMin","daily.apparentTemperatureMinTime","daily.apparentTemperatureMax","daily.apparentTemperatureMaxTime","id","location","home.team","latitude","longitude","daily.precipAccumulation"
2015-12-26,"Rain in the morning and evening.","rain",2015-12-26 08:28:34,2015-12-26 15:58:28,0.54,0.0139,0.0629,2015-12-26 09:00:00,1,"rain",57.55,1451138400,40.1,1451203200,57.55,1451138400,40.1,1451203200,50.96,0.87,1008.51,6.86,21.06,1451156400,218,0.76,0,1451088000,5.91,47.55,2015-12-26 22:00:00,57.55,2015-12-26 14:00:00,44.43,2015-12-26 22:00:00,57.55,2015-12-26 14:00:00,"1516-11","Liverpool","Liverpool",53.43083333,-2.96083333,
2015-12-13,"Mostly cloudy throughout the day.","partly-cloudy-night",2015-12-13 08:20:41,2015-12-13 15:53:59,0.07,0.001,0.0046,2015-12-13 15:00:00,0.47,"rain",42.79,1450033200,43.12,1450036800,39.84,1450029600,40.35,1450044000,37.9,0.96,1017.31,2.87,6.79,1450004400,128,0.52,0,1449964800,4.82,33.51,2015-12-13 04:00:00,43.69,2015-12-13 23:00:00,33.51,2015-12-13 04:00:00,41.7,2015-12-13 21:00:00,"1516-12","Liverpool","Liverpool",53.43083333,-2.96083333,
2015-11-29,"Partly cloudy throughout the day.","partly-cloudy-day",2015-11-29 08:02:36,2015-11-29 16:00:34,0.63,0.0033,0.0164,2015-11-29 06:00:00,0.71,"rain",54.29,1448802000,41.32,1448870400,54.29,1448802000,37.53,1448870400,41,0.76,1002.61,11.62,34.25,1448805600,263,0.5,0,1448755200,6.13,43.77,2015-11-29 23:00:00,54.29,2015-11-29 13:00:00,37.94,2015-11-29 22:00:00,54.29,2015-11-29 13:00:00,"1516-13","Liverpool","Liverpool",53.43083333,-2.96083333,
2015-11-08,"Rain in the evening.","rain",2015-11-08 07:25:02,2015-11-08 16:28:44,0.9,0.0084,0.0547,2015-11-08 18:00:00,0.97,"rain",58.46,1446998400,46.55,1447034400,58.46,1446998400,44.4,1447034400,48.8,0.92,1014.56,4.56,16.61,1446980400,186,0.57,1,1446976800,6.01,46.63,2015-11-08 05:00:00,58.46,2015-11-08 16:00:00,43.94,2015-11-08 06:00:00,58.46,2015-11-08 16:00:00,"1516-14","Liverpool","Liverpool",53.43083333,-2.96083333,
2015-10-25,"Partly cloudy in the morning.","partly-cloudy-night",2015-10-25 06:58:08,2015-10-25 16:56:02,0.43,1e-04,0.001,2015-10-25 00:00:00,0.21,"rain",53.1,1445778000,43.26,1445832000,53.1,1445778000,40.27,1445832000,42.66,0.84,1021.88,3.27,8.11,1445778000,183,0.3,1,1445767200,6.22,43,2015-10-25 08:00:00,53.1,2015-10-25 13:00:00,41.63,2015-10-25 08:00:00,53.1,2015-10-25 13:00:00,"1516-15","Liverpool","Liverpool",53.43083333,-2.96083333,
2015-09-26,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2015-09-26 07:05:26,2015-09-26 19:03:34,0.44,0,0,,0,,62.77,1443276000,42.06,1443333600,62.77,1443276000,42.06,1443333600,46.32,0.81,1029.11,1.25,6.83,1443265200,144,0.28,3,1443265200,6.22,42.4,2015-09-26 07:00:00,62.77,2015-09-26 15:00:00,42.4,2015-09-26 07:00:00,62.77,2015-09-26 15:00:00,"1516-16","Liverpool","Liverpool",53.43083333,-2.96083333,
2015-09-20,"Foggy in the morning.","fog",2015-09-20 06:55:02,2015-09-20 19:18:21,0.22,0,0,,0,,59.83,1442754000,53.48,1442815200,59.83,1442754000,53.48,1442815200,50.26,0.89,1023,2.68,7.33,1442757600,186,0.53,3,1442746800,5.39,46.16,2015-09-20 07:00:00,59.83,2015-09-20 14:00:00,46.16,2015-09-20 07:00:00,59.83,2015-09-20 14:00:00,"1516-17","Liverpool","Liverpool",53.43083333,-2.96083333,
2015-08-29,"Partly cloudy until afternoon.","partly-cloudy-day",2015-08-29 06:17:03,2015-08-29 20:11:40,0.49,0,0,,0,,66.96,1440864000,52.07,1440914400,66.96,1440864000,52.07,1440914400,52.22,0.73,1017.25,5.04,12.56,1440860400,216,0.32,5,1440849600,6.22,55.96,2015-08-29 06:00:00,66.96,2015-08-29 17:00:00,55.96,2015-08-29 06:00:00,66.96,2015-08-29 17:00:00,"1516-18","Liverpool","Liverpool",53.43083333,-2.96083333,
2015-08-17,"Clear throughout the day.","clear-day",2015-08-17 05:56:08,2015-08-17 20:38:41,0.09,0,0,,0,,68.62,1439816400,53.29,1439870400,68.62,1439816400,53.29,1439870400,51.15,0.7,1018.99,2.55,8.34,1439820000,316,0.2,6,1439816400,6.22,55.52,2015-08-17 06:00:00,68.62,2015-08-17 14:00:00,55.52,2015-08-17 06:00:00,68.62,2015-08-17 14:00:00,"1516-19","Liverpool","Liverpool",53.43083333,-2.96083333,
2016-05-15,"Partly cloudy throughout the day.","partly-cloudy-day",2016-05-15 05:10:58,2016-05-15 21:01:59,0.3,0,0,,0,,59.13,1463324400,41.28,1463364000,59.13,1463324400,41.28,1463364000,38.16,0.69,1022.55,2.22,10.49,1463335200,307,0.39,6,1463310000,6.2,37.17,2016-05-15 06:00:00,59.13,2016-05-15 16:00:00,37.17,2016-05-15 06:00:00,59.13,2016-05-15 16:00:00,"1516-20","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2016-04-30,"Partly cloudy until evening.","partly-cloudy-day",2016-04-30 05:37:44,2016-04-30 20:36:22,0.77,0.0026,0.0196,2016-04-30 15:00:00,0.78,"rain",46.98,1462032000,36.3,1462075200,46.98,1462032000,36.3,1462075200,36.17,0.82,1020.97,1.66,10.97,1462014000,279,0.45,5,1462014000,5.88,33.37,2016-04-30 06:00:00,46.98,2016-04-30 17:00:00,33.37,2016-04-30 06:00:00,46.98,2016-04-30 17:00:00,"1516-21","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2016-04-18,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-04-18 06:03:01,2016-04-18 20:14:58,0.39,0,0,,0,,53.13,1460988000,39,1461042000,53.13,1460988000,39,1461042000,38.91,0.74,1019.98,4.28,13.26,1460977200,268,0.77,4,1460977200,6.22,39.74,2016-04-18 00:00:00,53.13,2016-04-18 15:00:00,37.15,2016-04-18 01:00:00,53.13,2016-04-18 15:00:00,"1516-22","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2016-04-02,"Light rain until afternoon.","rain",2016-04-02 06:39:56,2016-04-02 19:46:28,0.82,0.0078,0.0293,2016-04-02 07:00:00,0.97,"rain",54.84,1459616400,42.25,1459666800,54.84,1459616400,42.25,1459666800,42.31,0.83,1010.39,3.29,14.09,1459551600,169,0.63,3,1459591200,5.9,43.74,2016-04-02 06:00:00,54.84,2016-04-02 18:00:00,41.48,2016-04-02 06:00:00,54.84,2016-04-02 18:00:00,"1516-23","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2016-03-12,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-03-12 06:30:15,2016-03-12 18:09:04,0.13,0,0,,0,,51.06,1457791200,41.17,1457848800,51.06,1457791200,41.17,1457848800,40.21,0.85,1029.9,1.12,6.59,1457784000,188,0.61,2,1457776800,4.2,36.59,2016-03-12 06:00:00,51.06,2016-03-12 14:00:00,36.59,2016-03-12 06:00:00,51.06,2016-03-12 14:00:00,"1516-24","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2016-03-02,"Light rain until afternoon, starting again in the evening.","rain",2016-03-02 06:53:39,2016-03-02 17:50:42,0.77,0.0078,0.0353,2016-03-02 18:00:00,1,"rain",41.81,1456934400,33.58,1456988400,36.76,1456934400,31.88,1456974000,35.21,0.86,996.4,6.86,25.03,1456956000,280,0.66,2,1456916400,5.83,35,2016-03-02 11:00:00,42.09,2016-03-02 23:00:00,29.51,2016-03-02 11:00:00,36.76,2016-03-02 16:00:00,"1516-25","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2016-02-27,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-02-27 07:02:42,2016-02-27 17:43:12,0.65,0,0,,0,,42.75,1456578000,31.83,1456635600,41.01,1456578000,31.83,1456635600,30.03,0.74,1013.79,2.74,9.06,1456585200,52,0.65,2,1456570800,5.97,33.67,2016-02-27 08:00:00,42.75,2016-02-27 13:00:00,32.59,2016-02-27 05:00:00,41.01,2016-02-27 13:00:00,"1516-26","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2016-02-06,"Light rain until evening.","rain",2016-02-06 07:45:27,2016-02-06 17:02:37,0.92,0.0125,0.0314,2016-02-06 12:00:00,0.97,"rain",49,1454763600,37.26,1454832000,46.28,1454763600,33.44,1454832000,42.18,0.93,991.86,3.42,20.4,1454763600,188,0.65,1,1454756400,5.93,38.17,2016-02-06 04:00:00,49,2016-02-06 13:00:00,38.17,2016-02-06 04:00:00,46.28,2016-02-06 13:00:00,"1516-27","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2016-01-17,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-01-17 08:13:55,2016-01-17 16:25:32,0.27,0.0013,0.006,2016-01-17 12:00:00,0.59,"rain",34.84,1453039200,35.17,1453060800,32.74,1453021200,31.7,1453060800,32.46,0.95,1023.99,3.65,10.39,1453042800,137,0.88,1,1453032000,5.13,32.33,2016-01-17 02:00:00,35.53,2016-01-17 23:00:00,28.67,2016-01-17 08:00:00,32.74,2016-01-17 09:00:00,"1516-28","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2016-01-13,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-01-13 08:17:33,2016-01-13 16:19:03,0.12,0.0031,0.022,2016-01-13 23:00:00,0.95,"rain",39.49,1452700800,34.28,1452751200,39.27,1452697200,29.61,1452751200,35.22,0.92,1010.23,2.81,12.84,1452715200,224,0.61,1,1452686400,6.18,34.52,2016-01-13 09:00:00,39.49,2016-01-13 16:00:00,32.91,2016-01-13 05:00:00,39.27,2016-01-13 15:00:00,"1516-29","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2015-12-26,"Light rain overnight.","rain",2015-12-26 08:22:57,2015-12-26 15:57:48,0.54,0.0052,0.0184,2015-12-26 23:00:00,0.97,"rain",56.94,1451138400,42.1,1451203200,56.94,1451138400,42.1,1451203200,50.79,0.85,1010.19,7.69,20.88,1451160000,209,0.74,0,1451088000,6.02,50.07,2015-12-26 23:00:00,56.94,2015-12-26 14:00:00,50.07,2015-12-26 23:00:00,56.94,2015-12-26 14:00:00,"1516-30","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2015-12-19,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-12-19 08:19:55,2015-12-19 15:54:06,0.29,0.0013,0.0084,2015-12-19 17:00:00,0.74,"rain",57.78,1450530000,48.23,1450598400,57.78,1450530000,45.85,1450598400,53.66,0.91,1005.43,7.17,19.09,1450540800,177,0.71,0,1450483200,6.06,52.95,2015-12-19 00:00:00,57.78,2015-12-19 13:00:00,52.95,2015-12-19 00:00:00,57.78,2015-12-19 13:00:00,"1516-31","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2015-12-05,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-12-05 08:05:54,2015-12-05 15:55:31,0.81,0,0,,0,,52.91,1449320400,52.71,1449345600,52.91,1449320400,52.71,1449345600,44.1,0.73,1010.29,12.6,29.56,1449342000,220,0.72,0,1449273600,6.22,52.08,2015-12-05 07:00:00,53.49,2015-12-05 23:00:00,52.08,2015-12-05 07:00:00,53.49,2015-12-05 23:00:00,"1516-32","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2015-11-07,"Rain in the morning.","rain",2015-11-07 07:18:30,2015-11-07 16:28:50,0.87,0.0103,0.0938,2015-11-07 06:00:00,1,"rain",58.88,1446894000,44.74,1446955200,58.94,1446894000,43.65,1446958800,50.98,0.91,1013.77,3.46,17.42,1446890400,212,0.55,1,1446890400,5.7,46.37,2015-11-07 23:00:00,58.88,2015-11-07 11:00:00,46.37,2015-11-07 23:00:00,58.94,2015-11-07 11:00:00,"1516-33","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2015-10-24,"Light rain until afternoon.","rain",2015-10-24 07:52:05,2015-10-24 17:56:01,0.39,0.0033,0.0198,2015-10-24 12:00:00,0.96,"rain",51.91,1445673600,37.5,1445756400,51.91,1445673600,37.5,1445756400,45.76,0.89,1013.22,2.2,10.95,1445680800,214,0.58,1,1445680800,6.01,42.39,2015-10-24 23:00:00,51.91,2015-10-24 09:00:00,42.39,2015-10-24 23:00:00,51.91,2015-10-24 09:00:00,"1516-34","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2015-09-26,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2015-09-26 07:02:15,2015-09-26 19:00:29,0.44,0,0,,0,,61.17,1443279600,40.81,1443333600,61.17,1443279600,40.81,1443333600,42.74,0.79,1029.36,0.66,6.69,1443276000,107,0.13,3,1443265200,6.07,38.17,2015-09-26 07:00:00,61.17,2015-09-26 16:00:00,38.17,2015-09-26 07:00:00,61.17,2015-09-26 16:00:00,"1516-35","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2015-09-19,"Partly cloudy until afternoon.","partly-cloudy-day",2015-09-19 06:50:21,2015-09-19 19:17:30,0.19,0,0,,0,,63.7,1442674800,44.41,1442728800,63.7,1442674800,44.41,1442728800,48.34,0.85,1024.52,0.31,5.28,1442671200,245,0.32,3,1442656800,4.8,43.69,2015-09-19 06:00:00,63.7,2015-09-19 16:00:00,43.69,2015-09-19 06:00:00,63.7,2015-09-19 16:00:00,"1516-36","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2015-08-29,"Partly cloudy until evening.","partly-cloudy-day",2015-08-29 06:14:48,2015-08-29 20:07:38,0.49,0,0,,0,,67.05,1440860400,51.3,1440910800,67.05,1440860400,51.3,1440910800,52.07,0.78,1018.26,2.94,11.57,1440842400,203,0.53,4,1440846000,6.22,53.49,2015-08-29 06:00:00,67.05,2015-08-29 16:00:00,53.49,2015-08-29 06:00:00,67.05,2015-08-29 16:00:00,"1516-37","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2015-08-09,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-08-09 05:40:43,2015-08-09 20:50:28,0.83,0,0,,0,,72.85,1439136000,61.41,1439179200,72.85,1439136000,61.41,1439179200,53.96,0.71,1018.56,3.56,13.06,1439136000,217,0.71,5,1439121600,6.22,55.78,2015-08-09 05:00:00,72.85,2015-08-09 17:00:00,55.78,2015-08-09 05:00:00,72.85,2015-08-09 17:00:00,"1516-38","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,
2016-05-10,"Light rain until afternoon, starting again overnight.","rain",2016-05-10 05:16:04,2016-05-10 20:39:05,0.14,0.0046,0.0183,2016-05-10 11:00:00,0.76,"rain",61.76,1462896000,57.95,1462942800,61.92,1462881600,57.95,1462942800,57.73,0.91,1006.28,2.65,7.96,1462885200,84,0.77,5,1462878000,3.9,58.56,2016-05-10 07:00:00,61.76,2016-05-10 17:00:00,58.56,2016-05-10 07:00:00,61.92,2016-05-10 13:00:00,"1516-39","London","West Ham",51.53194444,0.03944444,
2016-05-07,"Partly cloudy until afternoon.","partly-cloudy-day",2016-05-07 05:21:02,2016-05-07 20:34:17,0.03,0,0,,0,,74.28,1462622400,53.26,1462683600,74.28,1462622400,53.26,1462683600,50.38,0.64,1006.87,2.48,11.52,1462640400,128,0.15,7,1462622400,5.16,52.82,2016-05-07 05:00:00,74.28,2016-05-07 13:00:00,52.82,2016-05-07 05:00:00,74.28,2016-05-07 13:00:00,"1516-40","London","West Ham",51.53194444,0.03944444,
2016-04-20,"Partly cloudy in the evening.","partly-cloudy-day",2016-04-20 05:53:20,2016-04-20 20:06:07,0.45,0,0,,0,,56.58,1461160800,42.6,1461207600,56.58,1461160800,42.01,1461214800,38.84,0.72,1029.89,4.1,13.81,1461157200,78,0.11,6,1461150000,6.21,37.73,2016-04-20 06:00:00,56.58,2016-04-20 15:00:00,37.73,2016-04-20 06:00:00,56.58,2016-04-20 15:00:00,"1516-41","London","West Ham",51.53194444,0.03944444,
2016-04-09,"Mostly cloudy until evening.","partly-cloudy-day",2016-04-09 06:16:58,2016-04-09 19:47:41,0.08,0.0017,0.0139,2016-04-09 08:00:00,0.57,"rain",52.75,1460206800,34.54,1460264400,52.75,1460206800,34.54,1460264400,39.9,0.77,1003.54,3.4,11.39,1460221200,208,0.56,4,1460199600,6.08,39.83,2016-04-09 23:00:00,52.75,2016-04-09 14:00:00,39.83,2016-04-09 23:00:00,52.75,2016-04-09 14:00:00,"1516-42","London","West Ham",51.53194444,0.03944444,
2016-04-02,"Foggy overnight.","fog",2016-04-02 06:32:41,2016-04-02 19:36:00,0.82,0.0023,0.0191,2016-04-02 21:00:00,0.77,"rain",59.13,1459602000,45.21,1459663200,59.13,1459602000,45.16,1459666800,38.81,0.66,1012.89,3.21,11.72,1459591200,157,0.36,5,1459598400,5.57,45.84,2016-04-02 07:00:00,59.13,2016-04-02 14:00:00,45.16,2016-04-02 05:00:00,59.13,2016-04-02 14:00:00,"1516-43","London","West Ham",51.53194444,0.03944444,
2016-03-02,"Mostly cloudy throughout the day.","partly-cloudy-night",2016-03-02 06:43:04,2016-03-02 17:43:34,0.77,0.0034,0.0279,2016-03-02 12:00:00,0.61,"rain",43.5,1456930800,38.63,1456992000,38.61,1456941600,34.14,1456988400,35.59,0.77,999.12,6.91,25.37,1456923600,264,0.55,2,1456916400,6.15,39.24,2016-03-02 07:00:00,46.82,2016-03-02 00:00:00,34.8,2016-03-02 07:00:00,44.01,2016-03-02 00:00:00,"1516-44","London","West Ham",51.53194444,0.03944444,
2016-02-27,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-02-27 06:51:41,2016-02-27 17:36:30,0.65,0,0,,0,,42.6,1456578000,36.7,1456635600,38.54,1456574400,32.68,1456635600,29.55,0.67,1010.68,4.46,14.91,1456585200,53,0.72,2,1456570800,6.22,37.52,2016-02-27 05:00:00,42.6,2016-02-27 13:00:00,35.09,2016-02-27 07:00:00,38.76,2016-02-27 00:00:00,"1516-45","London","West Ham",51.53194444,0.03944444,
2016-02-02,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2016-02-02 07:38:36,2016-02-02 16:50:53,0.79,2e-04,0.0032,2016-02-02 10:00:00,0.23,"rain",49.85,1454418000,36.97,1454479200,45.95,1454418000,32.58,1454482800,36.97,0.69,1014.92,7.36,21.6,1454421600,254,0.35,1,1454407200,6.22,40.54,2016-02-02 23:00:00,49.85,2016-02-02 13:00:00,37.81,2016-02-02 22:00:00,45.95,2016-02-02 13:00:00,"1516-46","London","West Ham",51.53194444,0.03944444,
2016-01-23,"Mostly cloudy throughout the day.","partly-cloudy-night",2016-01-23 07:52:18,2016-01-23 16:33:04,0.48,0.001,0.0128,2016-01-23 22:00:00,0.74,"rain",50,1453561200,46.45,1453579200,49.41,1453557600,43.97,1453586400,42.77,0.9,1028.72,2.99,11.86,1453590000,205,0.52,1,1453546800,5.32,40.55,2016-01-23 07:00:00,50,2016-01-23 15:00:00,40.55,2016-01-23 07:00:00,49.41,2016-01-23 14:00:00,"1516-47","London","West Ham",51.53194444,0.03944444,
2016-01-02,"Mostly cloudy throughout the day.","partly-cloudy-day",2016-01-02 08:06:44,2016-01-02 16:02:52,0.76,0.0064,0.0176,2016-01-02 15:00:00,0.74,"rain",51.15,1451754000,41.83,1451804400,51.15,1451754000,41.65,1451808000,47.06,0.91,998.5,4.31,15.45,1451736000,159,0.82,0,1451692800,5.53,46.53,2016-01-02 00:00:00,51.15,2016-01-02 17:00:00,43.27,2016-01-02 00:00:00,51.15,2016-01-02 17:00:00,"1516-48","London","West Ham",51.53194444,0.03944444,
2015-12-28,"Partly cloudy throughout the day.","partly-cloudy-night",2015-12-28 08:06:45,2015-12-28 15:58:11,0.61,0,0,,0,,55.5,1451304000,50.16,1451376000,55.5,1451304000,50.16,1451376000,45.84,0.81,1017.2,4.12,13.31,1451304000,147,0.24,0,1451260800,5.81,49.12,2015-12-28 06:00:00,55.5,2015-12-28 12:00:00,47.5,2015-12-28 08:00:00,55.5,2015-12-28 12:00:00,"1516-49","London","West Ham",51.53194444,0.03944444,
2015-12-12,"Mostly cloudy throughout the day.","partly-cloudy-night",2015-12-12 07:57:42,2015-12-12 15:52:03,0.03,1e-04,7e-04,2015-12-12 14:00:00,0.19,"rain",55.22,1449946800,43.53,1449990000,55.22,1449946800,43.53,1449990000,44.13,0.83,1018.44,5.03,21.02,1449943200,230,0.67,0,1449878400,6.22,41.13,2015-12-12 00:00:00,55.33,2015-12-12 20:00:00,41.13,2015-12-12 00:00:00,55.33,2015-12-12 20:00:00,"1516-50","London","West Ham",51.53194444,0.03944444,
