"daily.time","daily.summary","daily.icon","daily.sunriseTime","daily.sunsetTime","daily.moonPhase","daily.precipIntensity","daily.precipIntensityMax","daily.precipProbability","daily.temperatureHigh","daily.temperatureHighTime","daily.temperatureLow","daily.temperatureLowTime","daily.apparentTemperatureHigh","daily.apparentTemperatureHighTime","daily.apparentTemperatureLow","daily.apparentTemperatureLowTime","daily.dewPoint","daily.humidity","daily.pressure","daily.windSpeed","daily.windGust","daily.windGustTime","daily.windBearing","daily.cloudCover","daily.uvIndex","daily.uvIndexTime","daily.visibility","daily.temperatureMin","daily.temperatureMinTime","daily.temperatureMax","daily.temperatureMaxTime","daily.apparentTemperatureMin","daily.apparentTemperatureMinTime","daily.apparentTemperatureMax","daily.apparentTemperatureMaxTime","id","location","home.team","latitude","longitude","daily.precipIntensityMaxTime","daily.precipType","daily.precipAccumulation"
2013-04-13,"Light rain in the evening.","rain",2013-04-13 06:09:20,2013-04-13 19:54:33,0.1,0.0054,0.0318,0.83,53.31,1365850800,51.82,1365883200,53.31,1365850800,51.82,1365883200,44.54,0.87,1011.05,4.56,14.08,1365886800,197,0.59,4,1365850800,5.99,40.65,2013-04-13 06:00:00,53.31,2013-04-13 12:00:00,40.65,2013-04-13 06:00:00,53.31,2013-04-13 12:00:00,"1213-175","London","Arsenal",51.555,-0.10861111,2013-04-13 18:00:00,"rain",
2013-03-30,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-03-30 05:40:38,2013-03-30 18:31:15,0.61,0,0,0,40.62,1364655600,26.59,1364709600,37.63,1364655600,26.59,1364709600,28.16,0.72,1011.44,3.79,10.79,1364634000,43,0.76,3,1364637600,6.22,33.26,2013-03-30 23:00:00,40.62,2013-03-30 15:00:00,30.11,2013-03-30 02:00:00,37.63,2013-03-30 15:00:00,"1213-176","London","Arsenal",51.555,-0.10861111,,,
2013-02-23,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-02-23 06:59:12,2013-02-23 17:31:12,0.42,0,0,0,35.17,1361628000,33.03,1361689200,30.62,1361635200,28.64,1361685600,25.38,0.72,1020.88,4.79,11.02,1361624400,26,0.84,2,1361617200,5.91,31.92,2013-02-23 05:00:00,35.17,2013-02-23 14:00:00,26.91,2013-02-23 04:00:00,30.62,2013-02-23 16:00:00,"1213-177","London","Arsenal",51.555,-0.10861111,,,
2013-02-02,"Partly cloudy until evening.","partly-cloudy-day",2013-02-02 07:38:08,2013-02-02 16:52:44,0.71,0,0,0,41.43,1359813600,31.34,1359856800,36.81,1359820800,31.22,1359871200,31.09,0.75,1015.72,5.54,14.29,1359810000,335,0.46,1,1359799200,6.21,33.14,2013-02-02 23:00:00,41.43,2013-02-02 14:00:00,31.31,2013-02-02 22:00:00,36.81,2013-02-02 16:00:00,"1213-178","London","Arsenal",51.555,-0.10861111,,,
2013-01-30,"Light rain in the morning.","rain",2013-01-30 07:42:42,2013-01-30 16:47:16,0.61,0.0058,0.0326,0.71,52.32,1359554400,44.57,1359590400,52.32,1359554400,40.57,1359590400,43.01,0.78,1006.94,8.83,25.47,1359561600,253,0.45,1,1359543600,5.92,45.15,2013-01-30 23:00:00,54.2,2013-01-30 00:00:00,41.2,2013-01-30 23:00:00,54.2,2013-01-30 00:00:00,"1213-179","London","Arsenal",51.555,-0.10861111,2013-01-30 05:00:00,"rain",
2013-01-23,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-23 07:52:07,2013-01-23 16:34:50,0.39,0.0018,0.0048,0.52,35.62,1358953200,33.5,1359007200,32.28,1358942400,30.29,1358985600,30.71,0.84,1007.71,4.53,10.49,1358899200,76,0.75,1,1358938800,4.46,34.39,2013-01-23 09:00:00,36.19,2013-01-23 00:00:00,30.45,2013-01-23 23:00:00,32.28,2013-01-23 12:00:00,"1213-180","London","Arsenal",51.555,-0.10861111,2013-01-23 00:00:00,"snow",0.186
2013-01-13,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-13 08:02:03,2013-01-13 16:18:33,0.07,0,0,0,36.9,1358082000,31.45,1358146800,34.97,1358096400,31.45,1358146800,29.53,0.79,1018.86,3.54,9.79,1358049600,30,0.66,1,1358074800,6.21,32.46,2013-01-13 23:00:00,37.88,2013-01-13 00:00:00,30.38,2013-01-13 08:00:00,34.97,2013-01-13 17:00:00,"1213-181","London","Arsenal",51.555,-0.10861111,,,
2012-12-29,"Mostly cloudy until evening.","partly-cloudy-day",2012-12-29 08:07:37,2012-12-29 16:00:08,0.53,0.0012,0.0107,0.54,52.56,1356764400,41.73,1356847200,52.56,1356764400,36.59,1356847200,45.68,0.84,1004.14,8.66,21.36,1356757200,209,0.64,0,1356739200,6.02,44.84,2012-12-29 23:00:00,52.95,2012-12-29 04:00:00,39.96,2012-12-29 23:00:00,52.95,2012-12-29 04:00:00,"1213-182","London","Arsenal",51.555,-0.10861111,2012-12-29 15:00:00,"rain",
2012-12-08,"Mostly cloudy throughout the day.","partly-cloudy-day",2012-12-08 07:55:00,2012-12-08 15:53:02,0.82,0,0,0,43.32,1354975200,37.42,1354996800,43.32,1354975200,34.9,1355004000,35.36,0.84,1023.32,1.95,9.68,1354924800,308,0.54,1,1354968000,6.15,37.36,2012-12-08 19:00:00,43.32,2012-12-08 14:00:00,34.9,2012-12-08 22:00:00,43.32,2012-12-08 14:00:00,"1213-183","London","Arsenal",51.555,-0.10861111,,,
2012-12-01,"Foggy in the morning.","fog",2012-12-01 07:46:14,2012-12-01 15:56:06,0.59,0,6e-04,0,41.92,1354370400,29.48,1354435200,39.32,1354374000,29.48,1354435200,31.59,0.89,1014.73,2.29,8.83,1354366800,283,0.38,1,1354359600,4.32,29.44,2012-12-01 06:00:00,41.92,2012-12-01 14:00:00,29.44,2012-12-01 06:00:00,39.32,2012-12-01 15:00:00,"1213-184","London","Arsenal",51.555,-0.10861111,2012-12-01 11:00:00,,
2012-11-17,"Mostly cloudy until evening.","partly-cloudy-day",2012-11-17 07:24:24,2012-11-17 16:09:29,0.13,2e-04,0.0015,0.29,54.13,1353142800,34.97,1353225600,54.13,1353142800,34.97,1353225600,47.66,0.89,1007.77,1.51,7.6,1353139200,247,0.72,1,1353146400,4.68,45.68,2012-11-17 23:00:00,54.13,2012-11-17 09:00:00,45.68,2012-11-17 23:00:00,54.13,2012-11-17 09:00:00,"1213-185","London","Arsenal",51.555,-0.10861111,2012-11-17 11:00:00,"rain",
2012-11-10,"Light rain in the morning.","rain",2012-11-10 07:12:16,2012-11-10 16:19:15,0.87,0.0032,0.0289,0.75,49.83,1352556000,35.23,1352617200,49.83,1352556000,35.23,1352617200,45.05,0.91,997.87,1.87,8.1,1352523600,219,0.54,1,1352541600,5.93,40.43,2012-11-10 23:00:00,50.16,2012-11-10 05:00:00,40.43,2012-11-10 23:00:00,50.16,2012-11-10 05:00:00,"1213-186","London","Arsenal",51.555,-0.10861111,2012-11-10 08:00:00,"rain",
2012-10-27,"Partly cloudy until evening.","partly-cloudy-day",2012-10-27 07:47:18,2012-10-27 17:43:33,0.43,0.0012,0.0084,0.48,45.64,1351339200,33.57,1351396800,41.4,1351342800,33.57,1351396800,34.87,0.81,1016.12,6.9,18.79,1351339200,353,0.45,1,1351328400,6.22,36.06,2012-10-27 07:00:00,45.64,2012-10-27 13:00:00,29.94,2012-10-27 07:00:00,41.4,2012-10-27 14:00:00,"1213-187","London","Arsenal",51.555,-0.10861111,2012-10-27 20:00:00,"rain",
2012-09-29,"Partly cloudy in the afternoon.","partly-cloudy-day",2012-09-29 06:59:51,2012-09-29 18:43:45,0.48,0,6e-04,0,60.21,1348930800,42.82,1348977600,60.21,1348930800,42.82,1348977600,44.42,0.75,1017.96,3.06,11.29,1348916400,279,0.17,3,1348916400,6.21,47.16,2012-09-29 23:00:00,60.21,2012-09-29 16:00:00,46.85,2012-09-29 08:00:00,60.21,2012-09-29 16:00:00,"1213-188","London","Arsenal",51.555,-0.10861111,2012-09-29 08:00:00,,
2012-09-15,"Partly cloudy throughout the day.","partly-cloudy-day",2012-09-15 06:37:28,2012-09-15 19:16:16,0.97,0,0,0,70.47,1347717600,53.84,1347757200,70.47,1347717600,53.84,1347757200,49.17,0.71,1017.32,2.57,9.89,1347717600,253,0.24,4,1347706800,6.21,48.28,2012-09-15 07:00:00,70.47,2012-09-15 15:00:00,48.28,2012-09-15 07:00:00,70.47,2012-09-15 15:00:00,"1213-189","London","Arsenal",51.555,-0.10861111,,,
2012-08-18,"Mostly cloudy in the morning.","partly-cloudy-day",2012-08-18 05:52:52,2012-08-18 20:18:23,0.03,0,0,0,85.94,1345302000,62.94,1345352400,87.78,1345302000,63.35,1345352400,61.51,0.61,1013.75,1.94,8.59,1345291200,223,0.21,6,1345287600,6.21,67.52,2012-08-18 07:00:00,85.94,2012-08-18 16:00:00,67.52,2012-08-18 07:00:00,87.78,2012-08-18 16:00:00,"1213-190","London","Arsenal",51.555,-0.10861111,,,
2013-05-19,"Mostly cloudy in the morning.","partly-cloudy-night",2013-05-19 05:18:38,2013-05-19 21:08:43,0.3,0,0,0,62.8,1368972000,46.69,1369015200,62.8,1368972000,44.53,1369022400,45.52,0.75,1013.17,2.91,12.49,1368972000,267,0.23,7,1368964800,6.05,42.04,2013-05-19 06:00:00,62.8,2013-05-19 15:00:00,42.04,2013-05-19 06:00:00,62.8,2013-05-19 15:00:00,"1213-191","Swansea","Swansea",51.64277778,-3.93472222,,,
2013-05-04,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-05-04 05:42:15,2013-05-04 20:45:14,0.82,0,0,0,55.14,1367679600,49.82,1367730000,55.14,1367679600,46.02,1367730000,46.62,0.84,1017.61,13.75,20.03,1367654400,245,0.62,6,1367665200,5.94,49.13,2013-05-04 07:00:00,55.14,2013-05-04 16:00:00,42.82,2013-05-04 07:00:00,55.14,2013-05-04 16:00:00,"1213-192","Swansea","Swansea",51.64277778,-3.93472222,,,
2013-04-20,"Partly cloudy starting in the evening.","partly-cloudy-night",2013-04-20 06:09:32,2013-04-20 20:21:49,0.31,0,0,0,54.98,1366466400,39.11,1366516800,54.98,1366466400,39.11,1366516800,37.04,0.7,1032.16,0.88,11.77,1366459200,193,0.08,6,1366455600,6.21,36.29,2013-04-20 07:00:00,54.98,2013-04-20 15:00:00,31.85,2013-04-20 07:00:00,54.98,2013-04-20 15:00:00,"1213-193","Swansea","Swansea",51.64277778,-3.93472222,,,
2013-03-30,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-03-30 05:55:52,2013-03-30 18:46:37,0.61,0,0,0,42.75,1364655600,30.94,1364709600,39.65,1364655600,26.24,1364713200,24.47,0.62,1012.27,6.15,11.39,1364644800,70,0.49,4,1364644800,6.21,28.79,2013-03-30 06:00:00,42.75,2013-03-30 15:00:00,20,2013-03-30 06:00:00,39.65,2013-03-30 15:00:00,"1213-194","Swansea","Swansea",51.64277778,-3.93472222,,,
2013-03-16,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-03-16 06:28:09,2013-03-16 18:23:03,0.15,0.0047,0.0759,0.9,45.37,1363431600,32.68,1363489200,44.9,1363442400,30.05,1363496400,38.08,0.9,992.26,1.66,8.35,1363435200,208,0.56,3,1363431600,5.78,35.5,2013-03-16 23:00:00,45.37,2013-03-16 11:00:00,33.64,2013-03-16 21:00:00,44.9,2013-03-16 14:00:00,"1213-195","Swansea","Swansea",51.64277778,-3.93472222,2013-03-16 17:00:00,"rain",
2013-03-02,"Mostly cloudy until afternoon.","partly-cloudy-day",2013-03-02 06:59:41,2013-03-02 17:58:51,0.66,0,0,0,44.95,1362236400,28.35,1362286800,43.36,1362232800,28.35,1362286800,30.37,0.72,1028.44,1.71,8.31,1362236400,96,0.53,2,1362222000,5.43,30.95,2013-03-02 23:00:00,44.95,2013-03-02 15:00:00,30.95,2013-03-02 23:00:00,43.36,2013-03-02 14:00:00,"1213-196","Swansea","Swansea",51.64277778,-3.93472222,,,
2013-02-09,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-02-09 07:41:55,2013-02-09 17:20:41,0.97,0,0,0,46.19,1360418400,43.22,1360476000,44.77,1360436400,37.87,1360479600,41.97,0.94,1018.7,2.56,8.71,1360418400,268,0.79,1,1360404000,5.37,41.31,2013-02-09 02:00:00,46.19,2013-02-09 14:00:00,40.59,2013-02-09 09:00:00,44.8,2013-02-09 20:00:00,"1213-197","Swansea","Swansea",51.64277778,-3.93472222,,,
2013-01-19,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-19 08:12:18,2013-01-19 16:43:00,0.26,0,0,0,34.9,1358600400,31.22,1358640000,30.66,1358600400,26.65,1358640000,29.44,0.87,997.84,5.25,17.71,1358560800,58,0.85,1,1358593200,5.24,31.11,2013-01-19 08:00:00,34.9,2013-01-19 13:00:00,23.91,2013-01-19 08:00:00,30.66,2013-01-19 13:00:00,"1213-198","Swansea","Swansea",51.64277778,-3.93472222,,,
2013-01-01,"Mostly cloudy overnight.","partly-cloudy-night",2013-01-01 08:23:13,2013-01-01 16:17:56,0.63,0,9e-04,0,47.11,1357048800,39.06,1357099200,43.12,1357048800,39.06,1357099200,38.14,0.82,1010.48,5.78,18.23,1357045200,280,0.22,1,1357041600,6.21,41.33,2013-01-01 09:00:00,47.11,2013-01-01 14:00:00,36.33,2013-01-01 05:00:00,43.12,2013-01-01 14:00:00,"1213-199","Swansea","Swansea",51.64277778,-3.93472222,2013-01-01 07:00:00,,
2012-12-23,"Mostly cloudy throughout the day.","partly-cloudy-day",2012-12-23 08:22:09,2012-12-23 16:10:30,0.35,0,0,0,50.95,1356264000,46.02,1356336000,50.95,1356264000,43.52,1356332400,47.95,0.92,1003.31,7.97,22.55,1356220800,235,0.76,0,1356220800,4.05,47.63,2012-12-23 22:00:00,53.2,2012-12-23 00:00:00,46.04,2012-12-23 17:00:00,53.2,2012-12-23 00:00:00,"1213-200","Swansea","Swansea",51.64277778,-3.93472222,,,
2012-12-08,"Mostly cloudy starting in the evening.","partly-cloudy-night",2012-12-08 08:10:44,2012-12-08 16:07:55,0.82,0,0,0,46.42,1354975200,35.28,1354996800,46.29,1354971600,35.28,1354996800,35.21,0.85,1025.96,1.86,9.09,1354932000,304,0.24,1,1354968000,6.21,31.68,2012-12-08 08:00:00,46.42,2012-12-08 14:00:00,31.68,2012-12-08 08:00:00,46.29,2012-12-08 13:00:00,"1213-201","Swansea","Swansea",51.64277778,-3.93472222,,,
2012-11-28,"Partly cloudy until afternoon.","partly-cloudy-day",2012-11-28 07:57:40,2012-11-28 16:13:06,0.5,0,0,0,46.13,1354107600,28.28,1354176000,42.89,1354114800,28.28,1354176000,33.67,0.73,1017.97,4.48,18.98,1354078800,2,0.36,1,1354100400,6.21,32.87,2012-11-28 23:00:00,46.13,2012-11-28 13:00:00,32.87,2012-11-28 23:00:00,42.89,2012-11-28 15:00:00,"1213-202","Swansea","Swansea",51.64277778,-3.93472222,,,
2012-11-25,"Light rain in the afternoon and evening.","rain",2012-11-25 07:53:07,2012-11-25 16:15:39,0.41,0.0046,0.034,0.95,51.77,1353852000,42.43,1353913200,51.77,1353852000,42.43,1353913200,44.29,0.88,1001.29,5,31.89,1353812400,247,0.6,1,1353841200,5.83,43.43,2012-11-25 08:00:00,51.77,2012-11-25 14:00:00,36.93,2012-11-25 04:00:00,51.77,2012-11-25 14:00:00,"1213-203","Swansea","Swansea",51.64277778,-3.93472222,2012-11-25 21:00:00,"rain",
2012-11-03,"Rain in the morning.","rain",2012-11-03 07:15:23,2012-11-03 16:45:44,0.64,0.019,0.1265,0.89,48.85,1351944000,41.53,1352012400,47.21,1351944000,37.86,1352012400,38.79,0.83,995.04,4.17,18,1351908000,246,0.52,1,1351936800,6.16,40.49,2012-11-03 08:00:00,48.85,2012-11-03 12:00:00,34.05,2012-11-03 08:00:00,47.21,2012-11-03 12:00:00,"1213-204","Swansea","Swansea",51.64277778,-3.93472222,2012-11-03 04:00:00,"rain",
2012-10-20,"Partly cloudy throughout the day.","partly-cloudy-day",2012-10-20 07:50:29,2012-10-20 18:12:37,0.18,0,0,0,59.88,1350741600,44.75,1350788400,59.88,1350741600,43.17,1350784800,49.58,0.86,1014.85,2.06,10.85,1350738000,201,0.43,2,1350730800,6.22,47.94,2012-10-20 02:00:00,59.88,2012-10-20 15:00:00,47.53,2012-10-20 01:00:00,59.88,2012-10-20 15:00:00,"1213-205","Swansea","Swansea",51.64277778,-3.93472222,,,
2012-10-06,"Mostly cloudy in the morning.","partly-cloudy-night",2012-10-06 07:26:40,2012-10-06 18:43:01,0.69,0,0,0,59.21,1349532000,40.68,1349593200,59.21,1349532000,40.56,1349582400,45.77,0.85,1013.79,1.6,8.22,1349524800,31,0.29,3,1349521200,6,42.04,2012-10-06 08:00:00,59.21,2012-10-06 15:00:00,42.04,2012-10-06 08:00:00,59.21,2012-10-06 15:00:00,"1213-206","Swansea","Swansea",51.64277778,-3.93472222,,,
2012-09-22,"Mostly cloudy starting in the evening.","partly-cloudy-night",2012-09-22 07:03:53,2012-09-22 19:15:17,0.23,0,0,0,60.56,1348322400,48.41,1348362000,60.56,1348322400,47.03,1348362000,42.74,0.74,1019.83,2.74,11.95,1348308000,80,0.2,4,1348315200,6.14,42.94,2012-09-22 07:00:00,60.56,2012-09-22 15:00:00,42.94,2012-09-22 07:00:00,60.56,2012-09-22 15:00:00,"1213-207","Swansea","Swansea",51.64277778,-3.93472222,,,
2012-09-01,"Mostly cloudy throughout the day.","partly-cloudy-day",2012-09-01 06:30:25,2012-09-01 20:03:45,0.54,0,0,0,66.28,1346497200,60.28,1346562000,66.28,1346497200,60.59,1346562000,56.63,0.85,1027.18,5.8,17.64,1346511600,249,0.58,5,1346504400,6.21,56.54,2012-09-01 07:00:00,66.28,2012-09-01 12:00:00,56.54,2012-09-01 07:00:00,66.28,2012-09-01 12:00:00,"1213-208","Swansea","Swansea",51.64277778,-3.93472222,,,
2012-08-25,"Partly cloudy throughout the day.","partly-cloudy-day",2012-08-25 06:19:12,2012-08-25 20:19:11,0.28,0.0022,0.0361,0.75,66.13,1345899600,53.37,1345960800,66.26,1345892400,53.37,1345960800,58.31,0.88,1002.07,4.31,13,1345903200,287,0.6,5,1345896000,6.11,58.46,2012-08-25 23:00:00,66.13,2012-08-25 14:00:00,58.46,2012-08-25 23:00:00,66.26,2012-08-25 12:00:00,"1213-209","Swansea","Swansea",51.64277778,-3.93472222,2012-08-25 00:00:00,"rain",
2013-05-12,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-05-12 05:14:30,2013-05-12 20:42:47,0.08,7e-04,0.0087,0.61,59.02,1368363600,51.56,1368421200,59.02,1368363600,51.56,1368421200,42.88,0.78,1014.72,5.31,12.43,1368363600,254,0.48,6,1368356400,6.15,42.38,2013-05-12 06:00:00,59.02,2013-05-12 14:00:00,38.76,2013-05-12 06:00:00,59.02,2013-05-12 14:00:00,"1213-210","London","QPR",51.50916667,-0.23222222,2013-05-12 18:00:00,"rain",
2013-05-04,"Partly cloudy throughout the day.","partly-cloudy-day",2013-05-04 05:27:54,2013-05-04 20:29:58,0.82,1e-04,0.0021,0.12,62.29,1367679600,44.5,1367726400,62.29,1367679600,44.5,1367726400,41.95,0.64,1017.34,4.87,15.27,1367679600,247,0.36,6,1367668800,6.21,46.22,2013-05-04 06:00:00,62.29,2013-05-04 16:00:00,45.54,2013-05-04 05:00:00,62.29,2013-05-04 16:00:00,"1213-211","London","QPR",51.50916667,-0.23222222,2013-05-04 14:00:00,"rain",
2013-04-20,"Clear throughout the day.","clear-day",2013-04-20 05:55:03,2013-04-20 20:06:41,0.31,0,0,0,56.72,1366470000,32.77,1366520400,56.72,1366470000,32.77,1366520400,33.52,0.65,1032.59,2.15,9.7,1366470000,97,0.1,6,1366459200,6.07,34.99,2013-04-20 06:00:00,56.72,2013-04-20 16:00:00,34.99,2013-04-20 06:00:00,56.72,2013-04-20 16:00:00,"1213-212","London","QPR",51.50916667,-0.23222222,,,
2013-04-07,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-04-07 06:23:09,2013-04-07 19:44:57,0.9,0,0,0,51.19,1365343200,38.46,1365390000,51.19,1365343200,34.38,1365393600,26.5,0.6,1020.28,2.01,10.14,1365343200,132,0.47,4,1365332400,6.19,28.97,2013-04-07 07:00:00,51.19,2013-04-07 15:00:00,28.97,2013-04-07 07:00:00,51.19,2013-04-07 15:00:00,"1213-213","London","QPR",51.50916667,-0.23222222,,,
2013-03-09,"Foggy in the morning.","fog",2013-03-09 06:29:13,2013-03-09 17:56:21,0.92,0.0014,0.011,0.66,44.97,1362837600,36.39,1362898800,44.41,1362830400,32.28,1362902400,40.92,0.91,1002.54,2.43,7.68,1362870000,353,0.83,2,1362823200,3.19,38.96,2013-03-09 23:00:00,46.81,2013-03-09 00:00:00,36.04,2013-03-09 23:00:00,46.81,2013-03-09 00:00:00,"1213-214","London","QPR",51.50916667,-0.23222222,2013-03-09 01:00:00,"rain",
2013-02-23,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-02-23 06:59:37,2013-02-23 17:31:47,0.42,0,0,0,35.57,1361628000,33.07,1361660400,31.3,1361628000,29.06,1361664000,25.39,0.71,1020.92,4.64,10.72,1361628000,28,0.81,2,1361617200,5.94,32.28,2013-02-23 05:00:00,35.57,2013-02-23 14:00:00,27.24,2013-02-23 04:00:00,31.3,2013-02-23 14:00:00,"1213-215","London","QPR",51.50916667,-0.23222222,,,
2013-02-02,"Partly cloudy until evening.","partly-cloudy-day",2013-02-02 07:38:29,2013-02-02 16:53:22,0.71,0,0,0,41.85,1359813600,31.4,1359860400,37.22,1359820800,31.4,1359860400,30.98,0.73,1015.82,5.37,14.27,1359810000,335,0.43,1,1359799200,6.21,33.21,2013-02-02 23:00:00,41.85,2013-02-02 14:00:00,31.84,2013-02-02 08:00:00,37.42,2013-02-02 01:00:00,"1213-216","London","QPR",51.50916667,-0.23222222,,,
2013-01-29,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-29 07:44:30,2013-01-29 16:46:06,0.57,0.0013,0.0104,0.6,56.21,1359468000,47.88,1359529200,56.21,1359468000,45.18,1359532800,49.96,0.88,1003.22,7.58,19.94,1359475200,230,0.65,1,1359457200,5.76,49.42,2013-01-29 06:00:00,56.21,2013-01-29 14:00:00,47.05,2013-01-29 05:00:00,56.21,2013-01-29 14:00:00,"1213-217","London","QPR",51.50916667,-0.23222222,2013-01-29 23:00:00,"rain",
2013-01-12,"Mostly cloudy throughout the day.","partly-cloudy-day",2013-01-12 08:03:05,2013-01-12 16:17:46,0.03,0.0014,0.0085,0.53,40.39,1357995600,34.54,1358064000,35.69,1357999200,30.61,1358064000,33.32,0.83,1012.84,4.9,11.8,1357995600,95,0.63,1,1357992000,5.1,34.54,2013-01-12 00:00:00,40.39,2013-01-12 13:00:00,33.21,2013-01-12 08:00:00,35.69,2013-01-12 14:00:00,"1213-218","London","QPR",51.50916667,-0.23222222,2013-01-12 07:00:00,"rain",
2012-12-30,"Mostly cloudy starting in the afternoon.","partly-cloudy-night",2012-12-30 08:07:54,2012-12-30 16:01:48,0.56,0,8e-04,0,48.96,1356886800,48.86,1356897600,45.22,1356886800,45.6,1356897600,39.49,0.78,1009.94,7.83,18.87,1356904800,236,0.36,1,1356868800,6.22,41.95,2012-12-30 06:00:00,51.62,2012-12-30 23:00:00,37.2,2012-12-30 06:00:00,51.62,2012-12-30 23:00:00,"1213-219","London","QPR",51.50916667,-0.23222222,2012-12-30 12:00:00,,
2012-12-26,"Partly cloudy until evening.","partly-cloudy-day",2012-12-26 08:07:31,2012-12-26 15:58:23,0.44,0.0034,0.039,0.8,50,1356548400,43.53,1356588000,50,1356548400,40.85,1356588000,42.18,0.88,1004.17,5.37,15.21,1356559200,237,0.37,1,1356523200,6.16,40.28,2012-12-26 02:00:00,50,2012-12-26 19:00:00,37.18,2012-12-26 05:00:00,50,2012-12-26 19:00:00,"1213-220","London","QPR",51.50916667,-0.23222222,2012-12-26 16:00:00,"rain",
2012-12-15,"Partly cloudy throughout the day.","partly-cloudy-night",2012-12-15 08:01:58,2012-12-15 15:53:24,0.08,4e-04,0.0029,0.27,51.67,1355572800,41.71,1355626800,51.67,1355572800,41.31,1355616000,43.48,0.86,991.39,5.39,14.27,1355572800,219,0.4,0,1355529600,6.22,44.31,2012-12-15 23:00:00,51.67,2012-12-15 12:00:00,42.12,2012-12-15 23:00:00,51.67,2012-12-15 12:00:00,"1213-221","London","QPR",51.50916667,-0.23222222,2012-12-15 19:00:00,"rain",
2012-12-01,"Foggy in the morning.","fog",2012-12-01 07:46:31,2012-12-01 15:56:48,0.59,0,8e-04,0,42.61,1354370400,29.86,1354435200,40.15,1354381200,29.86,1354435200,31.62,0.88,1014.77,2.13,8.25,1354366800,284,0.34,1,1354359600,4.23,29.74,2012-12-01 06:00:00,42.61,2012-12-01 14:00:00,29.74,2012-12-01 06:00:00,40.15,2012-12-01 17:00:00,"1213-222","London","QPR",51.50916667,-0.23222222,2012-12-01 11:00:00,,
2012-11-17,"Mostly cloudy throughout the day.","partly-cloudy-day",2012-11-17 07:24:43,2012-11-17 16:10:09,0.13,2e-04,0.0017,0.29,54.18,1353142800,34.81,1353225600,54.18,1353142800,34.81,1353225600,47.64,0.88,1007.77,1.51,7.46,1353157200,250,0.69,1,1353146400,4.78,45.92,2012-11-17 23:00:00,54.18,2012-11-17 09:00:00,45.92,2012-11-17 23:00:00,54.18,2012-11-17 09:00:00,"1213-223","London","QPR",51.50916667,-0.23222222,2012-11-17 11:00:00,"rain",
2012-11-04,"Rain in the morning.","rain",2012-11-04 07:01:58,2012-11-04 16:29:35,0.67,0.0171,0.1344,0.93,46.85,1352030400,35.07,1352073600,46.85,1352030400,35.07,1352073600,38.22,0.9,994.23,0.39,16.43,1352037600,274,0.59,1,1352023200,5.08,36.51,2012-11-04 23:00:00,46.85,2012-11-04 12:00:00,36.51,2012-11-04 23:00:00,46.85,2012-11-04 12:00:00,"1213-224","London","QPR",51.50916667,-0.23222222,2012-11-04 09:00:00,"rain",
2012-10-21,"Foggy overnight.","fog",2012-10-21 07:37:10,2012-10-21 17:56:01,0.22,0.0043,0.0453,0.81,54.02,1350831600,53.01,1350846000,54.02,1350831600,53.01,1350846000,50.04,0.92,1018.16,3.06,8.06,1350820800,46,0.72,2,1350817200,5.18,50.01,2012-10-21 06:00:00,54.02,2012-10-21 16:00:00,50.01,2012-10-21 06:00:00,54.02,2012-10-21 16:00:00,"1213-225","London","QPR",51.50916667,-0.23222222,2012-10-21 00:00:00,"rain",
2012-10-01,"Mostly cloudy until evening.","partly-cloudy-day",2012-10-01 07:03:34,2012-10-01 18:39:40,0.55,0.0054,0.0401,0.7,61.67,1349107200,50.93,1349146800,61.67,1349107200,50.93,1349146800,54.34,0.87,1012.05,4.49,12.18,1349053200,221,0.63,3,1349092800,5.59,54.06,2012-10-01 23:00:00,61.67,2012-10-01 17:00:00,54.06,2012-10-01 23:00:00,61.67,2012-10-01 17:00:00,"1213-226","London","QPR",51.50916667,-0.23222222,2012-10-01 07:00:00,"rain",
2012-09-15,"Partly cloudy throughout the day.","partly-cloudy-day",2012-09-15 06:38:00,2012-09-15 19:16:44,0.97,0,0,0,70.82,1347717600,54.39,1347757200,70.82,1347717600,54.39,1347757200,49.17,0.71,1017.35,2.4,9.88,1347717600,252,0.27,4,1347706800,6.21,48.02,2012-09-15 07:00:00,70.82,2012-09-15 15:00:00,48.02,2012-09-15 07:00:00,70.82,2012-09-15 15:00:00,"1213-227","London","QPR",51.50916667,-0.23222222,,,
