"daily.time","daily.summary","daily.icon","daily.sunriseTime","daily.sunsetTime","daily.moonPhase","daily.precipIntensity","daily.precipIntensityMax","daily.precipProbability","daily.temperatureHigh","daily.temperatureHighTime","daily.temperatureLow","daily.temperatureLowTime","daily.apparentTemperatureHigh","daily.apparentTemperatureHighTime","daily.apparentTemperatureLow","daily.apparentTemperatureLowTime","daily.dewPoint","daily.humidity","daily.pressure","daily.windSpeed","daily.windGust","daily.windGustTime","daily.windBearing","daily.cloudCover","daily.uvIndex","daily.uvIndexTime","daily.visibility","daily.temperatureMin","daily.temperatureMinTime","daily.temperatureMax","daily.temperatureMaxTime","daily.apparentTemperatureMin","daily.apparentTemperatureMinTime","daily.apparentTemperatureMax","daily.apparentTemperatureMaxTime","id","location","home.team","latitude","longitude","daily.precipIntensityMaxTime","daily.precipType","daily.precipAccumulation"
2014-08-17,"Mostly cloudy throughout the day.","partly-cloudy-day",2014-08-17 05:56:33,2014-08-17 20:38:10,0.74,0.0012,0.009,0.6,61.75,1408291200,55.87,1408341600,61.75,1408291200,55.87,1408341600,50.64,0.75,1007.4,9.59,24.14,1408287600,280,0.6,5,1408273200,6.18,55.2,2014-08-17 05:00:00,61.75,2014-08-17 17:00:00,55.2,2014-08-17 05:00:00,61.75,2014-08-17 17:00:00,"1415-19","Liverpool","Liverpool",53.43083333,-2.96083333,2014-08-17 05:00:00,"rain",
2015-05-24,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-05-24 04:59:25,2015-05-24 21:14:36,0.21,6e-04,0.0098,0.64,56.44,1432483200,45.51,1432515600,56.44,1432483200,44.3,1432515600,46.73,0.8,1019.34,2.63,14.44,1432486800,296,0.67,5,1432465200,6,48.27,2015-05-24 23:00:00,56.44,2015-05-24 17:00:00,48.27,2015-05-24 23:00:00,56.44,2015-05-24 17:00:00,"1415-20","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2015-05-24 09:00:00,"rain",
2015-05-09,"Mostly cloudy until evening.","partly-cloudy-day",2015-05-09 05:22:13,2015-05-09 20:50:43,0.68,6e-04,0.0053,0.55,53.39,1431194400,45.31,1431212400,53.39,1431194400,45.25,1431234000,44.54,0.81,1012.91,4.79,15.46,1431172800,258,0.66,5,1431169200,6.19,45.4,2015-05-09 23:00:00,53.39,2015-05-09 19:00:00,44.61,2015-05-09 07:00:00,53.39,2015-05-09 19:00:00,"1415-21","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2015-05-09 11:00:00,"rain",
2015-04-25,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-04-25 05:49:32,2015-04-25 20:26:08,0.23,0.0018,0.0221,0.71,58.17,1429959600,38.05,1430024400,58.17,1429959600,38.05,1430024400,44.3,0.79,1004.11,3.98,12.64,1429966800,249,0.75,4,1429956000,6.22,42.52,2015-04-25 23:00:00,58.17,2015-04-25 12:00:00,41.82,2015-04-25 20:00:00,58.17,2015-04-25 12:00:00,"1415-22","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2015-04-25 14:00:00,"rain",
2015-04-18,"Partly cloudy overnight.","partly-cloudy-night",2015-04-18 06:04:42,2015-04-18 20:13:37,0.99,0,0,0,57.54,1429369200,36.81,1429419600,57.54,1429369200,36.81,1429419600,36.53,0.68,1029.62,4.2,13.17,1429372800,76,0.27,6,1429358400,6.22,37.44,2015-04-18 07:00:00,57.54,2015-04-18 16:00:00,37.44,2015-04-18 07:00:00,57.54,2015-04-18 16:00:00,"1415-23","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2015-03-21,"Partly cloudy until afternoon.","partly-cloudy-day",2015-03-21 06:10:29,2015-03-21 18:23:53,0.04,0,0,0,49.66,1426946400,36.95,1427000400,47.57,1426950000,36.95,1427000400,35.38,0.76,1028.03,3.04,12.82,1426935600,16,0.46,3,1426935600,5.69,37.43,2015-03-21 07:00:00,49.66,2015-03-21 14:00:00,37.43,2015-03-21 07:00:00,47.57,2015-03-21 15:00:00,"1415-24","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2015-03-04,"Partly cloudy throughout the day.","partly-cloudy-day",2015-03-04 06:50:47,2015-03-04 17:53:00,0.46,0,0,0,46.12,1425477600,34.7,1425524400,41.85,1425477600,34.58,1425542400,33.33,0.76,1028.76,5.83,20.45,1425466800,290,0.42,2,1425466800,6.15,35.93,2015-03-04 03:00:00,46.12,2015-03-04 14:00:00,31.35,2015-03-04 04:00:00,41.85,2015-03-04 14:00:00,"1415-25","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2015-02-28,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-02-28 06:59:55,2015-02-28 17:45:32,0.34,1e-04,0.0019,0.38,51.84,1425128400,41.35,1425193200,51.84,1425128400,36.18,1425189600,41.56,0.84,1002.38,6.84,19.78,1425164400,199,0.71,2,1425121200,6.13,40.32,2015-02-28 00:00:00,51.84,2015-02-28 13:00:00,36.34,2015-02-28 03:00:00,51.84,2015-02-28 13:00:00,"1415-26","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2015-02-28 09:00:00,"rain",
2015-02-11,"Overcast throughout the day.","cloudy",2015-02-11 07:35:44,2015-02-11 17:12:52,0.73,0,0,0,39.17,1423666800,36.83,1423717200,39.17,1423666800,36.83,1423717200,34.22,0.87,1024.46,1.22,7.24,1423612800,194,0.95,1,1423648800,4.41,36.54,2015-02-11 02:00:00,39.17,2015-02-11 15:00:00,34.57,2015-02-11 01:00:00,39.17,2015-02-11 15:00:00,"1415-27","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2015-01-31,"Light rain in the morning.","rain",2015-01-31 07:55:11,2015-01-31 16:51:28,0.39,0.0047,0.0191,0.94,40.14,1422712800,35.55,1422738000,34.68,1422712800,28.5,1422766800,31.65,0.83,986.58,6.25,19.7,1422709200,317,0.61,1,1422702000,5.95,33.23,2015-01-31 01:00:00,40.14,2015-01-31 14:00:00,29.01,2015-01-31 21:00:00,34.68,2015-01-31 14:00:00,"1415-28","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2015-01-31 07:00:00,"rain",
2015-01-01,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-01-01 08:23:12,2015-01-01 16:03:26,0.38,0.0015,0.0113,0.88,53.45,1420138800,41.05,1420185600,53.45,1420138800,35.84,1420185600,47.72,0.91,1020.08,7.74,22.1,1420131600,208,0.73,0,1420070400,6.13,44.16,2015-01-01 00:00:00,54.41,2015-01-01 23:00:00,40.65,2015-01-01 00:00:00,54.41,2015-01-01 23:00:00,"1415-29","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2015-01-01 22:00:00,"rain",
2014-12-28,"Partly cloudy in the evening.","partly-cloudy-night",2014-12-28 08:23:19,2014-12-28 15:59:35,0.24,1e-04,0.0011,0.17,36.28,1419771600,28.07,1419825600,36.28,1419771600,28.07,1419825600,29.78,0.93,1031.73,0.68,3.79,1419728400,329,0.2,0,1419724800,4.78,27.94,2014-12-28 09:00:00,36.28,2014-12-28 13:00:00,27.94,2014-12-28 09:00:00,36.28,2014-12-28 13:00:00,"1415-30","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2014-12-28 14:00:00,"snow",0
2014-12-22,"Mostly cloudy throughout the day.","partly-cloudy-day",2014-12-22 08:21:41,2014-12-22 15:55:28,0.02,0,8e-04,0,54.79,1419256800,50.52,1419303600,54.79,1419256800,50.52,1419303600,48.53,0.85,1012.23,9.51,23.27,1419217200,249,0.73,0,1419206400,6.09,51.89,2014-12-22 19:00:00,54.79,2014-12-22 14:00:00,51.89,2014-12-22 19:00:00,54.79,2014-12-22 14:00:00,"1415-31","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2014-12-22 17:00:00,,
2014-12-06,"Partly cloudy throughout the day.","partly-cloudy-night",2014-12-06 08:07:32,2014-12-06 15:54:56,0.51,0,2e-04,0,42.7,1417874400,42.1,1417896000,42.7,1417874400,40.82,1417899600,34.2,0.92,1025.99,1.56,8.51,1417899600,217,0.48,0,1417824000,6.15,29.16,2014-12-06 07:00:00,44.45,2014-12-06 23:00:00,29.16,2014-12-06 07:00:00,42.7,2014-12-06 14:00:00,"1415-32","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2014-12-06 11:00:00,,
2014-11-22,"Mostly cloudy throughout the day.","partly-cloudy-day",2014-11-22 07:46:16,2014-11-22 16:06:23,0.99,0.0015,0.0232,0.55,55.88,1416661200,44.25,1416729600,55.88,1416661200,44.25,1416729600,48.67,0.95,1011.25,2.18,10.54,1416614400,175,0.65,1,1416654000,4.59,45.55,2014-11-22 00:00:00,55.88,2014-11-22 13:00:00,43.02,2014-11-22 00:00:00,55.88,2014-11-22 13:00:00,"1415-33","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2014-11-22 00:00:00,"rain",
2014-11-01,"Partly cloudy in the morning.","partly-cloudy-night",2014-11-01 07:07:38,2014-11-01 16:39:22,0.3,5e-04,0.0062,0.73,57.81,1414843200,52.4,1414915200,57.81,1414843200,52.4,1414915200,49.66,0.8,1010.03,5.46,19.44,1414875600,197,0.5,1,1414836000,6.22,51.88,2014-11-01 08:00:00,59.63,2014-11-01 00:00:00,51.88,2014-11-01 08:00:00,59.63,2014-11-01 00:00:00,"1415-34","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2014-11-01 05:00:00,"rain",
2014-10-19,"Partly cloudy throughout the day.","partly-cloudy-day",2014-10-19 07:43:18,2014-10-19 18:06:14,0.86,1e-04,8e-04,0.11,62.09,1413720000,49.53,1413781200,62.09,1413720000,49.13,1413781200,51.98,0.8,1008.42,5.96,20.25,1413720000,217,0.49,2,1413716400,6.2,55.1,2014-10-19 23:00:00,62.09,2014-10-19 13:00:00,55.1,2014-10-19 23:00:00,62.09,2014-10-19 13:00:00,"1415-35","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2014-10-19 23:00:00,"rain",
2014-09-29,"Partly cloudy throughout the day.","partly-cloudy-day",2014-09-29 07:07:49,2014-09-29 18:52:39,0.17,7e-04,0.0094,0.34,65.28,1412002800,54.07,1412053200,65.28,1412002800,54.07,1412053200,54.6,0.88,1019.68,0.07,3.08,1412010000,238,0.56,3,1411992000,4.6,53.26,2014-09-29 08:00:00,65.28,2014-09-29 16:00:00,53.26,2014-09-29 08:00:00,65.28,2014-09-29 16:00:00,"1415-36","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,2014-09-29 20:00:00,"rain",
2014-09-13,"Mostly cloudy throughout the day.","partly-cloudy-day",2014-09-13 06:40:37,2014-09-13 19:31:28,0.66,0,0,0,66.4,1410616800,48.57,1410667200,66.4,1410616800,48.57,1410667200,51.95,0.79,1027.9,1.78,7.88,1410620400,97,0.51,4,1410609600,5.33,52.12,2014-09-13 02:00:00,66.4,2014-09-13 15:00:00,52.12,2014-09-13 02:00:00,66.4,2014-09-13 15:00:00,"1415-37","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2014-08-16,"Mostly cloudy throughout the day.","partly-cloudy-day",2014-08-16 05:53:01,2014-08-16 20:35:49,0.71,0,0,0,63.83,1408197600,53.04,1408255200,63.83,1408197600,53.04,1408255200,49.42,0.75,1018.45,4.75,14.68,1408197600,262,0.69,5,1408190400,6.22,50.81,2014-08-16 06:00:00,63.83,2014-08-16 15:00:00,50.81,2014-08-16 06:00:00,63.83,2014-08-16 15:00:00,"1415-38","Stoke-on-Trent","Stoke",52.98833333,-2.17555556,,,
2015-05-16,"Mostly cloudy until afternoon.","partly-cloudy-day",2015-05-16 05:08:03,2015-05-16 20:47:11,0.94,0,0,0,65.65,1431788400,43.78,1431835200,65.65,1431788400,42.02,1431831600,45.9,0.66,1023.61,4.04,12.91,1431774000,278,0.4,6,1431774000,6.22,51.91,2015-05-16 02:00:00,65.65,2015-05-16 16:00:00,51.91,2015-05-16 02:00:00,65.65,2015-05-16 16:00:00,"1415-39","London","West Ham",51.53194444,0.03944444,,,
2015-05-02,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-05-02 05:31:15,2015-05-02 20:24:53,0.44,1e-04,0.003,0.33,56.9,1430571600,49.54,1430607600,56.9,1430571600,48.11,1430607600,41.06,0.75,1009.56,3.89,12.82,1430578800,96,0.53,5,1430564400,6.2,41.58,2015-05-02 03:00:00,56.9,2015-05-02 14:00:00,41.58,2015-05-02 03:00:00,56.9,2015-05-02 14:00:00,"1415-40","London","West Ham",51.53194444,0.03944444,2015-05-02 23:00:00,"rain",
2015-04-11,"Mostly cloudy until afternoon.","partly-cloudy-day",2015-04-11 06:14:14,2015-04-11 19:49:46,0.73,0.0012,0.0194,0.71,57.32,1428764400,38.24,1428811200,57.32,1428764400,38.24,1428811200,38.64,0.63,1017.88,4.9,16.67,1428750000,255,0.37,5,1428753600,6.18,44.98,2015-04-11 23:00:00,57.32,2015-04-11 16:00:00,44.98,2015-04-11 23:00:00,57.32,2015-04-11 16:00:00,"1415-41","London","West Ham",51.53194444,0.03944444,2015-04-11 11:00:00,"rain",
2015-03-21,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-03-21 06:01:52,2015-03-21 18:14:47,0.04,0,0,0,46.35,1426942800,38.23,1427004000,43.05,1426924800,37.44,1426996800,37.39,0.76,1025.41,5.17,15.79,1426946400,0,0.67,3,1426935600,6.22,41.64,2015-03-21 06:00:00,46.62,2015-03-21 00:00:00,39.39,2015-03-21 23:00:00,44.75,2015-03-21 00:00:00,"1415-42","London","West Ham",51.53194444,0.03944444,,,
2015-03-04,"Partly cloudy until evening.","partly-cloudy-day",2015-03-04 06:40:20,2015-03-04 17:45:44,0.46,0,0,0,50.12,1425484800,32.91,1425535200,50.12,1425484800,32.91,1425535200,32.55,0.69,1029.34,4.35,14.79,1425466800,285,0.22,2,1425463200,6.22,36.39,2015-03-04 06:00:00,50.12,2015-03-04 16:00:00,31.86,2015-03-04 07:00:00,50.12,2015-03-04 16:00:00,"1415-43","London","West Ham",51.53194444,0.03944444,,,
2015-02-28,"Light rain starting in the evening.","rain",2015-02-28 06:49:02,2015-02-28 17:38:42,0.34,0.0032,0.035,0.81,49.37,1425146400,44.79,1425193200,46.37,1425150000,41.04,1425193200,42.36,0.87,1008.51,6.14,17.09,1425160800,202,0.76,2,1425121200,5.67,40.35,2015-02-28 00:00:00,49.99,2015-02-28 23:00:00,38.53,2015-02-28 00:00:00,46.83,2015-02-28 23:00:00,"1415-44","London","West Ham",51.53194444,0.03944444,2015-02-28 22:00:00,"rain",
2015-02-08,"Partly cloudy until afternoon.","partly-cloudy-day",2015-02-08 07:28:19,2015-02-08 17:02:21,0.64,0,0,0,47.08,1423407600,35.79,1423443600,47.08,1423407600,32.91,1423443600,34.98,0.81,1038.04,2.42,10.66,1423396800,339,0.35,1,1423389600,5.92,36.83,2015-02-08 22:00:00,47.08,2015-02-08 15:00:00,35.96,2015-02-08 04:00:00,47.08,2015-02-08 15:00:00,"1415-45","London","West Ham",51.53194444,0.03944444,,,
2015-01-18,"Partly cloudy until afternoon.","partly-cloudy-day",2015-01-18 07:57:26,2015-01-18 16:25:07,0.92,9e-04,0.0047,0.5,39.67,1421589600,31.29,1421625600,39.55,1421586000,31.29,1421625600,33.38,0.88,1011.95,1.05,7.17,1421593200,336,0.43,1,1421578800,5.76,31.4,2015-01-18 23:00:00,39.67,2015-01-18 14:00:00,31.4,2015-01-18 23:00:00,39.55,2015-01-18 13:00:00,"1415-46","London","West Ham",51.53194444,0.03944444,2015-01-18 05:00:00,"rain",
2015-01-01,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-01-01 08:06:49,2015-01-01 16:02:05,0.38,2e-04,0.004,0.53,50.66,1420138800,48.09,1420185600,50.66,1420138800,45.43,1420185600,43.82,0.88,1027.61,6.11,19.89,1420142400,213,0.88,0,1420070400,5.5,40.7,2015-01-01 00:00:00,52.85,2015-01-01 23:00:00,38.52,2015-01-01 00:00:00,52.85,2015-01-01 23:00:00,"1415-47","London","West Ham",51.53194444,0.03944444,2015-01-01 23:00:00,"rain",
2014-12-28,"Partly cloudy in the evening.","partly-cloudy-night",2014-12-28 08:06:47,2014-12-28 15:58:23,0.24,0,0,0,42.06,1419771600,30,1419811200,41.05,1419778800,30,1419811200,29.86,0.79,1029.19,2.57,9.21,1419735600,13,0.2,1,1419768000,6.22,30.66,2014-12-28 23:00:00,42.06,2014-12-28 13:00:00,30.66,2014-12-28 23:00:00,41.05,2014-12-28 15:00:00,"1415-48","London","West Ham",51.53194444,0.03944444,,,
2014-12-20,"Partly cloudy until evening.","partly-cloudy-day",2014-12-20 08:04:03,2014-12-20 15:53:26,0.94,0,0,0,49.28,1419080400,40.56,1419123600,46.01,1419080400,39.66,1419127200,37.7,0.77,1026.46,4.83,15.08,1419080400,262,0.38,0,1419033600,6.22,41.4,2014-12-20 02:00:00,49.28,2014-12-20 13:00:00,38.66,2014-12-20 01:00:00,46.01,2014-12-20 13:00:00,"1415-49","London","West Ham",51.53194444,0.03944444,,,
2014-12-07,"Mostly cloudy until afternoon.","partly-cloudy-day",2014-12-07 07:52:35,2014-12-07 15:52:59,0.54,4e-04,0.0041,0.43,50.3,1417957200,37.48,1418000400,50.3,1417957200,34.91,1417989600,38.66,0.81,1019.05,3.95,14.79,1417964400,256,0.48,1,1417953600,6.21,37.86,2014-12-07 22:00:00,50.3,2014-12-07 13:00:00,34.91,2014-12-07 22:00:00,50.3,2014-12-07 13:00:00,"1415-50","London","West Ham",51.53194444,0.03944444,2014-12-07 12:00:00,"rain",
