"daily.time","daily.summary","daily.icon","daily.sunriseTime","daily.sunsetTime","daily.moonPhase","daily.precipIntensity","daily.precipIntensityMax","daily.precipProbability","daily.temperatureHigh","daily.temperatureHighTime","daily.temperatureLow","daily.temperatureLowTime","daily.apparentTemperatureHigh","daily.apparentTemperatureHighTime","daily.apparentTemperatureLow","daily.apparentTemperatureLowTime","daily.dewPoint","daily.humidity","daily.pressure","daily.windSpeed","daily.windGust","daily.windGustTime","daily.windBearing","daily.cloudCover","daily.uvIndex","daily.uvIndexTime","daily.visibility","daily.temperatureMin","daily.temperatureMinTime","daily.temperatureMax","daily.temperatureMaxTime","daily.apparentTemperatureMin","daily.apparentTemperatureMinTime","daily.apparentTemperatureMax","daily.apparentTemperatureMaxTime","id","location","home.team","latitude","longitude","daily.precipIntensityMaxTime","daily.precipType","daily.precipAccumulation"
2014-11-29,"Foggy overnight.","fog",2014-11-29 07:42:01,2014-11-29 15:57:18,0.25,0,5e-04,0,55.42,1417269600,41.93,1417312800,55.42,1417269600,41.93,1417312800,46.93,0.88,1010.19,1.98,7.46,1417230000,95,0.11,1,1417258800,4.45,43.97,2014-11-29 23:00:00,55.42,2014-11-29 14:00:00,43.97,2014-11-29 23:00:00,55.42,2014-11-29 14:00:00,"1415-51","London","West Ham",51.53194444,0.03944444,2014-11-29 00:00:00,,
2014-11-08,"Light rain in the evening.","rain",2014-11-08 07:07:12,2014-11-08 16:22:37,0.56,0.007,0.0478,0.69,56.94,1415451600,47.64,1415520000,56.94,1415451600,47.64,1415520000,47.21,0.86,1000.96,4.07,18.34,1415458800,186,0.48,1,1415440800,5.95,45.82,2014-11-08 04:00:00,56.94,2014-11-08 13:00:00,45.48,2014-11-08 07:00:00,56.94,2014-11-08 13:00:00,"1415-52","London","West Ham",51.53194444,0.03944444,2014-11-08 20:00:00,"rain",
2014-10-25,"Mostly cloudy throughout the day.","partly-cloudy-day",2014-10-25 07:42:16,2014-10-25 17:47:50,0.05,0,0,0,59.97,1414245600,53.24,1414270800,59.97,1414245600,53.24,1414270800,46.57,0.79,1018.28,2.63,10.89,1414242000,236,0.52,2,1414238400,6.21,46.23,2014-10-25 06:00:00,59.97,2014-10-25 15:00:00,46.23,2014-10-25 06:00:00,59.97,2014-10-25 15:00:00,"1415-53","London","West Ham",51.53194444,0.03944444,,,
2014-10-05,"Clear throughout the day.","clear-day",2014-10-05 07:08:14,2014-10-05 18:30:34,0.39,0,3e-04,0,60.74,1412514000,45.52,1412550000,60.74,1412514000,45.52,1412550000,41.51,0.76,1019.51,0.48,3.82,1412510400,198,0.15,3,1412506800,6.21,38.9,2014-10-05 07:00:00,60.74,2014-10-05 14:00:00,38.9,2014-10-05 07:00:00,60.74,2014-10-05 14:00:00,"1415-54","London","West Ham",51.53194444,0.03944444,2014-10-05 05:00:00,,
2014-09-20,"Foggy in the morning.","fog",2014-09-20 06:44:03,2014-09-20 19:05:09,0.88,6e-04,0.0049,0.3,66.21,1411218000,54.87,1411282800,66.54,1411218000,54.87,1411282800,60.13,0.9,1015.73,1.76,6.94,1411232400,11,0.8,3,1411210800,3.22,60.04,2014-09-20 23:00:00,66.21,2014-09-20 14:00:00,60.04,2014-09-20 23:00:00,66.54,2014-09-20 14:00:00,"1415-55","London","West Ham",51.53194444,0.03944444,2014-09-20 08:00:00,"rain",
2014-08-30,"Partly cloudy throughout the day.","partly-cloudy-day",2014-08-30 06:10:46,2014-08-30 19:53:12,0.15,3e-04,0.0031,0.28,67.41,1409407200,55.8,1409464800,67.41,1409407200,55.8,1409464800,53.82,0.72,1014.88,4.21,11.63,1409392800,260,0.5,5,1409396400,6.21,59.84,2014-08-30 08:00:00,67.41,2014-08-30 15:00:00,59.84,2014-08-30 08:00:00,67.41,2014-08-30 15:00:00,"1415-56","London","West Ham",51.53194444,0.03944444,2014-08-30 07:00:00,"rain",
2014-08-16,"Mostly cloudy throughout the day.","partly-cloudy-day",2014-08-16 05:48:22,2014-08-16 20:22:45,0.71,0,0,0,68.57,1408201200,57.97,1408251600,68.57,1408201200,57.97,1408251600,49.99,0.68,1020,3.47,13.87,1408208400,270,0.43,5,1408186800,6.21,53.01,2014-08-16 06:00:00,68.57,2014-08-16 16:00:00,53.01,2014-08-16 06:00:00,68.57,2014-08-16 16:00:00,"1415-57","London","West Ham",51.53194444,0.03944444,,,
2015-05-16,"Mostly cloudy until afternoon.","partly-cloudy-day",2015-05-16 05:16:20,2015-05-16 20:50:21,0.94,0,0,0,65.2,1431788400,42.81,1431838800,65.2,1431788400,42.12,1431828000,46.61,0.69,1024.91,5.78,15.27,1431766800,278,0.43,7,1431777600,6.17,49.23,2015-05-16 23:00:00,65.2,2015-05-16 16:00:00,47.46,2015-05-16 23:00:00,65.2,2015-05-16 16:00:00,"1415-58","Southampton","Southampton",50.90583333,-1.39111111,,,
2015-04-25,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-04-25 05:52:05,2015-04-25 20:17:18,0.23,0.0046,0.0215,0.93,60.6,1429970400,47.67,1430031600,60.6,1429970400,46.18,1430031600,50.09,0.86,1006.26,5.07,12.27,1429959600,223,0.8,5,1429963200,5.48,51.23,2015-04-25 06:00:00,60.6,2015-04-25 15:00:00,51.23,2015-04-25 06:00:00,60.6,2015-04-25 15:00:00,"1415-59","Southampton","Southampton",50.90583333,-1.39111111,2015-04-25 00:00:00,"rain",
2015-04-11,"Mostly cloudy until afternoon.","partly-cloudy-day",2015-04-11 06:20:58,2015-04-11 19:54:28,0.73,0.0012,0.016,0.66,56.1,1428764400,37.08,1428807600,56.1,1428764400,37.08,1428807600,40.57,0.7,1018.9,5.65,17.69,1428757200,254,0.48,5,1428753600,5.73,43.32,2015-04-11 23:00:00,56.1,2015-04-11 16:00:00,43.32,2015-04-11 23:00:00,56.1,2015-04-11 16:00:00,"1415-60","Southampton","Southampton",50.90583333,-1.39111111,2015-04-11 09:00:00,"rain",
2015-03-21,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-03-21 06:07:41,2015-03-21 18:20:25,0.04,0,0,0,49.67,1426942800,40.56,1427004000,46.07,1426942800,37.89,1427007600,36.02,0.71,1025.95,5.76,16.53,1426946400,19,0.63,3,1426935600,6.19,40.14,2015-03-21 06:00:00,49.67,2015-03-21 13:00:00,38.12,2015-03-21 06:00:00,46.07,2015-03-21 13:00:00,"1415-61","Southampton","Southampton",50.90583333,-1.39111111,,,
2015-03-03,"Partly cloudy until afternoon.","partly-cloudy-day",2015-03-03 06:47:33,2015-03-03 17:50:24,0.43,0.0033,0.0469,0.79,47.88,1425394800,36.44,1425438000,43.76,1425394800,32.86,1425452400,34.2,0.75,1017.08,5.31,15.43,1425391200,256,0.34,2,1425380400,6.22,36.6,2015-03-03 02:00:00,47.88,2015-03-03 15:00:00,35.07,2015-03-03 23:00:00,43.76,2015-03-03 15:00:00,"1415-62","Southampton","Southampton",50.90583333,-1.39111111,2015-03-03 06:00:00,"rain",
2015-02-22,"Rain starting in the afternoon, continuing until evening.","rain",2015-02-22 07:06:16,2015-02-22 17:34:48,0.13,0.0158,0.0814,0.89,46.09,1424631600,40.25,1424671200,40.56,1424631600,36.87,1424671200,35.94,0.89,1003.54,5.75,24.44,1424620800,207,0.5,2,1424602800,5.13,27.79,2015-02-22 07:00:00,49.53,2015-02-22 22:00:00,27.79,2015-02-22 07:00:00,45.58,2015-02-22 22:00:00,"1415-63","Southampton","Southampton",50.90583333,-1.39111111,2015-02-22 18:00:00,"rain",
2015-02-11,"Overcast throughout the day.","cloudy",2015-02-11 07:27:08,2015-02-11 17:15:11,0.73,0,0,0,43.25,1423659600,38.23,1423728000,43.25,1423659600,38.23,1423728000,35.31,0.78,1024.28,2.23,6.73,1423627200,118,1,1,1423648800,6.1,40.07,2015-02-11 23:00:00,43.25,2015-02-11 13:00:00,39.03,2015-02-11 02:00:00,43.25,2015-02-11 13:00:00,"1415-64","Southampton","Southampton",50.90583333,-1.39111111,,,
2015-02-01,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-02-01 07:43:27,2015-02-01 16:57:15,0.43,0,0,0,41.91,1422795600,27.67,1422856800,35.77,1422795600,25.32,1422846000,28.36,0.67,1001.49,7.9,20.68,1422784800,319,0.58,1,1422784800,6.19,33.09,2015-02-01 23:00:00,41.91,2015-02-01 13:00:00,29.74,2015-02-01 23:00:00,35.77,2015-02-01 13:00:00,"1415-65","Southampton","Southampton",50.90583333,-1.39111111,,,
2015-01-01,"Light rain overnight.","rain",2015-01-01 08:09:30,2015-01-01 16:10:51,0.38,0.0021,0.0185,0.89,52.19,1420138800,47.01,1420185600,52.19,1420138800,44.11,1420185600,46.77,0.9,1028.42,9.99,25.54,1420146000,211,0.93,1,1420113600,4.68,45.81,2015-01-01 00:00:00,53.21,2015-01-01 23:00:00,43.19,2015-01-01 00:00:00,53.21,2015-01-01 23:00:00,"1415-66","Southampton","Southampton",50.90583333,-1.39111111,2015-01-01 23:00:00,"rain",
2014-12-28,"Clear throughout the day.","clear-day",2014-12-28 08:09:25,2014-12-28 16:07:12,0.24,0,0,0,42.61,1419775200,26.72,1419822000,39.4,1419775200,23.29,1419836400,29.29,0.79,1029.33,4.56,12.39,1419728400,17,0.14,1,1419768000,6.08,27.75,2014-12-28 23:00:00,42.61,2014-12-28 14:00:00,27.75,2014-12-28 23:00:00,39.4,2014-12-28 14:00:00,"1415-67","Southampton","Southampton",50.90583333,-1.39111111,,,
2014-12-20,"Mostly cloudy until afternoon.","partly-cloudy-day",2014-12-20 08:06:39,2014-12-20 16:02:17,0.94,0,0,0,49.4,1419080400,39.91,1419116400,46.09,1419080400,39.62,1419120000,39.11,0.79,1028.28,5.29,12.8,1419084000,264,0.47,1,1419076800,6.22,39.91,2014-12-20 23:00:00,49.4,2014-12-20 13:00:00,38.9,2014-12-20 00:00:00,46.09,2014-12-20 13:00:00,"1415-68","Southampton","Southampton",50.90583333,-1.39111111,,,
2014-12-08,"Mostly cloudy in the morning.","partly-cloudy-night",2014-12-08 07:56:29,2014-12-08 16:01:24,0.57,1e-04,0.0012,0.29,45.03,1418047200,30.67,1418112000,41.51,1418047200,30.67,1418112000,33.96,0.79,1021.49,4.33,12.6,1418036400,286,0.32,1,1418036400,6.21,36.74,2014-12-08 23:00:00,45.03,2014-12-08 14:00:00,33.55,2014-12-08 23:00:00,41.51,2014-12-08 14:00:00,"1415-69","Southampton","Southampton",50.90583333,-1.39111111,2014-12-08 07:00:00,"rain",
2014-11-30,"Foggy in the morning.","fog",2014-11-30 07:46:23,2014-11-30 16:05:06,0.29,0,4e-04,0,52.73,1417356000,46.44,1417420800,52.73,1417356000,43.25,1417417200,45.06,0.91,1014.19,2.99,9.38,1417384800,347,0.7,1,1417345200,3.46,42.32,2014-11-30 01:00:00,52.73,2014-11-30 14:00:00,42.32,2014-11-30 01:00:00,52.73,2014-11-30 14:00:00,"1415-70","Southampton","Southampton",50.90583333,-1.39111111,2014-11-30 09:00:00,,
2014-11-08,"Rain starting in the afternoon, continuing until evening.","rain",2014-11-08 07:10:58,2014-11-08 16:30:17,0.56,0.0113,0.0619,0.9,56.75,1415451600,40.64,1415520000,56.75,1415451600,40.64,1415520000,47.93,0.89,1000.13,5.35,25.88,1415448000,195,0.47,1,1415440800,5.89,46.25,2014-11-08 04:00:00,56.75,2014-11-08 13:00:00,45.66,2014-11-08 05:00:00,56.75,2014-11-08 13:00:00,"1415-71","Southampton","Southampton",50.90583333,-1.39111111,2014-11-08 17:00:00,"rain",
2014-10-25,"Mostly cloudy throughout the day.","partly-cloudy-day",2014-10-25 07:46:39,2014-10-25 17:54:54,0.05,0,0,0,59.08,1414245600,55.1,1414267200,59.08,1414245600,55.1,1414267200,47.14,0.8,1018.9,3.57,10.59,1414242000,239,0.76,2,1414238400,6.06,47.68,2014-10-25 03:00:00,59.08,2014-10-25 15:00:00,47.68,2014-10-25 03:00:00,59.08,2014-10-25 15:00:00,"1415-72","Southampton","Southampton",50.90583333,-1.39111111,,,
2014-10-18,"Mostly cloudy throughout the day.","partly-cloudy-day",2014-10-18 07:34:47,2014-10-18 18:08:51,0.83,0.0013,0.0174,0.66,65.8,1413644400,59.75,1413702000,65.97,1413644400,59.75,1413702000,59.96,0.88,1010.44,7.49,15.6,1413633600,195,0.75,2,1413630000,6.04,62.11,2014-10-18 00:00:00,65.8,2014-10-18 16:00:00,62.32,2014-10-18 00:00:00,65.97,2014-10-18 16:00:00,"1415-73","Southampton","Southampton",50.90583333,-1.39111111,2014-10-18 00:00:00,"rain",
2014-09-27,"Mostly cloudy throughout the day.","partly-cloudy-day",2014-09-27 07:00:51,2014-09-27 18:54:44,0.1,0,0,0,68.86,1411819200,54.01,1411884000,68.86,1411819200,54.01,1411884000,55.47,0.85,1025.99,0.82,5.5,1411826400,121,0.75,3,1411815600,6.16,53,2014-09-27 04:00:00,68.86,2014-09-27 13:00:00,53,2014-09-27 04:00:00,68.86,2014-09-27 13:00:00,"1415-74","Southampton","Southampton",50.90583333,-1.39111111,,,
2014-09-13,"Partly cloudy until evening.","partly-cloudy-day",2014-09-13 06:39:10,2014-09-13 19:26:39,0.66,0,0,0,70.24,1410616800,54.01,1410667200,70.24,1410616800,54.01,1410667200,55.37,0.82,1025.61,3.4,10.11,1410598800,54,0.36,4,1410609600,5.28,54.18,2014-09-13 05:00:00,70.24,2014-09-13 15:00:00,54.18,2014-09-13 05:00:00,70.24,2014-09-13 15:00:00,"1415-75","Southampton","Southampton",50.90583333,-1.39111111,,,
2014-08-23,"Partly cloudy starting in the afternoon, continuing until evening.","partly-cloudy-day",2014-08-23 06:06:43,2014-08-23 20:12:40,0.93,0,0,0,66.56,1408802400,43.23,1408856400,66.56,1408802400,43.23,1408856400,44.06,0.65,1016.17,3.45,12.08,1408806000,291,0.28,5,1408791600,6.21,45.48,2014-08-23 07:00:00,66.56,2014-08-23 15:00:00,45.48,2014-08-23 07:00:00,66.56,2014-08-23 15:00:00,"1415-76","Southampton","Southampton",50.90583333,-1.39111111,,,
2015-05-24,"Partly cloudy throughout the day.","partly-cloudy-day",2015-05-24 04:57:08,2015-05-24 21:08:37,0.21,1e-04,0.0014,0.32,59.97,1432472400,45.32,1432515600,59.97,1432472400,45.32,1432515600,48.86,0.8,1019.48,2.99,11.47,1432472400,264,0.55,5,1432465200,6.03,48.79,2015-05-24 23:00:00,59.97,2015-05-24 14:00:00,48.79,2015-05-24 23:00:00,59.97,2015-05-24 14:00:00,"1415-77","Leicester","Leicester",52.62027778,-1.14222222,2015-05-24 13:00:00,"rain",
2015-05-09,"Mostly cloudy until evening.","partly-cloudy-day",2015-05-09 05:19:32,2015-05-09 20:45:08,0.68,0,0,0,55.16,1431180000,45.56,1431212400,55.16,1431180000,45.46,1431234000,43.88,0.74,1013.57,7.26,19.36,1431172800,246,0.63,5,1431169200,6.22,46.06,2015-05-09 23:00:00,55.16,2015-05-09 15:00:00,45.96,2015-05-09 06:00:00,55.16,2015-05-09 15:00:00,"1415-78","Leicester","Leicester",52.62027778,-1.14222222,,,
2015-05-02,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-05-02 05:32:24,2015-05-02 20:33:10,0.44,2e-04,0.0021,0.43,51.75,1430582400,45.61,1430614800,51.75,1430582400,40.81,1430618400,37.43,0.72,1009.96,7.01,13.33,1430600400,96,0.64,5,1430560800,6.22,38.85,2015-05-02 02:00:00,51.75,2015-05-02 17:00:00,36.73,2015-05-02 06:00:00,51.75,2015-05-02 17:00:00,"1415-79","Leicester","Leicester",52.62027778,-1.14222222,2015-05-02 17:00:00,"rain",
2015-04-29,"Partly cloudy until evening.","partly-cloudy-day",2015-04-29 05:38:18,2015-04-29 20:27:57,0.35,0.0018,0.0203,0.79,55.57,1430316000,41.1,1430362800,55.57,1430316000,36.96,1430366400,35.2,0.63,1010.89,6.52,17.24,1430319600,226,0.47,5,1430308800,6.15,43.16,2015-04-29 05:00:00,55.57,2015-04-29 15:00:00,38.52,2015-04-29 07:00:00,55.57,2015-04-29 15:00:00,"1415-80","Leicester","Leicester",52.62027778,-1.14222222,2015-04-29 08:00:00,"rain",
2015-04-18,"Mostly cloudy overnight.","partly-cloudy-night",2015-04-18 06:01:25,2015-04-18 20:08:38,0.99,0,0,0,57.5,1429365600,39.52,1429401600,57.5,1429365600,35.86,1429405200,37.21,0.71,1029.38,7.53,14.47,1429365600,57,0.23,5,1429354800,6.22,37.18,2015-04-18 06:00:00,57.5,2015-04-18 15:00:00,34.25,2015-04-18 06:00:00,57.5,2015-04-18 15:00:00,"1415-81","Leicester","Leicester",52.62027778,-1.14222222,,,
2015-04-04,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-04-04 06:33:18,2015-04-04 19:44:06,0.5,2e-04,0.0045,0.28,50.53,1428163200,43.3,1428213600,50.53,1428163200,43.3,1428213600,41.82,0.82,1022.8,3.53,13.27,1428138000,355,0.75,4,1428148800,6.06,45.19,2015-04-04 06:00:00,50.53,2015-04-04 17:00:00,41.64,2015-04-04 10:00:00,50.53,2015-04-04 17:00:00,"1415-82","Leicester","Leicester",52.62027778,-1.14222222,2015-04-04 00:00:00,"rain",
2015-03-14,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-03-14 06:23:01,2015-03-14 18:07:19,0.78,0,0,0,44.82,1426348800,38.68,1426363200,40.1,1426345200,33.96,1426366800,31.95,0.72,1032.64,7.37,14.02,1426298400,39,0.74,3,1426334400,6.19,37.43,2015-03-14 03:00:00,44.82,2015-03-14 16:00:00,31.34,2015-03-14 02:00:00,40.1,2015-03-14 15:00:00,"1415-83","Leicester","Leicester",52.62027778,-1.14222222,,,
2015-02-07,"Mostly cloudy until evening.","partly-cloudy-day",2015-02-07 07:37:58,2015-02-07 17:02:02,0.61,1e-04,0.0016,0.3,40.21,1423321200,31.01,1423368000,39.71,1423310400,27.28,1423378800,32.39,0.88,1037.82,2.76,9.18,1423324800,346,0.58,1,1423303200,5.57,30.77,2015-02-07 01:00:00,40.21,2015-02-07 15:00:00,28.55,2015-02-07 00:00:00,39.71,2015-02-07 12:00:00,"1415-84","Leicester","Leicester",52.62027778,-1.14222222,2015-02-07 07:00:00,"rain",
2015-01-17,"Partly cloudy throughout the day.","partly-cloudy-night",2015-01-17 08:07:52,2015-01-17 16:23:29,0.89,0,0,0,40.91,1421503200,31.25,1421568000,36.4,1421506800,31.25,1421568000,31.45,0.84,1010.46,6,13.19,1421496000,215,0.34,1,1421496000,6.22,32.38,2015-01-17 03:00:00,40.91,2015-01-17 14:00:00,25.94,2015-01-17 03:00:00,36.4,2015-01-17 15:00:00,"1415-85","Leicester","Leicester",52.62027778,-1.14222222,,,
2015-01-10,"Mostly cloudy in the morning.","partly-cloudy-night",2015-01-10 08:13:36,2015-01-10 16:12:34,0.66,0.001,0.017,0.67,56.42,1420873200,37.76,1420941600,56.42,1420873200,30.74,1420945200,38.64,0.71,1011.13,12.57,35.83,1420891200,255,0.48,1,1420891200,6.22,38.05,2015-01-10 22:00:00,56.47,2015-01-10 06:00:00,32.17,2015-01-10 23:00:00,56.47,2015-01-10 06:00:00,"1415-86","Leicester","Leicester",52.62027778,-1.14222222,2015-01-10 09:00:00,"rain",
2014-12-26,"Snow (1–2 in.) starting in the evening.","snow",2014-12-26 08:16:51,2014-12-26 15:55:51,0.16,0.0093,0.0566,0.96,39.28,1419602400,33.57,1419638400,36.67,1419591600,24.69,1419642000,33.45,0.92,1022.32,2.25,13.41,1419613200,141,0.67,0,1419552000,4.84,33.59,2014-12-26 23:00:00,39.28,2014-12-26 14:00:00,26.54,2014-12-26 23:00:00,36.67,2014-12-26 11:00:00,"1415-87","Leicester","Leicester",52.62027778,-1.14222222,2014-12-26 22:00:00,"rain",
2014-12-13,"Partly cloudy overnight.","partly-cloudy-night",2014-12-13 08:09:13,2014-12-13 15:51:07,0.72,0,0,0,41.57,1418479200,35,1418508000,38.82,1418479200,30.49,1418518800,32.05,0.88,1010.39,2.53,7.52,1418428800,242,0.09,0,1418428800,6.1,30.1,2014-12-13 08:00:00,41.57,2014-12-13 14:00:00,30.1,2014-12-13 08:00:00,38.82,2014-12-13 14:00:00,"1415-88","Leicester","Leicester",52.62027778,-1.14222222,,,
2014-12-02,"Mostly cloudy until evening.","partly-cloudy-day",2014-12-02 07:56:09,2014-12-02 15:54:50,0.36,1e-04,0.0026,0.26,46.09,1417525200,33.56,1417593600,41.11,1417525200,32.71,1417572000,37.64,0.82,1020.42,6.8,17.32,1417532400,346,0.56,1,1417521600,5.66,37.25,2014-12-02 23:00:00,46.09,2014-12-02 13:00:00,33.41,2014-12-02 22:00:00,43.86,2014-12-02 03:00:00,"1415-89","Leicester","Leicester",52.62027778,-1.14222222,2014-12-02 07:00:00,"rain",
2014-11-22,"Foggy in the morning.","fog",2014-11-22 07:40:31,2014-11-22 16:03:51,0.99,6e-04,0.0042,0.45,57.43,1416664800,45.67,1416729600,57.43,1416664800,45.67,1416729600,50.31,0.95,1011.9,3.6,10.09,1416657600,166,0.66,1,1416654000,4.25,46.62,2014-11-22 00:00:00,57.43,2014-11-22 14:00:00,43.5,2014-11-22 00:00:00,57.43,2014-11-22 14:00:00,"1415-90","Leicester","Leicester",52.62027778,-1.14222222,2014-11-22 03:00:00,"rain",
2014-11-01,"Partly cloudy throughout the day.","partly-cloudy-day",2014-11-01 07:02:27,2014-11-01 16:36:17,0.3,2e-04,0.0028,0.43,59.75,1414850400,55.16,1414872000,59.75,1414850400,55.16,1414872000,51.31,0.8,1011.7,8.94,22.31,1414882800,194,0.38,1,1414836000,6.21,54.66,2014-11-01 08:00:00,60.82,2014-11-01 03:00:00,54.66,2014-11-01 08:00:00,60.82,2014-11-01 03:00:00,"1415-91","Leicester","Leicester",52.62027778,-1.14222222,2014-11-01 06:00:00,"rain",
2014-10-04,"Mostly cloudy until afternoon.","partly-cloudy-day",2014-10-04 07:12:05,2014-10-04 18:36:48,0.35,0.0013,0.0103,0.32,60.2,1412406000,39.54,1412488800,60.2,1412406000,39.54,1412488800,48.68,0.81,1013.09,3.73,17.99,1412388000,222,0.48,2,1412416800,6.18,43.88,2014-10-04 23:00:00,60.2,2014-10-04 08:00:00,43.88,2014-10-04 23:00:00,60.2,2014-10-04 08:00:00,"1415-92","Leicester","Leicester",52.62027778,-1.14222222,2014-10-04 12:00:00,"rain",
2014-09-21,"Partly cloudy starting in the afternoon.","partly-cloudy-day",2014-09-21 06:50:07,2014-09-21 19:07:49,0.91,0,0,0,62.35,1411311600,42.04,1411362000,62.35,1411311600,42.04,1411362000,47.89,0.77,1025.03,4.12,11.91,1411297200,6,0.33,3,1411293600,6.04,48.57,2014-09-21 23:00:00,62.35,2014-09-21 16:00:00,48.57,2014-09-21 23:00:00,62.35,2014-09-21 16:00:00,"1415-93","Leicester","Leicester",52.62027778,-1.14222222,,,
2014-08-31,"Partly cloudy until evening.","partly-cloudy-day",2014-08-31 06:15:10,2014-08-31 19:57:38,0.19,0,0,0,68.27,1409497200,55.38,1409529600,68.27,1409497200,55.38,1409529600,52.26,0.75,1017.5,3.72,11.33,1409479200,281,0.32,4,1409482800,6.16,53.92,2014-08-31 07:00:00,68.27,2014-08-31 16:00:00,53.92,2014-08-31 07:00:00,68.27,2014-08-31 16:00:00,"1415-94","Leicester","Leicester",52.62027778,-1.14222222,,,
2014-08-16,"Partly cloudy in the morning.","partly-cloudy-day",2014-08-16 05:49:58,2014-08-16 20:30:36,0.71,0,0,0,64.75,1408201200,55.74,1408258800,64.75,1408201200,55.74,1408258800,48.63,0.71,1018.91,6.52,15.47,1408183200,254,0.46,5,1408186800,6.21,51.52,2014-08-16 06:00:00,64.75,2014-08-16 16:00:00,51.52,2014-08-16 06:00:00,64.75,2014-08-16 16:00:00,"1415-95","Leicester","Leicester",52.62027778,-1.14222222,,,
2015-05-24,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-05-24 05:00:15,2015-05-24 21:20:05,0.21,0.0016,0.0207,0.74,56.06,1432483200,48.74,1432512000,56.06,1432483200,47.11,1432515600,46.48,0.79,1019.81,4.01,15.04,1432479600,292,0.64,5,1432465200,5.83,49.48,2015-05-24 01:00:00,56.06,2015-05-24 17:00:00,49.48,2015-05-24 01:00:00,56.06,2015-05-24 17:00:00,"1415-96","Liverpool","Everton",53.43888889,-2.96638889,2015-05-24 08:00:00,"rain",
2015-05-09,"Mostly cloudy until evening.","partly-cloudy-day",2015-05-09 05:23:34,2015-05-09 20:55:42,0.68,2e-04,0.0031,0.31,54.32,1431187200,46.85,1431212400,54.32,1431187200,46.02,1431219600,45.2,0.83,1012.6,5.17,18.62,1431147600,263,0.61,6,1431172800,6.15,47.22,2015-05-09 08:00:00,54.32,2015-05-09 17:00:00,43.03,2015-05-09 08:00:00,54.32,2015-05-09 17:00:00,"1415-97","Liverpool","Everton",53.43888889,-2.96638889,2015-05-09 00:00:00,"rain",
2015-04-26,"Partly cloudy in the evening.","partly-cloudy-night",2015-04-26 05:49:15,2015-04-26 20:32:26,0.26,0,0,0,51.11,1430056800,31.91,1430110800,51.11,1430056800,31.91,1430110800,33.53,0.66,1010.58,5.18,13.8,1430060400,322,0.18,6,1430049600,6.21,38.15,2015-04-26 06:00:00,51.11,2015-04-26 15:00:00,35.83,2015-04-26 06:00:00,51.11,2015-04-26 15:00:00,"1415-98","Liverpool","Everton",53.43888889,-2.96638889,,,
2015-04-18,"Clear throughout the day.","clear-day",2015-04-18 06:06:48,2015-04-18 20:17:51,0.99,0,0,0,59.09,1429372800,35.52,1429419600,59.09,1429372800,35.52,1429419600,36.98,0.66,1029.98,5.11,13.36,1429365600,88,0.18,5,1429354800,6.22,38.14,2015-04-18 06:00:00,59.09,2015-04-18 17:00:00,38.14,2015-04-18 06:00:00,59.09,2015-04-18 17:00:00,"1415-99","Liverpool","Everton",53.43888889,-2.96638889,,,
2015-04-04,"Partly cloudy throughout the day.","partly-cloudy-day",2015-04-04 06:39:35,2015-04-04 19:52:24,0.5,1e-04,0.0017,0.16,54.16,1428152400,45.39,1428217200,54.16,1428152400,45.39,1428217200,43.09,0.82,1024.02,4.49,11.64,1428163200,320,0.61,4,1428148800,6.04,44.54,2015-04-04 07:00:00,54.16,2015-04-04 14:00:00,41.54,2015-04-04 03:00:00,54.16,2015-04-04 14:00:00,"1415-100","Liverpool","Everton",53.43888889,-2.96638889,2015-04-04 02:00:00,"rain",
2015-03-15,"Mostly cloudy throughout the day.","partly-cloudy-day",2015-03-15 06:28:11,2015-03-15 18:16:09,0.82,0,0,0,46.98,1426438800,39.89,1426482000,44.83,1426435200,37.88,1426492800,35.84,0.76,1031.66,4.18,10.11,1426413600,62,0.68,2,1426413600,6.21,36.89,2015-03-15 00:00:00,46.98,2015-03-15 17:00:00,36.89,2015-03-15 00:00:00,44.83,2015-03-15 16:00:00,"1415-101","Liverpool","Everton",53.43888889,-2.96638889,,,
2015-02-22,"Partly cloudy throughout the day.","partly-cloudy-night",2015-02-22 07:17:12,2015-02-22 17:36:27,0.13,0.0041,0.0215,0.62,44.94,1424631600,38.44,1424667600,41.27,1424631600,31.42,1424678400,35.35,0.86,996.21,4.74,21.26,1424638800,199,0.54,2,1424606400,6.02,35.66,2015-02-22 08:00:00,46.17,2015-02-22 20:00:00,30.55,2015-02-22 13:00:00,41.71,2015-02-22 20:00:00,"1415-102","Liverpool","Everton",53.43888889,-2.96638889,2015-02-22 13:00:00,"rain",
